"plh0213","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","1","","",""
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","5","","",""
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","3","","",""
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","14","","",""
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","35","0.0110066764430415","0.00748725195173914","0.0145261009343439"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","10","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","9","","",""
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","21","","",""
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","4","","",""
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","14","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","12","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","14","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","15","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","8","","",""
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","10","","",""
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","6","","",""
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","12","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","25","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","71","0.0190454875338133","0.0144347823468516","0.0236561927207749"
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","47","0.0125614749114965","0.00872955792802231","0.0163933918949706"
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","11","","",""
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","29","","",""
"2 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","7","","",""
"2 on scale 1-7 ","2005","66 and older","(1b) general elementary school","30","0.0466732239787771","0.0311135484371212","0.0622328995204329"
"2 on scale 1-7 ","2005","66 and older","(1c) basic vocational qualification","57","0.0344958914520407","0.0258736852430947","0.0431180976609868"
"2 on scale 1-7 ","2005","66 and older","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","66 and older","(2a) intermediate vocational","7","","",""
"2 on scale 1-7 ","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"2 on scale 1-7 ","2005","66 and older","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2005","66 and older","(3b) higher tertiary education","12","","",""
"3 on scale 1-7 ","2005","16-34 y.","(0) in school","34","0.0402404734424909","0.0251557605100635","0.0553251863749183"
"3 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","6","","",""
"3 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","34","0.0799379530642597","0.053908494573593","0.105967411554927"
"3 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","24","","",""
"3 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","25","","",""
"3 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","54","0.0591989375730046","0.0455473549187737","0.0728505202272355"
"3 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","29","","",""
"3 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","27","","",""
"3 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","15","","",""
"3 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","17","","",""
"3 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","13","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","71","0.0970291664352764","0.0756447602327986","0.118413572637754"
"3 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","184","0.0595141915525895","0.0515336334362267","0.0674947496689523"
"3 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","3","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","147","0.0440550920400419","0.0369942705973079","0.0511159134827759"
"3 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","10","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","49","0.0670975411405246","0.0504053205758207","0.0837897617052285"
"3 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","54","0.0606571891674334","0.0469148845303596","0.0743994938045073"
"3 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","79","0.0433923404441846","0.0340449556501554","0.0527397252382138"
"3 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","6","","",""
"3 on scale 1-7 ","2005","66 and older","(1b) general elementary school","65","0.083597534465917","0.0631808320156992","0.104014236916135"
"3 on scale 1-7 ","2005","66 and older","(1c) basic vocational qualification","123","0.0709324209476577","0.0588040156968778","0.0830608261984375"
"3 on scale 1-7 ","2005","66 and older","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","66 and older","(2a) intermediate vocational","19","","",""
"3 on scale 1-7 ","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"3 on scale 1-7 ","2005","66 and older","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2005","66 and older","(3b) higher tertiary education","24","","",""
"4 on scale 1-7","2005","16-34 y.","(0) in school","77","0.10928487374896","0.0853366264378246","0.133233121060095"
