"plh0213","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Male","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","Female","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Male","26","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Female","25","","",""
"1 Strongly disagree","2005","Single parent ","Male","5","","",""
"1 Strongly disagree","2005","Single parent ","Female","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","8","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","18","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","10","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","5","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Male","28","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Female","30","0.015709449359697","0.00981224338229813","0.0216066553370959"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","116","0.0352100984959476","0.0290847148217808","0.0413354821701145"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Female","45","0.0155357636848159","0.011463566587903","0.0196079607817287"
"2 on scale 1-7 ","2005","Single parent ","Male","12","","",""
"2 on scale 1-7 ","2005","Single parent ","Female","10","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","45","0.021029039709541","0.0144208349554713","0.0276372444636107"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","22","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Male","50","0.0259761488577477","0.0188538118937973","0.0330984858216982"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Female","29","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","12","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","12","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","Male","87","0.0801926723289392","0.065142716969313","0.0952426276885654"
"3 on scale 1-7 ","2005","1-pers.-HH","Female","60","0.033351477694833","0.0248362553215469","0.0418667000681192"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Male","264","0.0807800123779213","0.0717238335559727","0.0898361911998699"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Female","157","0.0501389255985896","0.0429530437558333","0.057324807441346"
"3 on scale 1-7 ","2005","Single parent ","Male","21","","",""
"3 on scale 1-7 ","2005","Single parent ","Female","35","0.0564735035477349","0.0400945844323189","0.0728524226631508"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","122","0.0689290156167896","0.0572614218349421","0.0805966093986371"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","84","0.0498797577166502","0.0400833719501752","0.0596761434831252"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Male","125","0.0676944514000663","0.056445656207352","0.0789432465927807"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Female","64","0.0427998317741034","0.0332648038067278","0.052334859741479"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","70","0.0860200467815895","0.0672801567644257","0.104759936798753"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","25","","",""
"4 on scale 1-7","2005","1-pers.-HH","Male","172","0.128442747305302","0.109902215376224","0.14698327923438"
"4 on scale 1-7","2005","1-pers.-HH","Female","203","0.120495281122902","0.105056668706876","0.135933893538929"
"4 on scale 1-7","2005","(Married) couple without C. ","Male","522","0.154619400169372","0.142603911648537","0.166634888690206"
"4 on scale 1-7","2005","(Married) couple without C. ","Female","408","0.109787814678881","0.0994937628040485","0.120081866553713"
"4 on scale 1-7","2005","Single parent ","Male","49","0.14321306855476","0.106033988166586","0.180392148942934"
"4 on scale 1-7","2005","Single parent ","Female","82","0.11171980890592","0.0893673192386381","0.134072298573201"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Male","266","0.145612723043876","0.129367865252533","0.161857580835218"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Female","207","0.112641086571612","0.0984141138368818","0.126868059306342"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Male","320","0.157950024451114","0.141620290047441","0.174279758854787"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Female","184","0.124707220675714","0.109143191719061","0.140271249632366"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Male","124","0.135554664432962","0.112676305663816","0.158433023202107"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Female","103","0.14246536914974","0.118884633187799","0.166046105111682"
"5 on scale 1-7","2005","1-pers.-HH","Male","283","0.234821019221885","0.211331753745471","0.2583102846983"
"5 on scale 1-7","2005","1-pers.-HH","Female","354","0.227273287271314","0.207399011232103","0.247147563310524"
"5 on scale 1-7","2005","(Married) couple without C. ","Male","862","0.225496298756326","0.211607497611125","0.239385099901527"
"5 on scale 1-7","2005","(Married) couple without C. ","Female","814","0.236929584851525","0.222928732698192","0.250930437004857"
"5 on scale 1-7","2005","Single parent ","Male","70","0.211416594004336","0.168079054104481","0.25475413390419"
"5 on scale 1-7","2005","Single parent ","Female","151","0.204613647178218","0.175988865175573","0.233238429180863"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Male","462","0.259361526355972","0.239175781630173","0.27954727108177"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Female","420","0.226486399540351","0.207651232913281","0.24532156616742"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Male","484","0.248476306549596","0.229127055087774","0.267825558011418"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Female","395","0.239107449633395","0.219013848515856","0.259201050750934"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Male","212","0.210261007958398","0.183026469045613","0.237495546871184"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Female","177","0.203121074350054","0.175978531572148","0.23026361712796"
"6 on scale 1-7","2005","1-pers.-HH","Male","333","0.268248686968069","0.243697641320001","0.292799732616137"
"6 on scale 1-7","2005","1-pers.-HH","Female","461","0.250103195956198","0.229564894222547","0.270641497689848"
"6 on scale 1-7","2005","(Married) couple without C. ","Male","846","0.247608664108739","0.233264074968606","0.261953253248872"
"6 on scale 1-7","2005","(Married) couple without C. ","Female","1013","0.282717368286978","0.267889322545252","0.297545414028703"
"6 on scale 1-7","2005","Single parent ","Male","106","0.326427309738756","0.276658600234959","0.376196019242553"
"6 on scale 1-7","2005","Single parent ","Female","215","0.273114363391238","0.241499512631644","0.304729214150833"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Male","478","0.260460621752682","0.240247166646861","0.280674076858503"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Female","585","0.302230387826371","0.28156519244091","0.322895583211833"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Male","496","0.254171685797523","0.234676231644571","0.273667139950475"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Female","543","0.293950085658475","0.272488883032728","0.315411288284221"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Male","239","0.280108294009945","0.250096259674243","0.310120328345648"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Female","247","0.249099254992356","0.219921333619563","0.278277176365148"
"7 Strongly agree","2005","1-pers.-HH","Male","339","0.258813049882298","0.234542679525287","0.283083420239308"
"7 Strongly agree","2005","1-pers.-HH","Female","584","0.342719223120269","0.320210603827772","0.365227842412766"
"7 Strongly agree","2005","(Married) couple without C. ","Male","842","0.246978994863344","0.23264666295525","0.261311326771438"
"7 Strongly agree","2005","(Married) couple without C. ","Female","1081","0.295881840301872","0.280852343405453","0.310911337198291"
"7 Strongly agree","2005","Single parent ","Male","78","0.243633277222981","0.198071001094425","0.289195553351536"
"7 Strongly agree","2005","Single parent ","Female","267","0.334779111191926","0.301294293625055","0.368263928758798"
"7 Strongly agree","2005","Couple + C. LE 16 ","Male","430","0.238777917268727","0.219142432173692","0.258413402363761"
"7 Strongly agree","2005","Couple + C. LE 16 ","Female","575","0.291665211683358","0.271211316439064","0.312119106927651"
"7 Strongly agree","2005","Couple + C. GT 16 ","Male","423","0.237798641648551","0.218735701575395","0.256861581721707"
"7 Strongly agree","2005","Couple + C. GT 16 ","Female","508","0.278241935230354","0.257131038933402","0.299352831527307"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Male","193","0.256665493150007","0.227472760177923","0.285858226122091"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Female","275","0.354081306242546","0.32181737422018","0.386345238264911"
"1 Strongly disagree","2006","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2006","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2006","Single parent ","Male","","","",""
"1 Strongly disagree","2006","Single parent ","Female","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2006","Single parent ","Male","","","",""
"2 on scale 1-7 ","2006","Single parent ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2006","Single parent ","Male","","","",""
"3 on scale 1-7 ","2006","Single parent ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2006","Single parent ","Male","","","",""
"4 on scale 1-7","2006","Single parent ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2006","Single parent ","Male","","","",""
"5 on scale 1-7","2006","Single parent ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"6 on scale 1-7","2006","Single parent ","Male","","","",""
"6 on scale 1-7","2006","Single parent ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"7 Strongly agree","2006","1-pers.-HH","Male","","","",""
"7 Strongly agree","2006","1-pers.-HH","Female","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","Male","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","Female","","","",""
"7 Strongly agree","2006","Single parent ","Male","","","",""
"7 Strongly agree","2006","Single parent ","Female","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","Male","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","Female","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","Male","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","Female","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","Male","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","Female","","","",""
"1 Strongly disagree","2007","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2007","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2007","Single parent ","Male","","","",""
"1 Strongly disagree","2007","Single parent ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2007","Single parent ","Male","","","",""
"2 on scale 1-7 ","2007","Single parent ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2007","Single parent ","Male","","","",""
"3 on scale 1-7 ","2007","Single parent ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2007","Single parent ","Male","","","",""
"4 on scale 1-7","2007","Single parent ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2007","Single parent ","Male","","","",""
"5 on scale 1-7","2007","Single parent ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"6 on scale 1-7","2007","Single parent ","Male","","","",""
"6 on scale 1-7","2007","Single parent ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"7 Strongly agree","2007","1-pers.-HH","Male","","","",""
"7 Strongly agree","2007","1-pers.-HH","Female","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","Male","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","Female","","","",""
"7 Strongly agree","2007","Single parent ","Male","","","",""
"7 Strongly agree","2007","Single parent ","Female","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","Male","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","Female","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","Male","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","Female","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","Male","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","Female","","","",""
"1 Strongly disagree","2008","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2008","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2008","Single parent ","Male","","","",""
"1 Strongly disagree","2008","Single parent ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2008","Single parent ","Male","","","",""
"2 on scale 1-7 ","2008","Single parent ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2008","Single parent ","Male","","","",""
"3 on scale 1-7 ","2008","Single parent ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2008","Single parent ","Male","","","",""
"4 on scale 1-7","2008","Single parent ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2008","Single parent ","Male","","","",""
"5 on scale 1-7","2008","Single parent ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
