"plh0213","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","West Germany","82","0.00774435222626921","0.00618236423367769","0.00930634021886073","1"
"1 Strongly disagree","2005","Urban Area","East Germany","17","","","","1"
"1 Strongly disagree","2005","Rural Area","West Germany","26","","","","1"
"1 Strongly disagree","2005","Rural Area","East Germany","16","","","","1"
"2 on scale 1-7 ","2005","Urban Area","East Germany","33","0.0196148259203282","0.0131362082130371","0.0260934436276193","2"
"2 on scale 1-7 ","2005","Rural Area","West Germany","73","0.0210510819105681","0.0163347829908054","0.0257673808303309","2"
"2 on scale 1-7 ","2005","Rural Area","East Germany","60","0.0174160967320549","0.0129406227227328","0.0218915707413769","2"
"2 on scale 1-7 ","2005","Urban Area","West Germany","262","0.0214881815768852","0.0189043974674495","0.024071965686321","2"
"3 on scale 1-7 ","2005","Urban Area","East Germany","93","0.0529149207375027","0.0424562779653362","0.0633735635096693","3"
"3 on scale 1-7 ","2005","Rural Area","West Germany","211","0.0601982607766791","0.0523838868078782","0.0680126347454799","3"
"3 on scale 1-7 ","2005","Rural Area","East Germany","186","0.0581297529009049","0.0501245272160039","0.0661349785858059","3"
"3 on scale 1-7 ","2005","Urban Area","West Germany","676","0.0610031052881202","0.0567384748521086","0.0652677357241317","3"
"4 on scale 1-7","2005","Rural Area","East Germany","416","0.135660583107174","0.123945434506127","0.147375731708221","4"
"4 on scale 1-7","2005","Urban Area","East Germany","238","0.138651664807984","0.122506454343733","0.154796875272235","4"
"4 on scale 1-7","2005","Rural Area","West Germany","536","0.151916421726635","0.140123924435415","0.163708919017856","4"
"4 on scale 1-7","2005","Urban Area","West Germany","1521","0.122726814790205","0.116880118812932","0.128573510767478","4"
"5 on scale 1-7","2005","Rural Area","West Germany","838","0.231310357831068","0.217456933023862","0.245163782638274","5"
"5 on scale 1-7","2005","Urban Area","East Germany","375","0.210529095442591","0.191482564620122","0.229575626265059","5"
"5 on scale 1-7","2005","Urban Area","West Germany","2791","0.231963338602122","0.224442366051601","0.239484311152643","5"
"5 on scale 1-7","2005","Rural Area","East Germany","802","0.241971904725665","0.227319668039756","0.256624141411574","5"
"6 on scale 1-7","2005","Rural Area","West Germany","928","0.251065333494659","0.236819120307321","0.265311546681997","6"
"6 on scale 1-7","2005","Rural Area","East Germany","933","0.276051956971835","0.260757716405116","0.291346197538554","6"
"6 on scale 1-7","2005","Urban Area","East Germany","500","0.262559325111204","0.242001885416639","0.28311676480577","6"
"6 on scale 1-7","2005","Urban Area","West Germany","3337","0.271912184767115","0.263983894008842","0.279840475525389","6"
"7 Strongly agree","2005","Rural Area","East Germany","869","0.266477758256668","0.251352042694901","0.281603473818435","7"
"7 Strongly agree","2005","Urban Area","East Germany","504","0.302955334409862","0.281486356801389","0.324424312018336","7"
"7 Strongly agree","2005","Rural Area","West Germany","947","0.275128760667568","0.260456990091873","0.289800531243264","7"
"7 Strongly agree","2005","Urban Area","West Germany","3430","0.283162022749283","0.275134133757505","0.291189911741061","7"
"1 Strongly disagree","2006","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","","","3"
"4 on scale 1-7","2006","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Urban Area","West Germany","","","","","4"
"5 on scale 1-7","2006","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","West Germany","","","","","5"
"6 on scale 1-7","2006","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","West Germany","","","","","6"
"7 Strongly agree","2006","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","East Germany","","","","","7"
"7 Strongly agree","2006","Urban Area","West Germany","","","","","7"
"1 Strongly disagree","2007","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","","","2"
