"plh0213","year","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Male","78","0.00851835737080594","0.00670759917904796","0.0103291155625639"
"1 Strongly disagree","2005","Female","63","0.00745715235409704","0.00583498056077882","0.00907932414741527"
"2 on scale 1-7 ","2005","Male","271","0.0268385547773936","0.023654267790372","0.0300228417644152"
"2 on scale 1-7 ","2005","Female","157","0.0151071186023935","0.0128071546780368","0.0174070825267503"
"3 on scale 1-7 ","2005","Male","713","0.0757206292538483","0.0705080949158536","0.080933163591843"
"3 on scale 1-7 ","2005","Female","453","0.0451431648478881","0.0412284436505228","0.0490578860452534"
"4 on scale 1-7","2005","Male","1478","0.144865640285184","0.137930742483151","0.151800538087216"
"4 on scale 1-7","2005","Female","1233","0.117801393157586","0.111722925608162","0.123879860707011"
"5 on scale 1-7","2005","Male","2431","0.235080522476605","0.226725331612873","0.243435713340337"
"5 on scale 1-7","2005","Female","2375","0.228337529133892","0.220422763787289","0.236252294480495"
"6 on scale 1-7","2005","Male","2557","0.260947282513292","0.252294529841671","0.269600035184912"
"6 on scale 1-7","2005","Female","3141","0.274214623463525","0.265802897460393","0.282626349466657"
"7 Strongly agree","2005","Male","2367","0.248029013322871","0.2395197497351","0.256538276910642"
"7 Strongly agree","2005","Female","3383","0.311939018440618","0.303203593802085","0.320674443079151"
"1 Strongly disagree","2006","Male","","","",""
"1 Strongly disagree","2006","Female","","","",""
"2 on scale 1-7 ","2006","Male","","","",""
"2 on scale 1-7 ","2006","Female","","","",""
"3 on scale 1-7 ","2006","Male","","","",""
"3 on scale 1-7 ","2006","Female","","","",""
"4 on scale 1-7","2006","Male","","","",""
"4 on scale 1-7","2006","Female","","","",""
"5 on scale 1-7","2006","Male","","","",""
"5 on scale 1-7","2006","Female","","","",""
"6 on scale 1-7","2006","Male","","","",""
"6 on scale 1-7","2006","Female","","","",""
"7 Strongly agree","2006","Male","","","",""
"7 Strongly agree","2006","Female","","","",""
"1 Strongly disagree","2007","Male","","","",""
"1 Strongly disagree","2007","Female","","","",""
"2 on scale 1-7 ","2007","Male","","","",""
"2 on scale 1-7 ","2007","Female","","","",""
"3 on scale 1-7 ","2007","Male","","","",""
"3 on scale 1-7 ","2007","Female","","","",""
"4 on scale 1-7","2007","Male","","","",""
"4 on scale 1-7","2007","Female","","","",""
