"plh0213","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","61","0.00893206689738553","0.00679902571700348","0.0110651080777676","1"
"1 Strongly disagree","2005","West Germany","Female","47","0.00735660049582144","0.0055051994859943","0.00920800150564858","1"
"1 Strongly disagree","2005","East Germany","Male","17","","","","1"
"1 Strongly disagree","2005","East Germany","Female","16","","","","1"
"2 on scale 1-7 ","2005","West Germany","Female","125","0.015478470346384","0.0128039746135837","0.0181529660791843","2"
"2 on scale 1-7 ","2005","East Germany","Male","61","0.0231143597511286","0.0171286797787785","0.0291000397234787","2"
"2 on scale 1-7 ","2005","East Germany","Female","32","0.0134444689245552","0.00903539709347064","0.0178535407556398","2"
"2 on scale 1-7 ","2005","West Germany","Male","210","0.0277002010389852","0.0239796000021093","0.0314208020758611","2"
"3 on scale 1-7 ","2005","West Germany","Female","363","0.0468303718031067","0.0422530211708469","0.0514077224353666","3"
"3 on scale 1-7 ","2005","East Germany","Male","189","0.0755368874143217","0.0650106046452187","0.0860631701834246","3"
"3 on scale 1-7 ","2005","East Germany","Female","90","0.0375890489835146","0.0303074706215318","0.0448706273454974","3"
"3 on scale 1-7 ","2005","West Germany","Male","524","0.0757631405799227","0.0697639567353716","0.0817623244244737","3"
"4 on scale 1-7","2005","East Germany","Female","287","0.12049373363313","0.108030914842139","0.132956552424121","4"
"4 on scale 1-7","2005","West Germany","Female","946","0.117200060631357","0.11023122299563","0.124168898267084","4"
"4 on scale 1-7","2005","East Germany","Male","367","0.153489665779124","0.139131254179961","0.167848077378287","4"
"4 on scale 1-7","2005","West Germany","Male","1111","0.142870347537538","0.134936828746061","0.150803866329016","4"
"5 on scale 1-7","2005","East Germany","Male","627","0.243902419419248","0.226796450654727","0.26100838818377","5"
"5 on scale 1-7","2005","West Germany","Female","1825","0.230658967414128","0.221532348843062","0.239785585985194","5"
"5 on scale 1-7","2005","West Germany","Male","1804","0.233039449313904","0.223454876081265","0.242624022546544","5"
"5 on scale 1-7","2005","East Germany","Female","550","0.217943775310951","0.202138363935697","0.233749186686205","5"
"6 on scale 1-7","2005","East Germany","Male","626","0.256222812867095","0.238833556090917","0.273612069643273","6"
"6 on scale 1-7","2005","East Germany","Female","807","0.285756263415347","0.268460661529559","0.303051865301135","6"
"6 on scale 1-7","2005","West Germany","Female","2334","0.271636805549296","0.261999989171509","0.281273621927083","6"
"6 on scale 1-7","2005","West Germany","Male","1931","0.26204035674274","0.252070889714099","0.272009823771381","6"
"7 Strongly agree","2005","East Germany","Female","839","0.316865357487133","0.299053667988321","0.334677046985945","7"
"7 Strongly agree","2005","West Germany","Female","2544","0.310838723759907","0.3008112098627","0.320866237657114","7"
"7 Strongly agree","2005","East Germany","Male","534","0.241003626738454","0.223967049925716","0.258040203551193","7"
"7 Strongly agree","2005","West Germany","Male","1833","0.249654437889524","0.239842114598559","0.25946676118049","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
"4 on scale 1-7","2006","West Germany","Male","","","","","4"
"5 on scale 1-7","2006","East Germany","Male","","","","","5"
"5 on scale 1-7","2006","West Germany","Female","","","","","5"
"5 on scale 1-7","2006","East Germany","Female","","","","","5"
"5 on scale 1-7","2006","West Germany","Male","","","","","5"
"6 on scale 1-7","2006","East Germany","Male","","","","","6"
"6 on scale 1-7","2006","West Germany","Female","","","","","6"
"6 on scale 1-7","2006","East Germany","Female","","","","","6"
"6 on scale 1-7","2006","West Germany","Male","","","","","6"
"7 Strongly agree","2006","West Germany","Female","","","","","7"
"7 Strongly agree","2006","East Germany","Male","","","","","7"
"7 Strongly agree","2006","East Germany","Female","","","","","7"
"7 Strongly agree","2006","West Germany","Male","","","","","7"
"1 Strongly disagree","2007","West Germany","Male","","","","","1"
"1 Strongly disagree","2007","West Germany","Female","","","","","1"
"1 Strongly disagree","2007","East Germany","Male","","","","","1"
"1 Strongly disagree","2007","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2007","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2007","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2007","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Female","","","","","3"
"4 on scale 1-7","2007","West Germany","Male","","","","","4"
"4 on scale 1-7","2007","West Germany","Female","","","","","4"
"4 on scale 1-7","2007","East Germany","Male","","","","","4"
"4 on scale 1-7","2007","East Germany","Female","","","","","4"
"5 on scale 1-7","2007","West Germany","Male","","","","","5"
"5 on scale 1-7","2007","West Germany","Female","","","","","5"
"5 on scale 1-7","2007","East Germany","Male","","","","","5"
"5 on scale 1-7","2007","East Germany","Female","","","","","5"
"6 on scale 1-7","2007","East Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Female","","","","","6"
"6 on scale 1-7","2007","East Germany","Female","","","","","6"
"7 Strongly agree","2007","West Germany","Male","","","","","7"
"7 Strongly agree","2007","West Germany","Female","","","","","7"
"7 Strongly agree","2007","East Germany","Male","","","","","7"
"7 Strongly agree","2007","East Germany","Female","","","","","7"
"1 Strongly disagree","2008","West Germany","Female","","","","","1"
"1 Strongly disagree","2008","East Germany","Male","","","","","1"
"1 Strongly disagree","2008","West Germany","Male","","","","","1"
"1 Strongly disagree","2008","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2008","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2008","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2008","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Female","","","","","3"
"4 on scale 1-7","2008","West Germany","Female","","","","","4"
"4 on scale 1-7","2008","East Germany","Male","","","","","4"
"4 on scale 1-7","2008","West Germany","Male","","","","","4"
"4 on scale 1-7","2008","East Germany","Female","","","","","4"
"5 on scale 1-7","2008","East Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Female","","","","","5"
"5 on scale 1-7","2008","East Germany","Female","","","","","5"
"6 on scale 1-7","2008","West Germany","Female","","","","","6"
"6 on scale 1-7","2008","East Germany","Female","","","","","6"
"6 on scale 1-7","2008","West Germany","Male","","","","","6"
"6 on scale 1-7","2008","East Germany","Male","","","","","6"
"7 Strongly agree","2008","West Germany","Male","","","","","7"
"7 Strongly agree","2008","West Germany","Female","","","","","7"
"7 Strongly agree","2008","East Germany","Male","","","","","7"
"7 Strongly agree","2008","East Germany","Female","","","","","7"
