"plh0213","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Urban Area","24","","","","1"
"1 Strongly disagree","2005","Full Time","Rural Area","8","","","","1"
"1 Strongly disagree","2005","Part Time","Urban Area","15","","","","1"
"1 Strongly disagree","2005","Part Time","Rural Area","4","","","","1"
"1 Strongly disagree","2005","Not Working","Urban Area","60","0.0123802865297081","0.00937543415646347","0.0153851389029527","1"
"1 Strongly disagree","2005","Not Working","Rural Area","30","0.014634061072725","0.0100646453617268","0.0192034767837233","1"
"2 on scale 1-7 ","2005","Part Time","Urban Area","49","0.0192301460934568","0.0145173249441015","0.0239429672428122","2"
"2 on scale 1-7 ","2005","Full Time","Urban Area","97","0.0154510033552913","0.0121598404693389","0.0187421662412436","2"
"2 on scale 1-7 ","2005","Not Working","Rural Area","63","0.0223239592409274","0.0167023252993757","0.0279455931824791","2"
"2 on scale 1-7 ","2005","Full Time","Rural Area","49","0.0212667473207272","0.015756065084654","0.0267774295568005","2"
"2 on scale 1-7 ","2005","Part Time","Rural Area","21","","","","2"
"2 on scale 1-7 ","2005","Not Working","Urban Area","149","0.0279236180736144","0.02344649577952","0.0324007403677088","2"
"3 on scale 1-7 ","2005","Not Working","Urban Area","347","0.0667675898364139","0.0599842953252639","0.0735508843475639","3"
"3 on scale 1-7 ","2005","Full Time","Urban Area","280","0.0634732024124101","0.0569672980318596","0.0699791067929606","3"
"3 on scale 1-7 ","2005","Part Time","Rural Area","72","0.0437278586440404","0.0335641372560838","0.0538915800319971","3"
"3 on scale 1-7 ","2005","Part Time","Urban Area","142","0.0431410673568077","0.0361687762198291","0.0501133584937863","3"
"3 on scale 1-7 ","2005","Full Time","Rural Area","144","0.0582105368419705","0.0492671837521107","0.0671538899318303","3"
"3 on scale 1-7 ","2005","Not Working","Rural Area","181","0.0693182569497804","0.0596532119571517","0.0789833019424091","3"
"4 on scale 1-7","2005","Not Working","Rural Area","402","0.154593997677642","0.140837482127266","0.168350513228018","4"
"4 on scale 1-7","2005","Full Time","Rural Area","357","0.139969244766654","0.126716801240955","0.153221688292353","4"
"4 on scale 1-7","2005","Part Time","Urban Area","328","0.101792604847649","0.0914160654376009","0.112169144257697","4"
"4 on scale 1-7","2005","Not Working","Urban Area","740","0.136300351232744","0.126976554948001","0.145624147517488","4"
"4 on scale 1-7","2005","Full Time","Urban Area","691","0.124835160662405","0.116015218050828","0.133655103273981","4"
"4 on scale 1-7","2005","Part Time","Rural Area","193","0.139209539293523","0.122004086151054","0.156414992435993","4"
"5 on scale 1-7","2005","Not Working","Rural Area","646","0.239991774265696","0.223740523541136","0.256243024990256","5"
"5 on scale 1-7","2005","Part Time","Rural Area","344","0.209982651332758","0.189738810404194","0.230226492261323","5"
"5 on scale 1-7","2005","Not Working","Urban Area","1156","0.226124713534244","0.214757018323533","0.237492408744956","5"
"5 on scale 1-7","2005","Full Time","Urban Area","1286","0.241536703046795","0.230115516680171","0.252957889413418","5"
"5 on scale 1-7","2005","Full Time","Rural Area","650","0.245968146260575","0.229518485653345","0.262417806867806","5"
"5 on scale 1-7","2005","Part Time","Urban Area","724","0.217305155355029","0.203152518468716","0.231457792241341","5"
"6 on scale 1-7","2005","Not Working","Rural Area","673","0.236148284949013","0.219986981194871","0.252309588703154","6"
"6 on scale 1-7","2005","Part Time","Urban Area","1000","0.300413092662901","0.284681004289191","0.316145181036611","6"
