"plh0213","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","108","0.00811801451072545","0.0067125015341487","0.0095235274873022","1"
"1 Strongly disagree","2005","East Germany","33","0.0073280858713887","0.0049738779726962","0.00968229377008121","1"
"2 on scale 1-7 ","2005","East Germany","93","0.0182030513458052","0.0145130238147464","0.0218930788768639","2"
"2 on scale 1-7 ","2005","West Germany","335","0.0213851637715757","0.0191192564917928","0.0236510710513586","2"
"3 on scale 1-7 ","2005","West Germany","887","0.0608134155638458","0.0570701073700226","0.0645567237576691","3"
"3 on scale 1-7 ","2005","East Germany","279","0.0562632946518353","0.0499028910678828","0.0626236982357878","3"
"4 on scale 1-7","2005","East Germany","654","0.136731131293422","0.127247963963833","0.146214298623011","4"
"4 on scale 1-7","2005","West Germany","2057","0.129606365327902","0.124345575333419","0.134867155322384","4"
"5 on scale 1-7","2005","West Germany","3629","0.231809440873235","0.225199767645969","0.238419114100502","5"
"5 on scale 1-7","2005","East Germany","1177","0.230718102317185","0.219089426531409","0.242346778102961","5"
"6 on scale 1-7","2005","East Germany","1433","0.271222763385382","0.258950995333774","0.283494531436989","6"
"6 on scale 1-7","2005","West Germany","4265","0.266998896034141","0.260069633854579","0.273928158213703","6"
"7 Strongly agree","2005","East Germany","1373","0.279533571134982","0.267146445816938","0.291920696453027","7"
"7 Strongly agree","2005","West Germany","4377","0.281268703918574","0.274226251350596","0.288311156486553","7"
"1 Strongly disagree","2006","West Germany","","","","","1"
"1 Strongly disagree","2006","East Germany","","","","","1"
"2 on scale 1-7 ","2006","West Germany","","","","","2"
"2 on scale 1-7 ","2006","East Germany","","","","","2"
"3 on scale 1-7 ","2006","East Germany","","","","","3"
"3 on scale 1-7 ","2006","West Germany","","","","","3"
"4 on scale 1-7","2006","West Germany","","","","","4"
"4 on scale 1-7","2006","East Germany","","","","","4"
"5 on scale 1-7","2006","East Germany","","","","","5"
"5 on scale 1-7","2006","West Germany","","","","","5"
"6 on scale 1-7","2006","East Germany","","","","","6"
"6 on scale 1-7","2006","West Germany","","","","","6"
"7 Strongly agree","2006","East Germany","","","","","7"
"7 Strongly agree","2006","West Germany","","","","","7"
"1 Strongly disagree","2007","West Germany","","","","","1"
"1 Strongly disagree","2007","East Germany","","","","","1"
"2 on scale 1-7 ","2007","East Germany","","","","","2"
"2 on scale 1-7 ","2007","West Germany","","","","","2"
"3 on scale 1-7 ","2007","West Germany","","","","","3"
"3 on scale 1-7 ","2007","East Germany","","","","","3"
"4 on scale 1-7","2007","East Germany","","","","","4"
"4 on scale 1-7","2007","West Germany","","","","","4"
"5 on scale 1-7","2007","East Germany","","","","","5"
"5 on scale 1-7","2007","West Germany","","","","","5"
"6 on scale 1-7","2007","East Germany","","","","","6"
"6 on scale 1-7","2007","West Germany","","","","","6"
"7 Strongly agree","2007","West Germany","","","","","7"
"7 Strongly agree","2007","East Germany","","","","","7"
"1 Strongly disagree","2008","West Germany","","","","","1"
"1 Strongly disagree","2008","East Germany","","","","","1"
"2 on scale 1-7 ","2008","West Germany","","","","","2"
"2 on scale 1-7 ","2008","East Germany","","","","","2"
"3 on scale 1-7 ","2008","East Germany","","","","","3"
"3 on scale 1-7 ","2008","West Germany","","","","","3"
"4 on scale 1-7","2008","West Germany","","","","","4"
"4 on scale 1-7","2008","East Germany","","","","","4"
