"plh0213","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","70","0.0122000065174177","0.00954572551769463","0.0148542875171407","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","15","","","","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","5","","","","1"
"1 Strongly disagree","2005","Employed","no migration background","32","0.00381389459859206","0.00265838720899557","0.00496940198818854","1"
"1 Strongly disagree","2005","Employed","direct migration background","18","","","","1"
"1 Strongly disagree","2005","Employed","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","7","","","","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","156","0.0245406926842795","0.0207997561158115","0.0282816292527476","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","7","","","","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","49","0.0372215449081648","0.0254885611351735","0.048954528681156","2"
"2 on scale 1-7 ","2005","Employed","no migration background","180","0.0172915023056043","0.0148478080773007","0.0197351965339078","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","29","","","","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","99","0.0722987233196168","0.0585648786029054","0.0860325680363282","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","411","0.060615533832699","0.0548459297582812","0.0663851379071168","3"
"3 on scale 1-7 ","2005","Employed","no migration background","517","0.0531931585482126","0.0489861177169566","0.0574001993794686","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","15","","","","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","102","0.11345232006171","0.0937958363618914","0.133108803761528","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","22","","","","3"
"4 on scale 1-7","2005","Employed","indirect migration background","52","0.091796603283802","0.0676218150505902","0.115971391517014","4"
"4 on scale 1-7","2005","Not Employed","direct migration background","173","0.149187470407103","0.127105836540686","0.171269104273521","4"
"4 on scale 1-7","2005","Not Employed","indirect migration background","33","0.140343759709015","0.09994687410987","0.18074064530816","4"
"4 on scale 1-7","2005","Employed","direct migration background","188","0.117911041013963","0.100808676002386","0.13501340602554","4"
"4 on scale 1-7","2005","Not Employed","no migration background","936","0.140905895196009","0.132493545677454","0.149318244714563","4"
"4 on scale 1-7","2005","Employed","no migration background","1329","0.126012238809891","0.119790995550638","0.132233482069144","4"
"5 on scale 1-7","2005","Employed","indirect migration background","129","0.225585911790374","0.190591361147796","0.260580462432953","5"
"5 on scale 1-7","2005","Employed","no migration background","2590","0.233662585605293","0.225729854239234","0.241595316971353","5"
"5 on scale 1-7","2005","Employed","direct migration background","285","0.226482870315886","0.204286835907761","0.24867890472401","5"
"5 on scale 1-7","2005","Not Employed","no migration background","1522","0.235016312909402","0.224764340027538","0.245268285791266","5"
"5 on scale 1-7","2005","Not Employed","direct migration background","218","0.212894740788688","0.187523192851541","0.238266288725835","5"
"5 on scale 1-7","2005","Not Employed","indirect migration background","62","0.182667956979004","0.137729374460598","0.22760653949741","5"
"6 on scale 1-7","2005","Employed","indirect migration background","150","0.274795130606954","0.237419142414989","0.312171118798918","6"
"6 on scale 1-7","2005","Not Employed","indirect migration background","72","0.261456334023136","0.210349780587225","0.312562887459047","6"
"6 on scale 1-7","2005","Employed","direct migration background","373","0.27041316608415","0.246858597627304","0.293967734540997","6"
"6 on scale 1-7","2005","Not Employed","no migration background","1716","0.24907171052501","0.238615031146809","0.259528389903211","6"
"6 on scale 1-7","2005","Employed","no migration background","3178","0.286271980640075","0.277798263973439","0.294745697306711","6"
"6 on scale 1-7","2005","Not Employed","direct migration background","209","0.209441381311914","0.184221306145313","0.234661456478515","6"
"7 Strongly agree","2005","Employed","indirect migration background","187","0.358723673031145","0.318566749402057","0.398880596660233","7"
"7 Strongly agree","2005","Employed","direct migration background","374","0.284645357931664","0.2607157549079","0.308574960955427","7"
"7 Strongly agree","2005","Not Employed","indirect migration background","90","0.315978881303263","0.261909337565702","0.370048425040824","7"
"7 Strongly agree","2005","Employed","no migration background","3105","0.279754639492332","0.271339776924917","0.288169502059746","7"
"7 Strongly agree","2005","Not Employed","no migration background","1760","0.277649848335183","0.266821680918638","0.288478015751728","7"
"7 Strongly agree","2005","Not Employed","direct migration background","234","0.261677751229092","0.234434780211633","0.288920722246551","7"
"1 Strongly disagree","2006","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Employed","no migration background","","","","","1"
"1 Strongly disagree","2006","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2007","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","no migration background","","","","","4"
"5 on scale 1-7","2007","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2007","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2007","Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","direct migration background","","","","","6"
"7 Strongly agree","2007","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2008","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Employed","no migration background","","","","","1"
"1 Strongly disagree","2008","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","2"
