"plh0213","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","in school","1","","","","1"
"1 Strongly disagree","2005","no migration background","inadequately","1","","","","1"
"1 Strongly disagree","2005","no migration background","general elemantary","18","","","","1"
"1 Strongly disagree","2005","no migration background","middle vocational","59","0.00909703073286841","0.00713974922181955","0.0110543122439173","1"
"1 Strongly disagree","2005","no migration background","vocational + Abi","3","","","","1"
"1 Strongly disagree","2005","no migration background","higher vocational","6","","","","1"
"1 Strongly disagree","2005","no migration background","higher education","13","","","","1"
"1 Strongly disagree","2005","direct migration background","in school","","","","","1"
"1 Strongly disagree","2005","direct migration background","inadequately","3","","","","1"
"1 Strongly disagree","2005","direct migration background","general elemantary","12","","","","1"
"1 Strongly disagree","2005","direct migration background","middle vocational","13","","","","1"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2005","direct migration background","higher education","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2005","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2005","indirect migration background","general elemantary","1","","","","1"
"1 Strongly disagree","2005","indirect migration background","middle vocational","4","","","","1"
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher education","","","","","1"
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","in school","2","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","1","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","6","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher education","1","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","1","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2005","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2005","direct migration background","inadequately","15","","","","2"
"2 on scale 1-7 ","2005","direct migration background","general elemantary","21","","","","2"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","27","","","","2"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","3","","","","2"
"2 on scale 1-7 ","2005","no migration background","in school","12","","","","2"
"2 on scale 1-7 ","2005","no migration background","inadequately","4","","","","2"
"2 on scale 1-7 ","2005","no migration background","general elemantary","46","0.0295380345572895","0.0213711839544699","0.0377048851601092","2"
"2 on scale 1-7 ","2005","direct migration background","higher vocational","5","","","","2"
"2 on scale 1-7 ","2005","direct migration background","higher education","7","","","","2"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","10","","","","2"
"2 on scale 1-7 ","2005","no migration background","higher vocational","24","","","","2"
"2 on scale 1-7 ","2005","no migration background","higher education","63","0.0199065671008151","0.0154437107558676","0.0243694234457626","2"
"2 on scale 1-7 ","2005","no migration background","middle vocational","173","0.019433068510177","0.0165873154585606","0.0222788215617935","2"
"3 on scale 1-7 ","2005","indirect migration background","in school","2","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","11","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","inadequately","3","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","7","","","","3"
"3 on scale 1-7 ","2005","direct migration background","in school","5","","","","3"
"3 on scale 1-7 ","2005","direct migration background","inadequately","19","","","","3"
"3 on scale 1-7 ","2005","direct migration background","general elemantary","70","0.145428293460222","0.116436663550569","0.174419923369875","3"
"3 on scale 1-7 ","2005","direct migration background","higher education","21","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","3","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","1","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher education","3","","","","3"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","57","0.0632779592696766","0.0471001367519449","0.0794557817874082","3"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","17","","","","3"
"3 on scale 1-7 ","2005","direct migration background","higher vocational","7","","","","3"
"3 on scale 1-7 ","2005","no migration background","in school","27","","","","3"
"3 on scale 1-7 ","2005","no migration background","inadequately","6","","","","3"
"3 on scale 1-7 ","2005","no migration background","general elemantary","117","0.0636808710841821","0.0519023435869539","0.0754593985814102","3"
"3 on scale 1-7 ","2005","no migration background","middle vocational","477","0.056039290036595","0.0512978401013697","0.0607807399718203","3"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","49","0.0526267029086228","0.0378150127046457","0.0674383931125998","3"
"3 on scale 1-7 ","2005","no migration background","higher vocational","58","0.0464430977244668","0.0353520928128094","0.0575341026361242","3"
"3 on scale 1-7 ","2005","no migration background","higher education","178","0.055146180982942","0.0478529324360992","0.0624394295297847","3"
"4 on scale 1-7","2005","no migration background","inadequately","13","","","","4"
"4 on scale 1-7","2005","indirect migration background","in school","10","","","","4"
"4 on scale 1-7","2005","no migration background","in school","63","0.111907915298239","0.0843851399540026","0.139430690642475","4"
"4 on scale 1-7","2005","direct migration background","higher education","42","0.0977312066695687","0.0660738725628742","0.129388540776263","4"
"4 on scale 1-7","2005","no migration background","general elemantary","233","0.145003457034928","0.128019225097078","0.161987688972778","4"
"4 on scale 1-7","2005","direct migration background","in school","4","","","","4"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","34","0.12612544513359","0.0819537437972926","0.170297146469888","4"
"4 on scale 1-7","2005","direct migration background","higher vocational","15","","","","4"
"4 on scale 1-7","2005","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2005","indirect migration background","general elemantary","18","","","","4"
"4 on scale 1-7","2005","indirect migration background","middle vocational","27","","","","4"
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","8","","","","4"
"4 on scale 1-7","2005","indirect migration background","higher vocational","5","","","","4"
"4 on scale 1-7","2005","indirect migration background","higher education","5","","","","4"
"4 on scale 1-7","2005","direct migration background","inadequately","28","","","","4"
"4 on scale 1-7","2005","direct migration background","general elemantary","103","0.143267476672565","0.114455679018439","0.17207927432669","4"
"4 on scale 1-7","2005","direct migration background","middle vocational","129","0.132717810807313","0.110173691028509","0.155261930586118","4"
"4 on scale 1-7","2005","no migration background","middle vocational","1203","0.138263506048376","0.131147621008926","0.145379391087827","4"
"4 on scale 1-7","2005","no migration background","vocational + Abi","96","0.119913420901942","0.0983639027049103","0.141462939098973","4"
