"plh0213","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","West Germany","64","0.012965775407818","0.010043285288591","0.0158882655270451","1"
"1 Strongly disagree","2005","Not Employed","East Germany","26","","","","1"
"1 Strongly disagree","2005","Employed","West Germany","44","0.00502149851748524","0.00362927120974045","0.00641372582523004","1"
"1 Strongly disagree","2005","Employed","East Germany","7","","","","1"
"2 on scale 1-7 ","2005","Not Employed","East Germany","47","0.0219160103084278","0.0156526024229543","0.0281794181939012","2"
"2 on scale 1-7 ","2005","Employed","West Germany","170","0.0176006640242096","0.0150106913229422","0.020190636725477","2"
"2 on scale 1-7 ","2005","Employed","East Germany","46","0.0150816499497822","0.0106783577834413","0.0194849421161231","2"
"2 on scale 1-7 ","2005","Not Employed","West Germany","165","0.027309999919811","0.0230994795441268","0.0315205202954952","2"
"3 on scale 1-7 ","2005","Not Employed","East Germany","134","0.058846129132603","0.0487784089064488","0.0689138493587571","3"
"3 on scale 1-7 ","2005","Employed","West Germany","493","0.0550190875912069","0.0505279657207349","0.0595102094616789","3"
"3 on scale 1-7 ","2005","Employed","East Germany","145","0.0540919635827006","0.0459196731768014","0.0622642539885999","3"
"3 on scale 1-7 ","2005","Not Employed","West Germany","394","0.069884744965021","0.0632983575224476","0.0764711324075943","3"
"4 on scale 1-7","2005","Employed","East Germany","365","0.137401412385284","0.12496334429924","0.149839480471327","4"
"4 on scale 1-7","2005","Not Employed","East Germany","289","0.135933820767876","0.121272296045326","0.150595345490426","4"
"4 on scale 1-7","2005","Employed","West Germany","1204","0.120649988125807","0.11423447853338","0.127065497718234","4"
"4 on scale 1-7","2005","Not Employed","West Germany","853","0.14362805140177","0.134567835452841","0.1526882673507","4"
"5 on scale 1-7","2005","Employed","West Germany","2318","0.232170837508416","0.223854678867783","0.240486996149049","5"
"5 on scale 1-7","2005","Not Employed","East Germany","491","0.227483120277196","0.209549397631902","0.24541684292249","5"
"5 on scale 1-7","2005","Not Employed","West Germany","1311","0.23124365517079","0.220351421047525","0.242135889294055","5"
"5 on scale 1-7","2005","Employed","East Germany","686","0.233437679225354","0.21815455396465","0.248720804486058","5"
