"plh0213","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","99","0.00822813859793183","0.00672416977306105","0.00973210742280261","1"
"1 Strongly disagree","2005","Rural Area","42","0.00740357939401297","0.00537217907092294","0.009434979717103","1"
"2 on scale 1-7 ","2005","Rural Area","133","0.0196612543507971","0.0163713597064465","0.0229511489951476","2"
"2 on scale 1-7 ","2005","Urban Area","295","0.0213080191085453","0.0189037853143549","0.0237122529027357","2"
"3 on scale 1-7 ","2005","Urban Area","769","0.0602252565716058","0.0562644525195373","0.0641860606236742","3"
"3 on scale 1-7 ","2005","Rural Area","397","0.0594073719250964","0.0538058085828528","0.06500893526734","3"
"4 on scale 1-7","2005","Rural Area","952","0.145701042182844","0.137340690181535","0.154061394184152","4"
"4 on scale 1-7","2005","Urban Area","1759","0.124258323383944","0.118766293426989","0.129750353340898","4"
"5 on scale 1-7","2005","Urban Area","3166","0.229901986214975","0.222896689951102","0.236907282478849","5"
"5 on scale 1-7","2005","Rural Area","1640","0.235386773820737","0.225333668622476","0.245439879018999","5"
"6 on scale 1-7","2005","Rural Area","1861","0.260618906956107","0.250216701538446","0.271021112373769","6"
"6 on scale 1-7","2005","Urban Area","3837","0.271012710993544","0.263612621842782","0.278412800144305","6"
"7 Strongly agree","2005","Rural Area","1816","0.271821071370405","0.261278442715743","0.282363700025067","7"
"7 Strongly agree","2005","Urban Area","3934","0.285065565129455","0.277549550253733","0.292581580005176","7"
"1 Strongly disagree","2006","Urban Area","","","","","1"
"1 Strongly disagree","2006","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","","","","","2"
"3 on scale 1-7 ","2006","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","","","","","3"
"4 on scale 1-7","2006","Urban Area","","","","","4"
"4 on scale 1-7","2006","Rural Area","","","","","4"
"5 on scale 1-7","2006","Rural Area","","","","","5"
"5 on scale 1-7","2006","Urban Area","","","","","5"
"6 on scale 1-7","2006","Rural Area","","","","","6"
"6 on scale 1-7","2006","Urban Area","","","","","6"
"7 Strongly agree","2006","Rural Area","","","","","7"
"7 Strongly agree","2006","Urban Area","","","","","7"
"1 Strongly disagree","2007","Urban Area","","","","","1"
"1 Strongly disagree","2007","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","","","","","3"
"4 on scale 1-7","2007","Rural Area","","","","","4"
"4 on scale 1-7","2007","Urban Area","","","","","4"
"5 on scale 1-7","2007","Rural Area","","","","","5"
"5 on scale 1-7","2007","Urban Area","","","","","5"
"6 on scale 1-7","2007","Rural Area","","","","","6"
"6 on scale 1-7","2007","Urban Area","","","","","6"
"7 Strongly agree","2007","Urban Area","","","","","7"
"7 Strongly agree","2007","Rural Area","","","","","7"
"1 Strongly disagree","2008","Urban Area","","","","","1"
"1 Strongly disagree","2008","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","","","","","3"
"4 on scale 1-7","2008","Urban Area","","","","","4"
"4 on scale 1-7","2008","Rural Area","","","","","4"
"5 on scale 1-7","2008","Rural Area","","","","","5"
"5 on scale 1-7","2008","Urban Area","","","","","5"
"6 on scale 1-7","2008","Rural Area","","","","","6"
"6 on scale 1-7","2008","Urban Area","","","","","6"
"7 Strongly agree","2008","Urban Area","","","","","7"
"7 Strongly agree","2008","Rural Area","","","","","7"
"1 Strongly disagree","2009","Urban Area","75","0.00654319567873965","0.00508731272357828","0.00799907863390101","1"
"1 Strongly disagree","2009","Rural Area","42","0.00906150753212723","0.00670601769625673","0.0114169973679977","1"
"2 on scale 1-7 ","2009","Rural Area","162","0.0258549898701271","0.0219100385502132","0.029799941190041","2"
"2 on scale 1-7 ","2009","Urban Area","277","0.0292617890164534","0.026218392684506","0.0323051853484008","2"
"3 on scale 1-7 ","2009","Urban Area","753","0.0666447666254265","0.0621411281343866","0.0711484051164664","3"
"3 on scale 1-7 ","2009","Rural Area","437","0.0690375562758907","0.0627357297616955","0.0753393827900859","3"
"4 on scale 1-7","2009","Rural Area","932","0.163105964101799","0.153922049967423","0.172289878236175","4"
"4 on scale 1-7","2009","Urban Area","1664","0.14804112343536","0.141628178436098","0.154454068434621","4"
"5 on scale 1-7","2009","Rural Area","1503","0.243153886430751","0.232490330341218","0.253817442520283","5"
"5 on scale 1-7","2009","Urban Area","2682","0.226283448241058","0.218727754416609","0.233839142065507","5"
"6 on scale 1-7","2009","Rural Area","1633","0.253725752519089","0.242909192621722","0.264542312416455","6"
"6 on scale 1-7","2009","Urban Area","3167","0.255443645763069","0.247568595177341","0.263318696348798","6"
"7 Strongly agree","2009","Urban Area","3163","0.267782031239893","0.259786120820009","0.275777941659778","7"
"7 Strongly agree","2009","Rural Area","1508","0.236060343270217","0.225504359785063","0.246616326755371","7"
"1 Strongly disagree","2010","Urban Area","","","","","1"
"1 Strongly disagree","2010","Rural Area","","","","","1"
"2 on scale 1-7 ","2010","Urban Area","","","","","2"
"2 on scale 1-7 ","2010","Rural Area","","","","","2"
"3 on scale 1-7 ","2010","Rural Area","","","","","3"
"3 on scale 1-7 ","2010","Urban Area","","","","","3"
"4 on scale 1-7","2010","Rural Area","","","","","4"
"4 on scale 1-7","2010","Urban Area","","","","","4"
"5 on scale 1-7","2010","Rural Area","","","","","5"
"5 on scale 1-7","2010","Urban Area","","","","","5"
"6 on scale 1-7","2010","Urban Area","","","","","6"
"6 on scale 1-7","2010","Rural Area","","","","","6"
"7 Strongly agree","2010","Urban Area","","","","","7"
"7 Strongly agree","2010","Rural Area","","","","","7"
"1 Strongly disagree","2011","Urban Area","","","","","1"
"1 Strongly disagree","2011","Rural Area","","","","","1"
"2 on scale 1-7 ","2011","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","","","","","3"
"4 on scale 1-7","2011","Rural Area","","","","","4"
"4 on scale 1-7","2011","Urban Area","","","","","4"
"5 on scale 1-7","2011","Rural Area","","","","","5"
"5 on scale 1-7","2011","Urban Area","","","","","5"
"6 on scale 1-7","2011","Rural Area","","","","","6"
"6 on scale 1-7","2011","Urban Area","","","","","6"
"7 Strongly agree","2011","Urban Area","","","","","7"
"7 Strongly agree","2011","Rural Area","","","","","7"
"1 Strongly disagree","2012","Urban Area","25","","","","1"
"1 Strongly disagree","2012","Rural Area","10","","","","1"
"2 on scale 1-7 ","2012","Urban Area","54","0.0123369429822025","0.00909263025814299","0.0155812557062619","2"
