"plh0213","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","","","",""
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","47","0.0120951892848034","0.00903203584820803","0.0151583427213988"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","41","0.0342955760044988","0.0241044726086913","0.0444866794003063"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","116","0.0237931433790236","0.0195224174227478","0.0280638693352994"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","66","0.0125720722487929","0.00932536649893019","0.0158187779986556"
