"plh0213","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","West Germany","29","","",""
"1 Strongly disagree","2005","Full Time","East Germany","3","","",""
"1 Strongly disagree","2005","Part Time","West Germany","15","","",""
"1 Strongly disagree","2005","Part Time","East Germany","4","","",""
"1 Strongly disagree","2005","Not Working","West Germany","64","0.012965775407818","0.010043285288591","0.0158882655270451"
"1 Strongly disagree","2005","Not Working","East Germany","26","","",""
"2 on scale 1-7 ","2005","Full Time","West Germany","119","0.017931666799134","0.014599873503395","0.0212634600948729"
"2 on scale 1-7 ","2005","Full Time","East Germany","27","","",""
"2 on scale 1-7 ","2005","Part Time","West Germany","51","0.0170602990455407","0.0129473211145327","0.0211732769765487"
"2 on scale 1-7 ","2005","Part Time","East Germany","19","","",""
"2 on scale 1-7 ","2005","Not Working","West Germany","165","0.027309999919811","0.0230994795441268","0.0315205202954952"
"2 on scale 1-7 ","2005","Not Working","East Germany","47","0.0219160103084278","0.0156526024229543","0.0281794181939012"
"3 on scale 1-7 ","2005","Full Time","West Germany","328","0.0644483350722798","0.0582832850420046","0.070613385102555"
"3 on scale 1-7 ","2005","Full Time","East Germany","96","0.0493315257815112","0.039679984418134","0.0589830671448884"
"3 on scale 1-7 ","2005","Part Time","West Germany","165","0.0396257570817068","0.033429796309376","0.0458217178540376"
"3 on scale 1-7 ","2005","Part Time","East Germany","49","0.0624159546052938","0.0474895427492958","0.0773423664612917"
"3 on scale 1-7 ","2005","Not Working","West Germany","394","0.069884744965021","0.0632983575224476","0.0764711324075943"
"3 on scale 1-7 ","2005","Not Working","East Germany","134","0.058846129132603","0.0487784089064488","0.0689138493587571"
"4 on scale 1-7","2005","Full Time","West Germany","801","0.129052505447834","0.12063514212256","0.137469868773107"
"4 on scale 1-7","2005","Full Time","East Germany","247","0.13166882232903","0.116599142370283","0.146738502287776"
"4 on scale 1-7","2005","Part Time","West Germany","403","0.106932803747161","0.0971176486446846","0.116747958849638"
"4 on scale 1-7","2005","Part Time","East Germany","118","0.147425286271955","0.125549950809805","0.169300621734104"
"4 on scale 1-7","2005","Not Working","West Germany","853","0.14362805140177","0.134567835452841","0.1526882673507"
"4 on scale 1-7","2005","Not Working","East Germany","289","0.135933820767876","0.121272296045326","0.150595345490426"
"5 on scale 1-7","2005","Full Time","West Germany","1458","0.2400763835175","0.229352389649757","0.250800377385244"
"5 on scale 1-7","2005","Full Time","East Germany","478","0.256524824624702","0.237061465687597","0.275988183561807"
"5 on scale 1-7","2005","Part Time","West Germany","860","0.219264963225217","0.206123731419388","0.232406195031046"
"5 on scale 1-7","2005","Part Time","East Germany","208","0.193068032762701","0.168713704581531","0.21742236094387"
