"plh0213","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","","","",""
"1 Strongly disagree","2005","in school","East Germany","1","","",""
"1 Strongly disagree","2005","inadequately","West Germany","4","","",""
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","24","","",""
"1 Strongly disagree","2005","general elemantary","East Germany","7","","",""
"1 Strongly disagree","2005","middle vocational","West Germany","58","0.0101202108251566","0.00787322864976681","0.0123671930005464"
"1 Strongly disagree","2005","middle vocational","East Germany","18","","",""
"1 Strongly disagree","2005","vocational + Abi","West Germany","3","","",""
"1 Strongly disagree","2005","vocational + Abi","East Germany","2","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","4","","",""
"1 Strongly disagree","2005","higher vocational","East Germany","2","","",""
"1 Strongly disagree","2005","higher education","West Germany","13","","",""
"1 Strongly disagree","2005","higher education","East Germany","3","","",""
"2 on scale 1-7 ","2005","in school","West Germany","11","","",""
"2 on scale 1-7 ","2005","in school","East Germany","3","","",""
"2 on scale 1-7 ","2005","inadequately","West Germany","18","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","1","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","68","0.0324294994975159","0.0247782678599122","0.0400807311351197"
"2 on scale 1-7 ","2005","general elemantary","East Germany","5","","",""
"2 on scale 1-7 ","2005","middle vocational","West Germany","149","0.0193218996777885","0.0162315916591596","0.0224122076964174"
"2 on scale 1-7 ","2005","middle vocational","East Germany","52","0.0203009317122708","0.0149059774165889","0.0256958860079527"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","10","","",""
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","4","","",""
"2 on scale 1-7 ","2005","higher vocational","West Germany","21","","",""
"2 on scale 1-7 ","2005","higher vocational","East Germany","8","","",""
"2 on scale 1-7 ","2005","higher education","West Germany","53","0.0211937110084336","0.0159651679236986","0.0264222540931686"
"2 on scale 1-7 ","2005","higher education","East Germany","18","","",""
"3 on scale 1-7 ","2005","in school","West Germany","21","","",""
"3 on scale 1-7 ","2005","in school","East Germany","13","","",""
"3 on scale 1-7 ","2005","inadequately","West Germany","27","","",""
"3 on scale 1-7 ","2005","inadequately","East Germany","1","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","172","0.0826320499165561","0.0707397470049002","0.094524352828212"
"3 on scale 1-7 ","2005","general elemantary","East Germany","26","","",""
"3 on scale 1-7 ","2005","middle vocational","West Germany","394","0.0557119040252877","0.0505627026465185","0.0608611054040568"
"3 on scale 1-7 ","2005","middle vocational","East Germany","147","0.0545125796618379","0.0458277824584678","0.063197376865208"
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","55","0.0632724684850302","0.0479833430368619","0.0785615939331985"
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","14","","",""
"3 on scale 1-7 ","2005","higher vocational","West Germany","49","0.0449993679441967","0.0329497605969289","0.0570489752914644"
"3 on scale 1-7 ","2005","higher vocational","East Germany","17","","",""
"3 on scale 1-7 ","2005","higher education","West Germany","149","0.0569492057548286","0.0485364130111654","0.0653619984984918"
"3 on scale 1-7 ","2005","higher education","East Germany","53","0.0497724507103821","0.037740541409957","0.0618043600108071"
"4 on scale 1-7","2005","in school","West Germany","62","0.111020329261425","0.0835112282260243","0.138529430296826"
"4 on scale 1-7","2005","in school","East Germany","15","","",""
"4 on scale 1-7","2005","inadequately","West Germany","35","0.140168721919973","0.0942944772029807","0.186042966636966"
"4 on scale 1-7","2005","inadequately","East Germany","6","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","306","0.140764118916867","0.125742314501647","0.155785923332087"
"4 on scale 1-7","2005","general elemantary","East Germany","48","0.167842465808123","0.128233934555591","0.207450997060655"
