"plh0213","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","61","0.0125928820940594","0.00969933228923751","0.0154864318988813"
"1 Strongly disagree","2005","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","(0) in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","67","0.0356287493471993","0.027202567790283","0.0440549309041155"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","142","0.0245216781954749","0.0205083546571675","0.0285350017337824"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","69","0.0119233560278734","0.00885244461191697","0.0149942674438298"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","47","0.0244634359087628","0.0184306972735155","0.0304961745440102"
"3 on scale 1-7 ","2005","(0) in school","34","0.0402404734424909","0.0251557605100635","0.0553251863749183"
"3 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","170","0.0876166656359822","0.074764082290937","0.100469248981027"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","331","0.0612919416091686","0.055067688724115","0.0675161944942222"
