"plh0213","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","18","","",""
"1 Strongly disagree","2005","16-34 y.","direct migration background","5","","",""
"1 Strongly disagree","2005","16-34 y.","indirect migration background","3","","",""
"1 Strongly disagree","2005","35-65 y.","no migration background","54","0.00638965708424473","0.00482624606471972","0.00795306810376974"
"1 Strongly disagree","2005","35-65 y.","direct migration background","19","","",""
"1 Strongly disagree","2005","35-65 y.","indirect migration background","1","","",""
"1 Strongly disagree","2005","66 and older","no migration background","30","0.0113635341384581","0.00779765027011774","0.0149294180067985"
"1 Strongly disagree","2005","66 and older","direct migration background","9","","",""
"1 Strongly disagree","2005","66 and older","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","74","0.0182410062366278","0.0141596932101916","0.022322319263064"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","11","","",""
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","11","","",""
"2 on scale 1-7 ","2005","35-65 y.","no migration background","165","0.0165640465986795","0.0140597682206344","0.0190683249767246"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","46","0.0268861137698338","0.0186286780758056","0.035143549463862"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","66 and older","no migration background","97","0.0304371993395013","0.0246578028663704","0.0362165958126323"
"2 on scale 1-7 ","2005","66 and older","direct migration background","21","","",""
"2 on scale 1-7 ","2005","66 and older","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","226","0.0602149006546162","0.0529598686987141","0.0674699326105184"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","34","0.0637819090307395","0.0429187506593278","0.0846450674021511"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","33","0.0467805205830135","0.0307308453826361","0.0628301957833909"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","480","0.0524012488502337","0.0480289544187654","0.0567735432817021"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","127","0.0920501845726228","0.0772916715299604","0.106808697615285"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","4","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","222","0.0608903536761295","0.0528453810424318","0.0689353263098272"
"3 on scale 1-7 ","2005","66 and older","direct migration background","40","0.11955082402485","0.0862672395544549","0.152834408495244"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","518","0.129501902399475","0.119262018030587","0.139741786768363"
"4 on scale 1-7","2005","16-34 y.","direct migration background","63","0.0945866191980731","0.0696015193669903","0.119571719029156"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","66","0.108813603137629","0.0851455171510289","0.132481689124229"
"4 on scale 1-7","2005","35-65 y.","no migration background","1260","0.130557995343666","0.123947281067283","0.137168709620048"
"4 on scale 1-7","2005","35-65 y.","direct migration background","239","0.140296945306848","0.122567396162349","0.158026494451347"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","18","","",""
"4 on scale 1-7","2005","66 and older","no migration background","487","0.137834117528786","0.126236575539763","0.149431659517808"
