"plh0213","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","1","","",""
"1 Strongly disagree","2005","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","8","","",""
"1 Strongly disagree","2005","16-34 y.","middle vocational","11","","",""
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","2","","",""
"1 Strongly disagree","2005","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2005","16-34 y.","higher education","3","","",""
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","3","","",""
"1 Strongly disagree","2005","35-65 y.","general elemantary","14","","",""
"1 Strongly disagree","2005","35-65 y.","middle vocational","43","0.00841713599616022","0.00609736817324974","0.0107369038190707"
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","2","","",""
"1 Strongly disagree","2005","35-65 y.","higher vocational","3","","",""
"1 Strongly disagree","2005","35-65 y.","higher education","9","","",""
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","1","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","9","","",""
"1 Strongly disagree","2005","66 and older","middle vocational","22","","",""
"1 Strongly disagree","2005","66 and older","vocational + Abi","1","","",""
"1 Strongly disagree","2005","66 and older","higher vocational","3","","",""
"1 Strongly disagree","2005","66 and older","higher education","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","in school","14","","",""
"2 on scale 1-7 ","2005","16-34 y.","inadequately","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","16","","",""
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","36","0.0126291701285559","0.00810082806873149","0.0171575121883804"
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","8","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher education","10","","",""
"2 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","inadequately","12","","",""
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","27","","",""
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","105","0.0169706079580934","0.0136909406287894","0.0202502752873974"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","19","","",""
"2 on scale 1-7 ","2005","35-65 y.","higher education","45","0.0176390050717378","0.0129159688168345","0.0223620413266412"
"2 on scale 1-7 ","2005","66 and older","in school","","","",""
"2 on scale 1-7 ","2005","66 and older","inadequately","6","","",""
