"pld0044","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2003","(0) in school","Male","13","","",""
"Very often","2003","(0) in school","Female","11","","",""
"Very often","2003","(1a) inadequately completed","Male","","","",""
"Very often","2003","(1a) inadequately completed","Female","","","",""
"Very often","2003","(1b) general elementary school","Male","6","","",""
"Very often","2003","(1b) general elementary school","Female","3","","",""
"Very often","2003","(1c) basic vocational qualification","Male","17","","",""
"Very often","2003","(1c) basic vocational qualification","Female","6","","",""
"Very often","2003","(2b) intermediate general qualification","Male","10","","",""
"Very often","2003","(2b) intermediate general qualification","Female","9","","",""
"Very often","2003","(2a) intermediate vocational","Male","4","","",""
"Very often","2003","(2a) intermediate vocational","Female","6","","",""
"Very often","2003","(2c_gen) general maturity certificate","Male","10","","",""
"Very often","2003","(2c_gen) general maturity certificate","Female","7","","",""
"Very often","2003","(2c_voc) vocational maturity certificate","Male","5","","",""
"Very often","2003","(2c_voc) vocational maturity certificate","Female","4","","",""
"Very often","2003","(3a) lower tertiary education","Male","1","","",""
"Very often","2003","(3a) lower tertiary education","Female","3","","",""
"Very often","2003","(3b) higher tertiary education","Male","2","","",""
"Very often","2003","(3b) higher tertiary education","Female","6","","",""
"Often","2003","(0) in school","Male","56","0.158680325428341","0.117403441222711","0.19995720963397"
"Often","2003","(0) in school","Female","58","0.142619081729916","0.104002970308862","0.181235193150969"
"Often","2003","(1a) inadequately completed","Male","3","","",""
"Often","2003","(1a) inadequately completed","Female","2","","",""
"Often","2003","(1b) general elementary school","Male","38","0.0517687920668499","0.0348528370409023","0.0686847470927975"
"Often","2003","(1b) general elementary school","Female","39","0.0259650616617773","0.0178519611014451","0.0340781622221095"
"Often","2003","(1c) basic vocational qualification","Male","52","0.0180071860555381","0.0135387245891907","0.0224756475218855"
"Often","2003","(1c) basic vocational qualification","Female","30","0.0101794556228757","0.00651853759117416","0.0138403736545773"
"Often","2003","(2b) intermediate general qualification","Male","30","0.129209278292187","0.0888234587010333","0.169595097883341"
"Often","2003","(2b) intermediate general qualification","Female","25","","",""
"Often","2003","(2a) intermediate vocational","Male","39","0.0221496467296857","0.0159943141461936","0.0283049793131778"
"Often","2003","(2a) intermediate vocational","Female","37","0.0125966484676516","0.00856119039330533","0.0166321065419978"
"Often","2003","(2c_gen) general maturity certificate","Male","54","0.147197856895585","0.11311006045936","0.18128565333181"
"Often","2003","(2c_gen) general maturity certificate","Female","37","0.0786605159197312","0.0538424970444332","0.103478534795029"
"Often","2003","(2c_voc) vocational maturity certificate","Male","16","","",""
"Often","2003","(2c_voc) vocational maturity certificate","Female","14","","",""
"Often","2003","(3a) lower tertiary education","Male","16","","",""
"Often","2003","(3a) lower tertiary education","Female","8","","",""
"Often","2003","(3b) higher tertiary education","Male","33","0.022206391692846","0.0147667150497741","0.0296460683359179"
"Often","2003","(3b) higher tertiary education","Female","31","0.0462828292522136","0.0339509175099781","0.0586147409944492"
"Sometimes","2003","(0) in school","Male","101","0.342249218617226","0.288648975172219","0.395849462062232"
"Sometimes","2003","(0) in school","Female","90","0.32707408377519","0.275265763946106","0.378882403604274"
"Sometimes","2003","(1a) inadequately completed","Male","23","","",""
"Sometimes","2003","(1a) inadequately completed","Female","22","","",""
"Sometimes","2003","(1b) general elementary school","Male","94","0.120196267821698","0.0953681512919916","0.145024384351404"
"Sometimes","2003","(1b) general elementary school","Female","127","0.0883459509055487","0.0738677943084131","0.102824107502684"
"Sometimes","2003","(1c) basic vocational qualification","Male","372","0.109723796000298","0.0992212708290196","0.120226321171577"
"Sometimes","2003","(1c) basic vocational qualification","Female","252","0.0954066501954663","0.0846923079269552","0.106120992463977"
"Sometimes","2003","(2b) intermediate general qualification","Male","75","0.238560428701794","0.187245695079605","0.289875162323984"
"Sometimes","2003","(2b) intermediate general qualification","Female","75","0.201873129930219","0.160750320921404","0.242995938939035"
"Sometimes","2003","(2a) intermediate vocational","Male","305","0.144982806399153","0.130257050464404","0.159708562333901"
"Sometimes","2003","(2a) intermediate vocational","Female","277","0.100803601386824","0.08990970250378","0.111697500269868"
"Sometimes","2003","(2c_gen) general maturity certificate","Male","127","0.311387688568918","0.26683620680769","0.355939170330146"
"Sometimes","2003","(2c_gen) general maturity certificate","Female","127","0.288136487569661","0.246384575515551","0.329888399623771"
"Sometimes","2003","(2c_voc) vocational maturity certificate","Male","127","0.193260165179421","0.164133976092416","0.222386354266426"
"Sometimes","2003","(2c_voc) vocational maturity certificate","Female","137","0.165879049738544","0.141061838506804","0.190696260970284"
"Sometimes","2003","(3a) lower tertiary education","Male","121","0.145716906156038","0.123138018191491","0.168295794120586"
"Sometimes","2003","(3a) lower tertiary education","Female","85","0.0997116000493667","0.0786717310209322","0.120751469077801"
"Sometimes","2003","(3b) higher tertiary education","Male","178","0.12966015048063","0.112699630617692","0.146620670343567"
"Sometimes","2003","(3b) higher tertiary education","Female","190","0.185377643887817","0.162568052855561","0.208187234920074"
"Rarely","2003","(0) in school","Male","88","0.29070061931739","0.239402361957982","0.341998876676798"
"Rarely","2003","(0) in school","Female","91","0.278341288315119","0.228847857447698","0.32783471918254"
"Rarely","2003","(1a) inadequately completed","Male","24","","",""
"Rarely","2003","(1a) inadequately completed","Female","33","0.15704217852146","0.0995777875090269","0.214506569533894"
"Rarely","2003","(1b) general elementary school","Male","167","0.231823486915607","0.199604297286923","0.26404267654429"
"Rarely","2003","(1b) general elementary school","Female","316","0.206506821747603","0.185855696895461","0.227157946599745"
"Rarely","2003","(1c) basic vocational qualification","Male","945","0.280672150741108","0.265573295026991","0.295771006455226"
"Rarely","2003","(1c) basic vocational qualification","Female","726","0.237194402613053","0.221680943326508","0.252707861899597"
