"pld0044","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Full Time","1-pers.-HH","360","0.336588201808095","0.308327236614411","0.364849167001779","5"
"Never","2003","Full Time","(Married) couple without C. ","1134","0.44771017629871","0.428167132655545","0.467253219941876","5"
"Never","2003","Full Time","Couple + C. LE 16 ","986","0.433850079346112","0.413210692471843","0.45448946622038","5"
"Never","2003","Full Time","Couple + C. LE and GT 16","343","0.453390148552536","0.418250641159785","0.488529655945286","5"
"Never","2003","Full Time","Single parent ","182","0.460585128691407","0.41173850967687","0.509431747705944","5"
"Never","2003","Full Time","Couple + C. GT 16 ","811","0.472611843750402","0.449126835488667","0.496096852012137","5"
"Never","2003","Part Time","1-pers.-HH","171","0.375499567001699","0.33070802511315","0.420291108890249","5"
"Never","2003","Part Time","(Married) couple without C. ","648","0.526893282731586","0.499270519798327","0.554516045664844","5"
"Never","2003","Part Time","Single parent ","129","0.376624128118296","0.324345981184577","0.428902275052016","5"
"Never","2003","Part Time","Couple + C. LE 16 ","651","0.465281056249619","0.438594514163139","0.4919675983361","5"
"Never","2003","Part Time","Couple + C. GT 16 ","405","0.450252231416858","0.419853876719526","0.480650586114191","5"
"Never","2003","Part Time","Couple + C. LE and GT 16","235","0.429160353303543","0.388239300869692","0.470081405737394","5"
"Never","2003","Not Working","1-pers.-HH","1024","0.701659866835488","0.678102157647876","0.7252175760231","5"
"Never","2003","Not Working","(Married) couple without C. ","2584","0.740330009758847","0.725835317998148","0.754824701519545","5"
"Never","2003","Not Working","Couple + C. GT 16 ","550","0.497375822532973","0.468823629658906","0.52592801540704","5"
"Never","2003","Not Working","Couple + C. LE and GT 16","167","0.350898828759411","0.309108442641366","0.392689214877456","5"
"Never","2003","Not Working","Single parent ","184","0.429939707317772","0.3805520287835","0.479327385852045","5"
"Never","2003","Not Working","Couple + C. LE 16 ","408","0.501923656176096","0.467384085026482","0.53646322732571","5"
"Often","2003","Full Time","Couple + C. GT 16 ","48","0.0370769117054926","0.0281885686775967","0.0459652547333886","2"
"Often","2003","Full Time","1-pers.-HH","43","0.045435718298508","0.0329806177089789","0.057890818888037","2"
"Often","2003","Full Time","(Married) couple without C. ","51","0.0232972221101221","0.0173687404606593","0.0292257037595849","2"
"Often","2003","Full Time","Single parent ","13","","","","2"
"Often","2003","Full Time","Couple + C. LE 16 ","53","0.0341920851386581","0.0266242894460522","0.041759880831264","2"
"Often","2003","Full Time","Couple + C. LE and GT 16","32","0.0419738435785942","0.0278191994444028","0.0561284877127856","2"
"Often","2003","Part Time","1-pers.-HH","23","","","","2"
"Often","2003","Part Time","(Married) couple without C. ","25","","","","2"
"Often","2003","Part Time","Couple + C. GT 16 ","62","0.0526032477735343","0.0389633024699108","0.0662431930771578","2"
"Often","2003","Part Time","Couple + C. LE and GT 16","36","0.0516147093080506","0.0333227982560326","0.0699066203600686","2"
"Often","2003","Not Working","1-pers.-HH","22","","","","2"
"Often","2003","Part Time","Single parent ","15","","","","2"
"Often","2003","Part Time","Couple + C. LE 16 ","22","","","","2"
"Often","2003","Not Working","(Married) couple without C. ","15","","","","2"
"Often","2003","Not Working","Single parent ","20","","","","2"
