"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","1.85","2","2613","1","1","2","3","3","1.82","1.88","1","4","2","2"
"1990","35-65 y.","2.22","2","3470","1","2","3","3","4","2.2","2.24","1","4","2","2"
"1990","66 and older","2.63","3","1017","2","2","3","4","4","2.58","2.68","1","4","2","3"
"1991","16-34 y.","","","","","","","","","","","","","",""
"1991","35-65 y.","","","","","","","","","","","","","",""
"1991","66 and older","","","","","","","","","","","","","",""
"1992","16-34 y.","1.85","2","3936","1","1","2","3","3","1.83","1.87","1","4","2","2"
"1992","35-65 y.","2.22","2","5602","1","2","3","3","4","2.2","2.24","1","4","2","2"
"1992","66 and older","2.74","3","1387","2","2","3","4","4","2.7","2.78","1","4","3","3"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","","","","","","","","","","","","","",""
"1994","35-65 y.","","","","","","","","","","","","","",""
"1994","66 and older","","","","","","","","","","","","","",""
"1995","16-34 y.","1.84","2","3983","1","1","2","3","3","1.82","1.86","1","4","2","2"
"1995","35-65 y.","2.17","2","5753","1","2","3","3","4","2.15","2.19","1","4","2","2"
"1995","66 and older","2.67","3","1455","2","2","3","4","4","2.63","2.71","1","4","3","3"
"1996","16-34 y.","","","","","","","","","","","","","",""
"1996","35-65 y.","","","","","","","","","","","","","",""
"1996","66 and older","","","","","","","","","","","","","",""
"1997","16-34 y.","","","","","","","","","","","","","",""
"1997","35-65 y.","","","","","","","","","","","","","",""
"1997","66 and older","","","","","","","","","","","","","",""
"1998","16-34 y.","","","","","","","","","","","","","",""
"1998","35-65 y.","","","","","","","","","","","","","",""
"1998","66 and older","","","","","","","","","","","","","",""
"1999","16-34 y.","","","","","","","","","","","","","",""
"1999","35-65 y.","","","","","","","","","","","","","",""
"1999","66 and older","","","","","","","","","","","","","",""
"2000","16-34 y.","","","","","","","","","","","","","",""
"2000","35-65 y.","","","","","","","","","","","","","",""
"2000","66 and older","","","","","","","","","","","","","",""
"2001","16-34 y.","","","","","","","","","","","","","",""
"2001","35-65 y.","","","","","","","","","","","","","",""
"2001","66 and older","","","","","","","","","","","","","",""
"2002","16-34 y.","","","","","","","","","","","","","",""
"2002","35-65 y.","","","","","","","","","","","","","",""
"2002","66 and older","","","","","","","","","","","","","",""
"2003","16-34 y.","","","","","","","","","","","","","",""
"2003","35-65 y.","","","","","","","","","","","","","",""
"2003","66 and older","","","","","","","","","","","","","",""
"2004","16-34 y.","1.81","2","5614","1","1","2","3","3","1.79","1.83","1","4","2","2"
"2004","35-65 y.","2.2","2","12183","1","2","3","3","4","2.19","2.21","1","4","2","2"
"2004","66 and older","2.57","3","3726","2","2","3","4","4","2.54","2.6","1","4","2","3"
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","1.84","2","4365","1","1","2","3","3","1.82","1.86","1","4","2","2"
"2008","35-65 y.","2.23","2","10638","1","2","3","3","4","2.22","2.24","1","4","2","2"
"2008","66 and older","2.7","3","4291","2","2","3","4","4","2.68","2.72","1","4","3","3"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","1.92","2","2976","1","1","2","3","4","1.89","1.95","1","4","2","2"
"2010","35-65 y.","2.11","2","4301","1","2","3","3","4","2.09","2.13","1","4","2","2"
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","1.79","2","6343","1","1","2","3","3","1.77","1.81","1","4","2","2"
"2012","35-65 y.","2.16","2","16063","1","2","3","3","4","2.15","2.17","1","4","2","2"
"2012","66 and older","2.53","2","5163","2","2","3","4","4","2.51","2.55","1","4","2","2"
"2013","16-34 y.","","","","","","","","","","","","","",""
"2013","35-65 y.","","","","","","","","","","","","","",""
"2013","66 and older","","","","","","","","","","","","","",""
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","1.8","2","5659","1","1","2","3","3","1.78","1.82","1","4","2","2"
"2016","35-65 y.","2.16","2","13884","1","2","3","3","4","2.15","2.17","1","4","2","2"
"2016","66 and older","2.51","2","4723","2","2","3","3","4","2.49","2.53","1","4","2","2"
