"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","2.11","2","440","1","2","3","3","4","2.04","2.18","1","4","2","2"
"1990","indirect migration background","1.88","2","55","1","1","2","3","4","1.68","2.08","1","4","2","2"
"1990","no migration background","2.18","2","6605","1","2","3","3","4","2.16","2.2","1","4","2","2"
"1991","direct migration background","","","","","","","","","","","","","",""
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","","","","","","","","","","","","","",""
"1992","direct migration background","2.19","2","573","1","2","3","3","4","2.12","2.26","1","4","2","2"
"1992","indirect migration background","1.97","2","78","1","1","2","3","3","1.79","2.15","1","4","2","2"
"1992","no migration background","2.2","2","10274","1","2","3","3","4","2.18","2.22","1","4","2","2"
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","","","","","","","","","","","","","",""
"1994","indirect migration background","","","","","","","","","","","","","",""
"1994","no migration background","","","","","","","","","","","","","",""
"1995","direct migration background","2.15","2","1135","1","2","3","3","4","2.1","2.2","1","4","2","2"
"1995","indirect migration background","1.71","2","142","1","1","2","3","3","1.6","1.82","1","4","2","2"
"1995","no migration background","2.18","2","9914","1","2","3","3","4","2.17","2.19","1","4","2","2"
"1996","direct migration background","","","","","","","","","","","","","",""
"1996","indirect migration background","","","","","","","","","","","","","",""
"1996","no migration background","","","","","","","","","","","","","",""
"1997","direct migration background","","","","","","","","","","","","","",""
"1997","indirect migration background","","","","","","","","","","","","","",""
"1997","no migration background","","","","","","","","","","","","","",""
"1998","direct migration background","","","","","","","","","","","","","",""
"1998","indirect migration background","","","","","","","","","","","","","",""
"1998","no migration background","","","","","","","","","","","","","",""
"1999","direct migration background","","","","","","","","","","","","","",""
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","","","","","","","","","","","","","",""
"2000","direct migration background","","","","","","","","","","","","","",""
"2000","indirect migration background","","","","","","","","","","","","","",""
"2000","no migration background","","","","","","","","","","","","","",""
"2001","direct migration background","","","","","","","","","","","","","",""
"2001","indirect migration background","","","","","","","","","","","","","",""
"2001","no migration background","","","","","","","","","","","","","",""
"2002","direct migration background","","","","","","","","","","","","","",""
"2002","indirect migration background","","","","","","","","","","","","","",""
"2002","no migration background","","","","","","","","","","","","","",""
"2003","direct migration background","","","","","","","","","","","","","",""
"2003","indirect migration background","","","","","","","","","","","","","",""
"2003","no migration background","","","","","","","","","","","","","",""
"2004","direct migration background","2.19","2","2509","1","2","3","3","4","2.16","2.22","1","4","2","2"
"2004","indirect migration background","1.77","2","799","1","1","2","3","4","1.72","1.82","1","4","2","2"
"2004","no migration background","2.2","2","18215","1","2","3","3","4","2.19","2.21","1","4","2","2"
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","2.22","2","1892","1","2","3","3","4","2.18","2.26","1","4","2","2"
"2008","indirect migration background","1.85","2","772","1","1","2","3","4","1.8","1.9","1","4","2","2"
"2008","no migration background","2.28","2","16630","1","2","3","3","4","2.27","2.29","1","4","2","2"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","1.95","2","1412","1","1","2","3","4","1.91","1.99","1","4","2","2"
"2010","indirect migration background","1.93","2","490","1","1","2","3","3","1.87","1.99","1","4","2","2"
"2010","no migration background","2.07","2","5389","1","2","2","3","4","2.05","2.09","1","4","2","2"
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","2.13","2","3026","1","2","3","3","4","2.1","2.16","1","4","2","2"
"2012","indirect migration background","1.85","2","1277","1","1","2","3","4","1.81","1.89","1","4","2","2"
"2012","no migration background","2.18","2","23266","1","2","3","3","4","2.17","2.19","1","4","2","2"
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","2.05","2","4825","1","2","2","3","4","2.03","2.07","1","4","2","2"
"2016","indirect migration background","1.82","2","1567","1","1","2","3","3","1.78","1.86","1","4","2","2"
"2016","no migration background","2.2","2","17874","1","2","3","3","4","2.19","2.21","1","4","2","2"
