"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","(0) in school","Female","8.56","9","93","5","8","10","10","8.18","8.94","9","10"
"1984","(0) in school","Male","8.41","9","95","6","8","10","10","7.98","8.84","8","9"
"1984","(1a) inadequately completed","Female","6.24","7","620","2","5","9","10","6.01","6.47","6","7"
"1984","(1a) inadequately completed","Male","6.71","7","495","2","5","10","10","6.46","6.96","7","8"
"1984","(1b) general elementary school","Female","5.95","6","2025","2","4","8","10","5.83","6.07","6","7"
"1984","(1b) general elementary school","Male","6.64","7","986","2","5","9","10","6.47","6.81","8","8"
"1984","(1c) basic vocational qualification","Female","6.66","7","1734","3","5","9","10","6.54","6.78","7","8"
"1984","(1c) basic vocational qualification","Male","6.7","7","2527","3","5","9","10","6.59","6.81","7","8"
"1984","(2a) intermediate vocational","Female","7.24","8","803","4","5","9","10","7.07","7.41","8","8"
"1984","(2a) intermediate vocational","Male","7.51","8","607","5","6","9","10","7.33","7.69","8","8"
"1984","(2b) intermediate general qualification","Female","7.51","8","295","4","6","10","10","7.24","7.78","8","9"
"1984","(2b) intermediate general qualification","Male","7.88","8","180","5","7","10","10","7.58","8.18","8","9"
"1984","(2c_gen) general maturity certificate","Female","7.57","8","175","5","7","9","10","7.24","7.9","8","8"
"1984","(2c_gen) general maturity certificate","Male","7.97","8","237","5","7","10","10","7.68","8.26","8","9"
"1984","(2c_voc) vocational maturity certificate","Female","7.14","8","175","4","5","9","10","6.77","7.51","7","8"
"1984","(2c_voc) vocational maturity certificate","Male","7.1","8","281","4","5","9","10","6.82","7.38","7","8"
"1984","(3a) lower tertiary education","Female","7.24","8","74","3","5","9","10","6.67","7.81","7","8"
"1984","(3a) lower tertiary education","Male","7.46","8","192","4","6","9","10","7.13","7.79","8","8"
"1984","(3b) higher tertiary education","Female","7.32","8","182","3","6","9","10","6.98","7.66","8","8"
"1984","(3b) higher tertiary education","Male","7.53","8","344","4","7","9","10","7.3","7.76","8","8"
"1985","(0) in school","Female","8.44","9","75","5","8","10","10","8.03","8.85","8","10"
"1985","(0) in school","Male","7.94","8","111","5","7","9","10","7.6","8.28","8","9"
"1985","(1a) inadequately completed","Female","6.13","6","512","3","4","8","10","5.9","6.36","6","7"
"1985","(1a) inadequately completed","Male","6.61","7","397","2","5","9","10","6.34","6.88","7","8"
"1985","(1b) general elementary school","Female","6.07","6","1746","3","5","8","10","5.95","6.19","6","7"
"1985","(1b) general elementary school","Male","6.79","7","871","3","5","9","10","6.62","6.96","7","8"
"1985","(1c) basic vocational qualification","Female","6.55","7","1561","3","5","8","10","6.43","6.67","7","7"
"1985","(1c) basic vocational qualification","Male","6.6","7","2257","3","5","8","10","6.5","6.7","7","7"
"1985","(2a) intermediate vocational","Female","7.13","8","765","4","5","9","10","6.96","7.3","8","8"
"1985","(2a) intermediate vocational","Male","7.17","8","577","4","6","9","10","6.99","7.35","8","8"
"1985","(2b) intermediate general qualification","Female","7.3","8","296","4","5","9","10","7.05","7.55","8","8"
"1985","(2b) intermediate general qualification","Male","8.08","8","179","5","7","10","10","7.81","8.35","8","9"
"1985","(2c_gen) general maturity certificate","Female","7.66","8","162","5","7","9","10","7.33","7.99","8","8"
"1985","(2c_gen) general maturity certificate","Male","8.04","8","214","5","7","10","10","7.76","8.32","8","8"
"1985","(2c_voc) vocational maturity certificate","Female","7","7.66","161","3","5","9","10","6.63","7.37","7","8"
"1985","(2c_voc) vocational maturity certificate","Male","6.71","7","249","3","5","8","10","6.41","7.01","7","8"
"1985","(3a) lower tertiary education","Female","7.54","8","71","5","6","9","10","7.03","8.05","7","9"
