"plh0183","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","no migration background","in school","1","","","","0"
"0 Completely dissatisfied","1990","no migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","no migration background","general elemantary","6","","","","0"
"0 Completely dissatisfied","1990","no migration background","middle vocational","15","","","","0"
"0 Completely dissatisfied","1990","no migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","no migration background","higher vocational","4","","","","0"
"0 Completely dissatisfied","1990","no migration background","higher education","6","","","","0"
"0 Completely dissatisfied","1990","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","middle vocational","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","higher education","1","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","middle vocational","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1990","no migration background","middle vocational","4","","","","1"
