"plh0183","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","Not Employed","in school","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","inadequately","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","general elemantary","8","","","","0"
"0 Completely dissatisfied","1991","Not Employed","middle vocational","7","","","","0"
"0 Completely dissatisfied","1991","Not Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1991","Not Employed","higher vocational","1","","","","0"
"0 Completely dissatisfied","1991","Not Employed","higher education","","","","","0"
"0 Completely dissatisfied","1991","Employed","in school","","","","","0"
"0 Completely dissatisfied","1991","Employed","inadequately","1","","","","0"
"0 Completely dissatisfied","1991","Employed","general elemantary","5","","","","0"
"0 Completely dissatisfied","1991","Employed","middle vocational","7","","","","0"
"0 Completely dissatisfied","1991","Employed","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","Employed","higher vocational","1","","","","0"
"0 Completely dissatisfied","1991","Employed","higher education","1","","","","0"
"1 on Scale 1 to 10","1991","Employed","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","higher education","1","","","","1"
"1 on Scale 1 to 10","1991","Employed","middle vocational","5","","","","1"
"1 on Scale 1 to 10","1991","Employed","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","general elemantary","8","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","middle vocational","10","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1991","Employed","higher education","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","inadequately","1","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","in school","","","","","1"
"1 on Scale 1 to 10","1991","Employed","in school","","","","","1"
"1 on Scale 1 to 10","1991","Employed","inadequately","4","","","","1"
"1 on Scale 1 to 10","1991","Employed","general elemantary","4","","","","1"
"10 Completely satisfied","1991","Employed","inadequately","44","0.139994196066716","0.104151345041129","0.175837047092302","10"
"10 Completely satisfied","1991","Not Employed","vocational + Abi","9","","","","10"
"10 Completely satisfied","1991","Not Employed","higher vocational","8","","","","10"
"10 Completely satisfied","1991","Not Employed","inadequately","14","","","","10"
"10 Completely satisfied","1991","Not Employed","in school","19","","","","10"
"10 Completely satisfied","1991","Employed","higher education","35","0.051096758522189","0.0330359296733779","0.0691575873710002","10"
"10 Completely satisfied","1991","Employed","higher vocational","25","","","","10"
"10 Completely satisfied","1991","Not Employed","higher education","14","","","","10"
"10 Completely satisfied","1991","Employed","middle vocational","257","0.0790017575141781","0.0694631437771696","0.0885403712511867","10"
"10 Completely satisfied","1991","Not Employed","general elemantary","93","0.0853725933266555","0.0681307438113577","0.102614442841953","10"
"10 Completely satisfied","1991","Employed","in school","1","","","","10"
"10 Completely satisfied","1991","Not Employed","middle vocational","116","0.0792196339390308","0.0649128898870199","0.0935263779910416","10"
"10 Completely satisfied","1991","Employed","general elemantary","125","0.0873414823998482","0.0722415668051235","0.102441397994573","10"
"10 Completely satisfied","1991","Employed","vocational + Abi","15","","","","10"
"2 on Scale 1 to 10","1991","Not Employed","in school","2","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1991","Employed","higher education","2","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","inadequately","5","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","general elemantary","17","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","middle vocational","23","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","higher education","","","","","2"
"2 on Scale 1 to 10","1991","Employed","in school","","","","","2"
"2 on Scale 1 to 10","1991","Employed","inadequately","2","","","","2"
"2 on Scale 1 to 10","1991","Employed","middle vocational","16","","","","2"
"2 on Scale 1 to 10","1991","Employed","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1991","Employed","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1991","Employed","general elemantary","6","","","","2"
"3 on Scale 1 to 10","1991","Not Employed","inadequately","9","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","in school","","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","general elemantary","29","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","middle vocational","43","0.0354888186836556","0.0256883742220695","0.0452892631452417","3"
"3 on Scale 1 to 10","1991","Not Employed","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1991","Not Employed","higher education","2","","","","3"
"3 on Scale 1 to 10","1991","Employed","in school","","","","","3"
"3 on Scale 1 to 10","1991","Employed","inadequately","8","","","","3"
"3 on Scale 1 to 10","1991","Employed","general elemantary","36","0.0286560980861177","0.0197332166718694","0.037578979500366","3"
"3 on Scale 1 to 10","1991","Employed","middle vocational","45","0.015888491466949","0.0114666723476075","0.0203103105862905","3"
"3 on Scale 1 to 10","1991","Not Employed","higher vocational","6","","","","3"
"3 on Scale 1 to 10","1991","Employed","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1991","Employed","higher vocational","1","","","","3"
"3 on Scale 1 to 10","1991","Employed","higher education","5","","","","3"
"4 on Scale 1 to 10","1991","Not Employed","higher vocational","1","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","inadequately","18","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","general elemantary","48","0.0584602579031619","0.0439841370723093","0.0729363787340146","4"
"4 on Scale 1 to 10","1991","Not Employed","middle vocational","45","0.0346308276572331","0.0249452725697593","0.044316382744707","4"
"4 on Scale 1 to 10","1991","Not Employed","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","higher education","6","","","","4"
"4 on Scale 1 to 10","1991","Employed","in school","1","","","","4"
"4 on Scale 1 to 10","1991","Employed","inadequately","15","","","","4"
"4 on Scale 1 to 10","1991","Employed","vocational + Abi","5","","","","4"
"4 on Scale 1 to 10","1991","Employed","higher vocational","9","","","","4"
"4 on Scale 1 to 10","1991","Employed","general elemantary","43","0.0458722096802548","0.0346832891878072","0.0570611301727024","4"
"4 on Scale 1 to 10","1991","Employed","middle vocational","84","0.0286919881827993","0.0227886686323103","0.0345953077332882","4"
"4 on Scale 1 to 10","1991","Not Employed","in school","","","","","4"
"4 on Scale 1 to 10","1991","Employed","higher education","8","","","","4"
"5 on Scale 1 to 10","1991","Not Employed","higher education","14","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","higher vocational","18","","","","5"
"5 on Scale 1 to 10","1991","Employed","in school","","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","inadequately","30","0.15252651907587","0.108136681214411","0.196916356937329","5"
"5 on Scale 1 to 10","1991","Not Employed","general elemantary","143","0.157528132455894","0.135050049284388","0.180006215627401","5"
"5 on Scale 1 to 10","1991","Not Employed","middle vocational","174","0.141487908077274","0.123025887191374","0.159949928963174","5"
"5 on Scale 1 to 10","1991","Not Employed","vocational + Abi","2","","","","5"
"5 on Scale 1 to 10","1991","Employed","middle vocational","295","0.100071370345713","0.0894593898530176","0.110683350838408","5"
"5 on Scale 1 to 10","1991","Employed","vocational + Abi","18","","","","5"
"5 on Scale 1 to 10","1991","Employed","higher vocational","26","","","","5"
"5 on Scale 1 to 10","1991","Employed","higher education","39","0.080687608576734","0.0583485423361128","0.103026674817355","5"
"5 on Scale 1 to 10","1991","Not Employed","in school","4","","","","5"
"5 on Scale 1 to 10","1991","Employed","inadequately","42","0.12473242888107","0.090600805148224","0.158864052613917","5"
"5 on Scale 1 to 10","1991","Employed","general elemantary","142","0.117135672814467","0.0999367337623894","0.134334611866545","5"
"6 on Scale 1 to 10","1991","Not Employed","in school","9","","","","6"
"6 on Scale 1 to 10","1991","Employed","in school","","","","","6"
"6 on Scale 1 to 10","1991","Not Employed","inadequately","32","0.0874452308429722","0.0525677302734564","0.122322731412488","6"
"6 on Scale 1 to 10","1991","Not Employed","general elemantary","124","0.13198085367206","0.111096423658209","0.152865283685912","6"
"6 on Scale 1 to 10","1991","Not Employed","higher education","11","","","","6"
"6 on Scale 1 to 10","1991","Employed","inadequately","34","0.104580595489538","0.0729697838682566","0.13619140711082","6"
"6 on Scale 1 to 10","1991","Employed","general elemantary","113","0.0831689503515895","0.068400485582601","0.097937415120578","6"
"6 on Scale 1 to 10","1991","Employed","middle vocational","301","0.102611665994463","0.09188101513727","0.113342316851655","6"
"6 on Scale 1 to 10","1991","Employed","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","1991","Employed","higher vocational","26","","","","6"
"6 on Scale 1 to 10","1991","Employed","higher education","40","0.0629738891368654","0.0430494483510024","0.0828983299227284","6"
"6 on Scale 1 to 10","1991","Not Employed","middle vocational","141","0.11003512814751","0.0934584129443047","0.126611843350716","6"
"6 on Scale 1 to 10","1991","Not Employed","vocational + Abi","5","","","","6"
"6 on Scale 1 to 10","1991","Not Employed","higher vocational","14","","","","6"
"7 on Scale 1 to 10","1991","Not Employed","general elemantary","182","0.175962329173707","0.152466764236169","0.199457894111245","7"
"7 on Scale 1 to 10","1991","Not Employed","inadequately","59","0.19816221000456","0.148946755593077","0.247377664416044","7"
"7 on Scale 1 to 10","1991","Not Employed","middle vocational","236","0.171906574604658","0.151920280283929","0.191892868925388","7"
"7 on Scale 1 to 10","1991","Not Employed","higher education","20","","","","7"
"7 on Scale 1 to 10","1991","Not Employed","vocational + Abi","17","","","","7"
"7 on Scale 1 to 10","1991","Employed","in school","2","","","","7"
"7 on Scale 1 to 10","1991","Employed","inadequately","63","0.157784745930354","0.120128163756655","0.195441328104053","7"
"7 on Scale 1 to 10","1991","Employed","general elemantary","229","0.167873937765153","0.147884697611873","0.187863177918433","7"
"7 on Scale 1 to 10","1991","Employed","middle vocational","528","0.173649984889685","0.160254548081902","0.187045421697468","7"
"7 on Scale 1 to 10","1991","Not Employed","in school","15","","","","7"
"7 on Scale 1 to 10","1991","Employed","higher education","130","0.199618494265633","0.166833210494151","0.232403778037115","7"
"7 on Scale 1 to 10","1991","Not Employed","higher vocational","23","","","","7"
"7 on Scale 1 to 10","1991","Employed","vocational + Abi","44","0.20316040639202","0.150934539608262","0.255386273175779","7"
"7 on Scale 1 to 10","1991","Employed","higher vocational","68","0.195678600109064","0.155255119303483","0.236102080914645","7"
"8 on Scale 1 to 10","1991","Not Employed","vocational + Abi","21","","","","8"
"8 on Scale 1 to 10","1991","Not Employed","inadequately","56","0.214622215056036","0.163931961524462","0.265312468587609","8"
"8 on Scale 1 to 10","1991","Employed","higher education","197","0.364964413155028","0.325477396005479","0.404451430304578","8"
"8 on Scale 1 to 10","1991","Not Employed","general elemantary","257","0.240067130189467","0.213712527511213","0.266421732867722","8"
"8 on Scale 1 to 10","1991","Not Employed","middle vocational","389","0.284617759872609","0.260715088413493","0.308520431331725","8"
"8 on Scale 1 to 10","1991","Employed","middle vocational","978","0.312685258163093","0.296291858833133","0.329078657493053","8"
"8 on Scale 1 to 10","1991","Employed","vocational + Abi","77","0.376281071419976","0.313398351898405","0.439163790941547","8"
"8 on Scale 1 to 10","1991","Employed","higher vocational","142","0.390072131441789","0.340371840691425","0.439772422192153","8"
"8 on Scale 1 to 10","1991","Not Employed","in school","34","0.292208669727571","0.213423899254314","0.370993440200828","8"
"8 on Scale 1 to 10","1991","Not Employed","higher education","39","0.283343585426973","0.206760217882072","0.359926952971874","8"
"8 on Scale 1 to 10","1991","Not Employed","higher vocational","41","0.269870951982128","0.193857522445069","0.345884381519187","8"
"8 on Scale 1 to 10","1991","Employed","in school","7","","","","8"
"8 on Scale 1 to 10","1991","Employed","inadequately","96","0.262803894063274","0.217336061198355","0.308271726928193","8"
"8 on Scale 1 to 10","1991","Employed","general elemantary","430","0.312390964747324","0.2876036144554","0.337178315039248","8"
"9 on Scale 1 to 10","1991","Not Employed","vocational + Abi","13","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","higher vocational","17","","","","9"
"9 on Scale 1 to 10","1991","Employed","higher vocational","70","0.164443904644739","0.126674170750713","0.202213638538765","9"
"9 on Scale 1 to 10","1991","Not Employed","higher education","26","","","","9"
"9 on Scale 1 to 10","1991","Employed","vocational + Abi","51","0.199479915322787","0.147609900579462","0.251349930066113","9"
"9 on Scale 1 to 10","1991","Not Employed","in school","45","0.358999865199041","0.275896366272508","0.442103364125573","9"
"9 on Scale 1 to 10","1991","Employed","in school","7","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","inadequately","28","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","middle vocational","185","0.105537049090403","0.089261711014446","0.121812387166359","9"
"9 on Scale 1 to 10","1991","Employed","middle vocational","556","0.177076728505403","0.163577843359474","0.190575613651332","9"
"9 on Scale 1 to 10","1991","Not Employed","general elemantary","100","0.0700926339626868","0.0543398055672223","0.0858454623581512","9"
"9 on Scale 1 to 10","1991","Employed","inadequately","51","0.111277354185381","0.0787923176546847","0.143762390716077","9"
"9 on Scale 1 to 10","1991","Employed","general elemantary","210","0.143169622159528","0.124437673800976","0.161901570518079","9"
"9 on Scale 1 to 10","1991","Employed","higher education","114","0.210370657133226","0.176940820219157","0.243800494047295","9"
"0 Completely dissatisfied","1992","Employed","inadequately","4","","","","0"
"0 Completely dissatisfied","1992","Not Employed","in school","1","","","","0"
"0 Completely dissatisfied","1992","Not Employed","inadequately","2","","","","0"
"0 Completely dissatisfied","1992","Not Employed","general elemantary","14","","","","0"
"0 Completely dissatisfied","1992","Not Employed","middle vocational","14","","","","0"
"0 Completely dissatisfied","1992","Not Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1992","Not Employed","higher vocational","2","","","","0"
"0 Completely dissatisfied","1992","Not Employed","higher education","1","","","","0"
"0 Completely dissatisfied","1992","Employed","in school","","","","","0"
"0 Completely dissatisfied","1992","Employed","general elemantary","5","","","","0"
"0 Completely dissatisfied","1992","Employed","middle vocational","18","","","","0"
"0 Completely dissatisfied","1992","Employed","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1992","Employed","higher vocational","2","","","","0"
"0 Completely dissatisfied","1992","Employed","higher education","7","","","","0"
"1 on Scale 1 to 10","1992","Employed","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","in school","","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","inadequately","3","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","general elemantary","14","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","middle vocational","22","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","higher vocational","","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","higher education","","","","","1"
"1 on Scale 1 to 10","1992","Employed","in school","","","","","1"
"1 on Scale 1 to 10","1992","Employed","inadequately","4","","","","1"
"1 on Scale 1 to 10","1992","Employed","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1992","Employed","middle vocational","24","","","","1"
"1 on Scale 1 to 10","1992","Employed","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1992","Employed","higher education","3","","","","1"
"10 Completely satisfied","1992","Not Employed","middle vocational","134","0.0637550964278019","0.0527521172656265","0.0747580755899773","10"
"10 Completely satisfied","1992","Not Employed","vocational + Abi","10","","","","10"
"10 Completely satisfied","1992","Not Employed","inadequately","18","","","","10"
"10 Completely satisfied","1992","Employed","inadequately","27","","","","10"
"10 Completely satisfied","1992","Employed","vocational + Abi","21","","","","10"
"10 Completely satisfied","1992","Not Employed","higher vocational","8","","","","10"
"10 Completely satisfied","1992","Not Employed","higher education","23","","","","10"
"10 Completely satisfied","1992","Employed","in school","2","","","","10"
"10 Completely satisfied","1992","Employed","higher vocational","37","0.0617772450149174","0.0423014009031038","0.081253089126731","10"
"10 Completely satisfied","1992","Employed","higher education","50","0.0452873788312214","0.0342686887797127","0.0563060688827301","10"
"10 Completely satisfied","1992","Not Employed","in school","16","","","","10"
"10 Completely satisfied","1992","Employed","middle vocational","302","0.0630611101975445","0.056133970282485","0.069988250112604","10"
"10 Completely satisfied","1992","Not Employed","general elemantary","108","0.0817576654722166","0.0665623483326092","0.096952982611824","10"
"10 Completely satisfied","1992","Employed","general elemantary","127","0.075278759271598","0.0619312759185483","0.0886262426246476","10"
"2 on Scale 1 to 10","1992","Employed","higher education","12","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","in school","1","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","inadequately","5","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","general elemantary","23","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","middle vocational","33","0.0244200666357958","0.017468815878343","0.0313713173932486","2"
"2 on Scale 1 to 10","1992","Not Employed","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","higher education","4","","","","2"
"2 on Scale 1 to 10","1992","Employed","in school","","","","","2"
"2 on Scale 1 to 10","1992","Employed","inadequately","4","","","","2"
"2 on Scale 1 to 10","1992","Employed","general elemantary","18","","","","2"
"2 on Scale 1 to 10","1992","Employed","middle vocational","47","0.0128477311681486","0.00963833880407035","0.0160571235322269","2"
"2 on Scale 1 to 10","1992","Employed","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1992","Employed","higher vocational","8","","","","2"
"3 on Scale 1 to 10","1992","Employed","general elemantary","44","0.0398361457591278","0.0299422101942142","0.0497300813240415","3"
"3 on Scale 1 to 10","1992","Not Employed","inadequately","9","","","","3"
"3 on Scale 1 to 10","1992","Not Employed","in school","1","","","","3"
"3 on Scale 1 to 10","1992","Not Employed","general elemantary","45","0.0402403495394156","0.0293415418894233","0.0511391571894078","3"
"3 on Scale 1 to 10","1992","Not Employed","higher vocational","5","","","","3"
"3 on Scale 1 to 10","1992","Not Employed","higher education","17","","","","3"
"3 on Scale 1 to 10","1992","Employed","in school","","","","","3"
"3 on Scale 1 to 10","1992","Employed","inadequately","11","","","","3"
"3 on Scale 1 to 10","1992","Employed","middle vocational","111","0.0229917514986311","0.0187205243901229","0.0272629786071394","3"
"3 on Scale 1 to 10","1992","Not Employed","middle vocational","74","0.0460486172231328","0.0366095403871479","0.0554876940591178","3"
"3 on Scale 1 to 10","1992","Not Employed","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1992","Employed","higher vocational","9","","","","3"
"3 on Scale 1 to 10","1992","Employed","higher education","37","0.0294158538430243","0.0204619511904013","0.0383697564956474","3"
"3 on Scale 1 to 10","1992","Employed","vocational + Abi","3","","","","3"
"4 on Scale 1 to 10","1992","Employed","general elemantary","75","0.0590709840053972","0.0471442020861203","0.0709977659246741","4"
"4 on Scale 1 to 10","1992","Employed","vocational + Abi","8","","","","4"
"4 on Scale 1 to 10","1992","Employed","middle vocational","165","0.0378668778931769","0.0324273043455739","0.0433064514407799","4"
"4 on Scale 1 to 10","1992","Not Employed","inadequately","12","","","","4"
"4 on Scale 1 to 10","1992","Not Employed","general elemantary","78","0.0731833966213413","0.0587399761103379","0.0876268171323447","4"
"4 on Scale 1 to 10","1992","Not Employed","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1992","Not Employed","higher vocational","10","","","","4"
"4 on Scale 1 to 10","1992","Employed","inadequately","19","","","","4"
"4 on Scale 1 to 10","1992","Employed","higher vocational","18","","","","4"
