"plh0183","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","in school","Male","","","","","0"
"0 Completely dissatisfied","1990","in school","Female","1","","","","0"
"0 Completely dissatisfied","1990","inadequately","Male","","","","","0"
"0 Completely dissatisfied","1990","inadequately","Female","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","Male","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","Female","6","","","","0"
"0 Completely dissatisfied","1990","middle vocational","Male","7","","","","0"
"0 Completely dissatisfied","1990","middle vocational","Female","8","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","Male","","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","Female","","","","","0"
"0 Completely dissatisfied","1990","higher vocational","Male","4","","","","0"
"0 Completely dissatisfied","1990","higher vocational","Female","","","","","0"
"0 Completely dissatisfied","1990","higher education","Male","3","","","","0"
"0 Completely dissatisfied","1990","higher education","Female","4","","","","0"
"1 on Scale 1 to 10","1990","higher vocational","Female","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","Male","1","","","","1"
"1 on Scale 1 to 10","1990","inadequately","Male","","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","Male","2","","","","1"
"1 on Scale 1 to 10","1990","in school","Female","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","Female","","","","","1"
"1 on Scale 1 to 10","1990","higher education","Male","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","Male","1","","","","1"
"1 on Scale 1 to 10","1990","in school","Male","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","Female","2","","","","1"
"1 on Scale 1 to 10","1990","higher education","Female","3","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","Female","2","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","Female","","","","","1"
"10 Completely satisfied","1990","general elemantary","Female","59","0.159821975111269","0.12263442391493","0.197009526307608","10"
"10 Completely satisfied","1990","in school","Female","1","","","","10"
"10 Completely satisfied","1990","middle vocational","Male","191","0.164368883496383","0.14351270212611","0.185225064866655","10"
"10 Completely satisfied","1990","in school","Male","6","","","","10"
"10 Completely satisfied","1990","inadequately","Male","1","","","","10"
"10 Completely satisfied","1990","general elemantary","Male","23","","","","10"
"10 Completely satisfied","1990","vocational + Abi","Male","1","","","","10"
"10 Completely satisfied","1990","vocational + Abi","Female","3","","","","10"
"10 Completely satisfied","1990","higher education","Female","57","0.105780999337793","0.0798405800970996","0.131721418578486","10"
"10 Completely satisfied","1990","middle vocational","Female","207","0.164485488983958","0.144395254176644","0.184575723791273","10"
"10 Completely satisfied","1990","higher education","Male","36","0.0841933610985744","0.0585945561594151","0.109792166037734","10"
"10 Completely satisfied","1990","inadequately","Female","5","","","","10"
"10 Completely satisfied","1990","higher vocational","Male","34","0.170432907903175","0.120633002423907","0.220232813382442","10"
"10 Completely satisfied","1990","higher vocational","Female","7","","","","10"
"2 on Scale 1 to 10","1990","general elemantary","Female","5","","","","2"
"2 on Scale 1 to 10","1990","in school","Male","","","","","2"
"2 on Scale 1 to 10","1990","in school","Female","","","","","2"
"2 on Scale 1 to 10","1990","general elemantary","Male","4","","","","2"
"2 on Scale 1 to 10","1990","higher education","Female","8","","","","2"
"2 on Scale 1 to 10","1990","inadequately","Male","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","Female","","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","Male","11","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","Female","15","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","Male","1","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","Female","","","","","2"
"2 on Scale 1 to 10","1990","higher education","Male","8","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","Female","1","","","","2"
"3 on Scale 1 to 10","1990","in school","Female","","","","","3"
"3 on Scale 1 to 10","1990","vocational + Abi","Female","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","Male","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","Female","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","Female","35","0.0287080008683825","0.0196585838906492","0.0377574178461159","3"
"3 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","Male","5","","","","3"
"3 on Scale 1 to 10","1990","in school","Male","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","Male","5","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","Male","30","0.0258161919699068","0.0168916849614423","0.0347406989783714","3"
"3 on Scale 1 to 10","1990","general elemantary","Female","10","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","Female","1","","","","3"
"3 on Scale 1 to 10","1990","higher education","Male","11","","","","3"
"3 on Scale 1 to 10","1990","higher education","Female","17","","","","3"
"4 on Scale 1 to 10","1990","general elemantary","Male","2","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","Female","11","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","Female","1","","","","4"
"4 on Scale 1 to 10","1990","in school","Female","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","Male","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","Female","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","Male","2","","","","4"
"4 on Scale 1 to 10","1990","higher education","Male","13","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","Male","24","","","","4"
"4 on Scale 1 to 10","1990","in school","Male","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","Female","26","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","Female","","","","","4"
"4 on Scale 1 to 10","1990","higher education","Female","16","","","","4"
"5 on Scale 1 to 10","1990","general elemantary","Female","48","0.129096623736702","0.0950686487906594","0.163124598682745","5"
"5 on Scale 1 to 10","1990","middle vocational","Male","145","0.1244612121856","0.105884348290165","0.143038076081035","5"
"5 on Scale 1 to 10","1990","middle vocational","Female","159","0.125548132570843","0.107591813973213","0.143504451168474","5"
"5 on Scale 1 to 10","1990","in school","Female","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","Male","1","","","","5"
"5 on Scale 1 to 10","1990","inadequately","Female","1","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","Male","12","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","Male","3","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","Female","2","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","Female","3","","","","5"
"5 on Scale 1 to 10","1990","higher education","Male","55","0.125212082209369","0.0947012972840759","0.155722867134662","5"
"5 on Scale 1 to 10","1990","higher education","Female","56","0.110141749556916","0.0837366619815236","0.136546837132309","5"
"5 on Scale 1 to 10","1990","in school","Male","2","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","Male","25","","","","5"
"6 on Scale 1 to 10","1990","higher vocational","Male","14","","","","6"
"6 on Scale 1 to 10","1990","in school","Male","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","Male","","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","Female","87","0.0664790782538182","0.0529786128124148","0.0799795436952216","6"
"6 on Scale 1 to 10","1990","vocational + Abi","Male","2","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","Female","2","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","Female","1","","","","6"
"6 on Scale 1 to 10","1990","higher education","Male","37","0.0806555154125223","0.0555519708898571","0.105759059935188","6"
"6 on Scale 1 to 10","1990","higher education","Female","40","0.07238682313248","0.0505311380549342","0.0942425082100258","6"
"6 on Scale 1 to 10","1990","in school","Female","2","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","Male","84","0.0767601169386004","0.0617790486704504","0.0917411852067503","6"
"6 on Scale 1 to 10","1990","inadequately","Female","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","Male","9","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","Female","26","","","","6"
"7 on Scale 1 to 10","1990","higher vocational","Male","23","","","","7"
"7 on Scale 1 to 10","1990","inadequately","Male","1","","","","7"
"7 on Scale 1 to 10","1990","in school","Female","","","","","7"
"7 on Scale 1 to 10","1990","in school","Male","3","","","","7"
"7 on Scale 1 to 10","1990","inadequately","Female","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","Male","21","","","","7"
