"ple0015","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","direct migration background","975","0.992388064305644","0.986954814744551","0.997821313866736","2"
"No","2009","Not Employed","no migration background","5577","0.9283842239671","0.921860365888433","0.934908082045766","2"
"No","2009","Not Employed","direct migration background","649","0.9598367504507","0.945133413352666","0.974540087548734","2"
"No","2009","Employed","indirect migration background","516","0.995208766092335","0.989279376147541","1.00113815603713","2"
"No","2009","Not Employed","indirect migration background","194","1","1","1","2"
"No","2009","Employed","no migration background","9532","0.975674693134266","0.972615508336258","0.978733877932273","2"
"Yes","2009","Not Employed","no migration background","424","0.0716157760329005","0.0650919179542342","0.0781396341115668","1"
"Yes","2009","Not Employed","direct migration background","36","0.0401632495492996","0.0254599124512655","0.0548665866473338","1"
"Yes","2009","Not Employed","indirect migration background","","","","","1"
"Yes","2009","Employed","no migration background","210","0.0243253068657343","0.0212661220677268","0.0273844916637419","1"
"Yes","2009","Employed","direct migration background","8","","","","1"
"Yes","2009","Employed","indirect migration background","5","","","","1"
"No","2010","Employed","direct migration background","","","","","2"
"No","2010","Not Employed","no migration background","","","","","2"
"No","2010","Employed","indirect migration background","","","","","2"
"No","2010","Not Employed","direct migration background","","","","","2"
"No","2010","Not Employed","indirect migration background","","","","","2"
"No","2010","Employed","no migration background","","","","","2"
"Yes","2010","Not Employed","no migration background","","","","","1"
"Yes","2010","Not Employed","direct migration background","","","","","1"
"Yes","2010","Not Employed","indirect migration background","","","","","1"
"Yes","2010","Employed","no migration background","","","","","1"
"Yes","2010","Employed","direct migration background","","","","","1"
"Yes","2010","Employed","indirect migration background","","","","","1"
"No","2011","Not Employed","no migration background","6499","0.921767729136771","0.915505979113309","0.928029479160232","2"
"No","2011","Employed","direct migration background","1143","0.980432185375466","0.972478561107411","0.98838580964352","2"
"No","2011","Employed","indirect migration background","565","0.987952816779148","0.979020139590317","0.99688549396798","2"
"No","2011","Not Employed","direct migration background","803","0.939363057104281","0.923365619658243","0.95536049455032","2"
"No","2011","Not Employed","indirect migration background","222","0.98375334849051","0.967271006701058","1.00023569027996","2"
"No","2011","Employed","no migration background","10678","0.969574757050227","0.966361586933327","0.972787927167127","2"
"Yes","2011","Not Employed","no migration background","566","0.0782322708632295","0.0719705208397676","0.0844940208866914","1"
"Yes","2011","Not Employed","direct migration background","52","0.0606369428957185","0.0446395054496798","0.0766343803417572","1"
"Yes","2011","Not Employed","indirect migration background","4","","","","1"
"Yes","2011","Employed","no migration background","298","0.0304252429497731","0.0272120728328734","0.0336384130666728","1"
"Yes","2011","Employed","direct migration background","22","","","","1"
"Yes","2011","Employed","indirect migration background","8","","","","1"
"No","2012","Not Employed","no migration background","","","","","2"
"No","2012","Not Employed","direct migration background","","","","","2"
"No","2012","Employed","direct migration background","","","","","2"
"No","2012","Employed","indirect migration background","","","","","2"
"No","2012","Not Employed","indirect migration background","","","","","2"
"No","2012","Employed","no migration background","","","","","2"
"Yes","2012","Not Employed","no migration background","","","","","1"
"Yes","2012","Not Employed","direct migration background","","","","","1"
"Yes","2012","Not Employed","indirect migration background","","","","","1"
"Yes","2012","Employed","no migration background","","","","","1"
"Yes","2012","Employed","direct migration background","","","","","1"
"Yes","2012","Employed","indirect migration background","","","","","1"
"No","2013","Not Employed","no migration background","5893","0.895789828580293","0.888378725134447","0.903200932026139","2"
