"ple0015","year","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","no migration background","15109","0.957292140715982","0.954133643549951","0.960450637882012","2"
"No","2009","direct migration background","1624","0.979424360562277","0.972611771559288","0.986236949565266","2"
"No","2009","indirect migration background","710","0.996396040124076","0.992003648647133","1.00078843160102","2"
"Yes","2009","no migration background","634","0.0427078592840185","0.0395493621179878","0.0458663564500492","1"
"Yes","2009","direct migration background","44","0.0205756394377234","0.0137630504347345","0.0273882284407123","1"
"Yes","2009","indirect migration background","5","","","","1"
"No","2010","no migration background","","","","","2"
"No","2010","direct migration background","","","","","2"
"No","2010","indirect migration background","","","","","2"
"Yes","2010","no migration background","","","","","1"
"Yes","2010","direct migration background","","","","","1"
"Yes","2010","indirect migration background","","","","","1"
"No","2011","no migration background","17177","0.950693310251103","0.947534009795673","0.953852610706533","2"
"No","2011","direct migration background","1946","0.964385835806284","0.956304015384491","0.972467656228077","2"
"No","2011","indirect migration background","787","0.986929419587445","0.979054154423968","0.994804684750921","2"
"Yes","2011","no migration background","864","0.049306689748897","0.0461473892934666","0.0524659902043274","1"
"Yes","2011","direct migration background","74","0.0356141641937162","0.0275323437719229","0.0436959846155095","1"
"Yes","2011","indirect migration background","12","","","","1"
"No","2012","no migration background","","","","","2"
"No","2012","direct migration background","","","","","2"
"No","2012","indirect migration background","","","","","2"
"Yes","2012","no migration background","","","","","1"
"Yes","2012","direct migration background","","","","","1"
"Yes","2012","indirect migration background","","","","","1"
"No","2013","no migration background","15589","0.937323335457032","0.93363161599651","0.941015054917555","2"
"No","2013","direct migration background","1625","0.949646965531542","0.939239880968296","0.960054050094789","2"
"No","2013","indirect migration background","708","0.987547536932267","0.9794248780303","0.995670195834234","2"
"Yes","2013","no migration background","970","0.0626766645429678","0.0589849450824452","0.0663683840034904","1"
"Yes","2013","direct migration background","71","0.0503530344684577","0.0399459499052115","0.060760119031704","1"
"Yes","2013","indirect migration background","8","","","","1"
"No","2014","no migration background","","","","","2"
"No","2014","direct migration background","","","","","2"
"No","2014","indirect migration background","","","","","2"
"Yes","2014","no migration background","","","","","1"
"Yes","2014","direct migration background","","","","","1"
"Yes","2014","indirect migration background","","","","","1"
"No","2015","no migration background","18177","0.936831157838531","0.933391630881697","0.940270684795364","2"
"No","2015","direct migration background","4209","0.967045466255464","0.961722704960805","0.972368227550123","2"
"No","2015","indirect migration background","1612","0.986977909785002","0.981479348564736","0.992476471005269","2"
"Yes","2015","no migration background","1039","0.0631688421614694","0.0597293152046355","0.0666083691183032","1"
"Yes","2015","direct migration background","112","0.032954533744536","0.0276317724498768","0.0382772950391951","1"
"Yes","2015","indirect migration background","21","","","","1"
"No","2016","no migration background","","","","","2"
"No","2016","direct migration background","","","","","2"
"No","2016","indirect migration background","","","","","2"
"Yes","2016","no migration background","","","","","1"
"Yes","2016","direct migration background","","","","","1"
"Yes","2016","indirect migration background","","","","","1"
"No","2017","no migration background","19184","0.937026267104549","0.933687945152411","0.940364589056686","2"
"No","2017","direct migration background","4548","0.964668713468414","0.959372670621723","0.969964756315104","2"
"No","2017","indirect migration background","1693","0.989526824785157","0.984708800337115","0.994344849233199","2"
"Yes","2017","no migration background","1156","0.0629737328954514","0.059635410943314","0.0663120548475889","1"
"Yes","2017","direct migration background","120","0.0353312865315865","0.0300352436848964","0.0406273293782767","1"
"Yes","2017","indirect migration background","22","","","","1"
"No","2018","no migration background","","","","","2"
"No","2018","direct migration background","","","","","2"
"No","2018","indirect migration background","","","","","2"
"Yes","2018","no migration background","","","","","1"
"Yes","2018","direct migration background","","","","","1"
"Yes","2018","indirect migration background","","","","","1"
"No","2019","no migration background","19070","0.933710762632531","0.930289228923288","0.937132296341774","2"
"No","2019","direct migration background","3730","0.957427318752823","0.951057470140048","0.963797167365599","2"
"No","2019","indirect migration background","1685","0.987542036716126","0.982286411288039","0.992797662144213","2"
"Yes","2019","no migration background","1240","0.0662892373674693","0.062867703658226","0.0697107710767125","1"
"Yes","2019","direct migration background","129","0.0425726812471768","0.0362028326344014","0.0489425298599522","1"
"Yes","2019","indirect migration background","26","","","","1"
