"ple0015","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","Male","205","0.0624646936607633","0.0536234406440279","0.0713059466774986"
"Yes","2009","Not Employed","Female","255","0.0672856857831798","0.059524193833357","0.0750471777330026"
"Yes","2009","Employed","Male","91","0.0142925337774716","0.0112288819439729","0.0173561856109702"
"Yes","2009","Employed","Female","132","0.0290089356938477","0.0245653728558198","0.0334524985318755"
"No","2009","Not Employed","Male","2673","0.937535306339237","0.928694053322501","0.946376559355972"
"No","2009","Not Employed","Female","3747","0.93271431421682","0.924952822266997","0.940475806166643"
"No","2009","Employed","Male","5675","0.985707466222528","0.98264381438903","0.988771118056027"
"No","2009","Employed","Female","5348","0.970991064306152","0.966547501468125","0.97543462714418"
"Yes","2010","Not Employed","Male","","","",""
"Yes","2010","Not Employed","Female","","","",""
"Yes","2010","Employed","Male","","","",""
"Yes","2010","Employed","Female","","","",""
"No","2010","Not Employed","Male","","","",""
"No","2010","Not Employed","Female","","","",""
"No","2010","Employed","Male","","","",""
"No","2010","Employed","Female","","","",""
"Yes","2011","Not Employed","Male","281","0.0760204955499554","0.0671458517926097","0.0848951393073011"
"Yes","2011","Not Employed","Female","341","0.0735447661892169","0.0660980432300183","0.0809914891484155"
"Yes","2011","Employed","Male","124","0.0199891169887745","0.016563571608798","0.0234146623687509"
"Yes","2011","Employed","Female","204","0.0377200839957115","0.0330159423786101","0.0424242256128128"
"No","2011","Not Employed","Male","3145","0.923979504450045","0.915104860692699","0.93285414820739"
"No","2011","Not Employed","Female","4379","0.926455233810783","0.919008510851585","0.933901956769982"
"No","2011","Employed","Male","6289","0.980010883011225","0.976585337631249","0.983436428391202"
"No","2011","Employed","Female","6097","0.962279916004289","0.957575774387187","0.96698405762139"
"Yes","2012","Not Employed","Male","","","",""
"Yes","2012","Not Employed","Female","","","",""
"Yes","2012","Employed","Male","","","",""
"Yes","2012","Employed","Female","","","",""
"No","2012","Not Employed","Male","","","",""
"No","2012","Not Employed","Female","","","",""
"No","2012","Employed","Male","","","",""
"No","2012","Employed","Female","","","",""
"Yes","2013","Not Employed","Male","323","0.103500194668527","0.0929296240338096","0.114070765303245"
"Yes","2013","Not Employed","Female","367","0.09889689878837","0.0898535962991756","0.107940201277564"
"Yes","2013","Employed","Male","151","0.0267209877974033","0.0225285561573672","0.0309134194374394"
"Yes","2013","Employed","Female","208","0.0401820482745195","0.0351756190485722","0.0451884775004668"
"No","2013","Not Employed","Male","2867","0.896499805331473","0.885929234696755","0.90707037596619"
"No","2013","Not Employed","Female","3819","0.90110310121163","0.892059798722436","0.910146403700824"
"No","2013","Employed","Male","5533","0.973279012202597","0.969086580562561","0.977471443842633"
"No","2013","Employed","Female","5703","0.95981795172548","0.954811522499533","0.964824380951428"
"Yes","2014","Not Employed","Male","","","",""
"Yes","2014","Not Employed","Female","","","",""
"Yes","2014","Employed","Male","","","",""
"Yes","2014","Employed","Female","","","",""
"No","2014","Not Employed","Male","","","",""
"No","2014","Not Employed","Female","","","",""
"No","2014","Employed","Male","","","",""
"No","2014","Employed","Female","","","",""
"Yes","2015","Not Employed","Male","327","0.10685737885185","0.0965352703355405","0.117179487368159"
"Yes","2015","Not Employed","Female","422","0.100943393814723","0.0926477906696071","0.10923899695984"
"Yes","2015","Employed","Male","161","0.0221256996273541","0.0189176582715499","0.0253337409831583"
"Yes","2015","Employed","Female","262","0.0369363414081293","0.0329471782913414","0.0409255045249172"
"No","2015","Not Employed","Male","3114","0.89314262114815","0.88282051263184","0.903464729664459"
