"ple0015","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","Male","274","0.0330021795373198","0.0289688685910264","0.0370354904836131"
"Yes","2009","no migration background","Female","360","0.0519711134473185","0.0471688313242019","0.056773395570435"
"Yes","2009","direct migration background","Male","22","","",""
"Yes","2009","direct migration background","Female","22","","",""
"Yes","2009","indirect migration background","Male","","","",""
"Yes","2009","indirect migration background","Female","5","","",""
"No","2009","no migration background","Male","7262","0.96699782046268","0.962964509516387","0.971031131408974"
"No","2009","no migration background","Female","7847","0.948028886552681","0.943226604429565","0.952831168675798"
"No","2009","direct migration background","Male","741","0.979432286197213","0.969361438216545","0.989503134177882"
"No","2009","direct migration background","Female","883","0.979417415021797","0.970167075548888","0.988667754494706"
"No","2009","indirect migration background","Male","345","1","1","1"
"No","2009","indirect migration background","Female","365","0.99270334288398","0.984031349450148","1.00137533631781"
"Yes","2010","no migration background","Male","","","",""
"Yes","2010","no migration background","Female","","","",""
"Yes","2010","direct migration background","Male","","","",""
"Yes","2010","direct migration background","Female","","","",""
"Yes","2010","indirect migration background","Male","","","",""
"Yes","2010","indirect migration background","Female","","","",""
"No","2010","no migration background","Male","","","",""
"No","2010","no migration background","Female","","","",""
"No","2010","direct migration background","Male","","","",""
"No","2010","direct migration background","Female","","","",""
"No","2010","indirect migration background","Male","","","",""
"No","2010","indirect migration background","Female","","","",""
"Yes","2011","no migration background","Male","371","0.0415081917956586","0.0372837350096533","0.0457326485816639"
"Yes","2011","no migration background","Female","493","0.05681725781501","0.0521565625464892","0.0614779530835309"
"Yes","2011","direct migration background","Male","32","0.0285296962223354","0.0176167335408516","0.0394426589038191"
"Yes","2011","direct migration background","Female","42","0.0416218113145321","0.0299561908052168","0.0532874318238474"
"Yes","2011","indirect migration background","Male","2","","",""
"Yes","2011","indirect migration background","Female","10","","",""
"No","2011","no migration background","Male","8193","0.958491808204341","0.954267351418336","0.962716264990347"
"No","2011","no migration background","Female","8984","0.94318274218499","0.938522046916469","0.947843437453511"
"No","2011","direct migration background","Male","862","0.971470303777665","0.960557341096181","0.982383266459148"
"No","2011","direct migration background","Female","1084","0.958378188685468","0.946712568176153","0.970043809194783"
"No","2011","indirect migration background","Male","379","0.994261524071029","0.986676897520069","1.00184615062199"
"No","2011","indirect migration background","Female","408","0.978272004780781","0.964295467367388","0.992248542194173"
"Yes","2012","no migration background","Male","","","",""
"Yes","2012","no migration background","Female","","","",""
"Yes","2012","direct migration background","Male","","","",""
"Yes","2012","direct migration background","Female","","","",""
"Yes","2012","indirect migration background","Male","","","",""
"Yes","2012","indirect migration background","Female","","","",""
"No","2012","no migration background","Male","","","",""
"No","2012","no migration background","Female","","","",""
"No","2012","direct migration background","Male","","","",""
"No","2012","direct migration background","Female","","","",""
"No","2012","indirect migration background","Male","","","",""
"No","2012","indirect migration background","Female","","","",""
"Yes","2013","no migration background","Male","444","0.0559109207629729","0.0508103039337725","0.0610115375921734"
"Yes","2013","no migration background","Female","526","0.0691126848899033","0.063802623165501","0.0744227466143057"
