"ple0015","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","1","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","2","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","5","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","1","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","1","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","2","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","12","","",""
"Yes","2009","35-65 y.","(1c) basic vocational qualification","89","1","1","1"
"Yes","2009","35-65 y.","(2b) intermediate general qualification","2","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","95","1","1","1"
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","28","","",""
"Yes","2009","35-65 y.","(3a) lower tertiary education","29","","",""
"Yes","2009","35-65 y.","(3b) higher tertiary education","45","1","1","1"
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","3","","",""
"Yes","2009","66 and older","(1b) general elementary school","33","1","1","1"
"Yes","2009","66 and older","(1c) basic vocational qualification","162","1","1","1"
"Yes","2009","66 and older","(2b) intermediate general qualification","2","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","51","1","1","1"
"Yes","2009","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","47","1","1","1"
"Yes","2009","66 and older","(3b) higher tertiary education","51","1","1","1"
