"ple0015","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(0) in school","Male","","","",""
"Yes","2009","(0) in school","Female","","","",""
"Yes","2009","(1a) inadequately completed","Male","2","","",""
"Yes","2009","(1a) inadequately completed","Female","3","","",""
"Yes","2009","(1b) general elementary school","Male","8","","",""
"Yes","2009","(1b) general elementary school","Female","37","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Male","121","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Female","131","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Male","","","",""
"Yes","2009","(2b) intermediate general qualification","Female","6","","",""
"Yes","2009","(2a) intermediate vocational","Male","53","1","1","1"
"Yes","2009","(2a) intermediate vocational","Female","98","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2009","(2c_gen) general maturity certificate","Female","6","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Male","16","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Female","25","","",""
"Yes","2009","(3a) lower tertiary education","Male","41","1","1","1"
"Yes","2009","(3a) lower tertiary education","Female","36","1","1","1"
"Yes","2009","(3b) higher tertiary education","Male","54","1","1","1"
"Yes","2009","(3b) higher tertiary education","Female","43","1","1","1"
"Yes","2010","(0) in school","Male","","","",""
"Yes","2010","(0) in school","Female","","","",""
"Yes","2010","(1a) inadequately completed","Male","","","",""
"Yes","2010","(1a) inadequately completed","Female","","","",""
"Yes","2010","(1b) general elementary school","Male","","","",""
"Yes","2010","(1b) general elementary school","Female","","","",""
"Yes","2010","(1c) basic vocational qualification","Male","","","",""
"Yes","2010","(1c) basic vocational qualification","Female","","","",""
"Yes","2010","(2b) intermediate general qualification","Male","","","",""
"Yes","2010","(2b) intermediate general qualification","Female","","","",""
"Yes","2010","(2a) intermediate vocational","Male","","","",""
"Yes","2010","(2a) intermediate vocational","Female","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2010","(3a) lower tertiary education","Male","","","",""
"Yes","2010","(3a) lower tertiary education","Female","","","",""
"Yes","2010","(3b) higher tertiary education","Male","","","",""
"Yes","2010","(3b) higher tertiary education","Female","","","",""
"Yes","2011","(0) in school","Male","1","","",""
"Yes","2011","(0) in school","Female","1","","",""
"Yes","2011","(1a) inadequately completed","Male","4","","",""
"Yes","2011","(1a) inadequately completed","Female","11","","",""
"Yes","2011","(1b) general elementary school","Male","17","","",""
"Yes","2011","(1b) general elementary school","Female","61","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","156","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","167","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","","","",""
"Yes","2011","(2b) intermediate general qualification","Female","12","","",""
"Yes","2011","(2a) intermediate vocational","Male","76","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","128","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","4","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","6","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Male","22","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Female","42","1","1","1"
"Yes","2011","(3a) lower tertiary education","Male","52","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","42","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","72","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","74","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","1","","",""
"Yes","2013","(0) in school","Female","","","",""
"Yes","2013","(1a) inadequately completed","Male","7","","",""
"Yes","2013","(1a) inadequately completed","Female","5","","",""
"Yes","2013","(1b) general elementary school","Male","18","","",""
"Yes","2013","(1b) general elementary school","Female","63","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","178","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","179","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","5","","",""
"Yes","2013","(2b) intermediate general qualification","Female","12","","",""
"Yes","2013","(2a) intermediate vocational","Male","87","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","139","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","1","","",""
"Yes","2013","(2c_gen) general maturity certificate","Female","6","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Male","27","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Female","39","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","59","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","48","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","89","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","81","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","","","",""
"Yes","2015","(0) in school","Female","","","",""
"Yes","2015","(1a) inadequately completed","Male","8","","",""
"Yes","2015","(1a) inadequately completed","Female","10","","",""
"Yes","2015","(1b) general elementary school","Male","18","","",""
"Yes","2015","(1b) general elementary school","Female","60","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","168","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","203","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","5","","",""
"Yes","2015","(2b) intermediate general qualification","Female","14","","",""
"Yes","2015","(2a) intermediate vocational","Male","98","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","176","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","4","","",""
"Yes","2015","(2c_gen) general maturity certificate","Female","10","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","Male","24","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","Female","54","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","64","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","54","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","94","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","95","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","1","","",""
"Yes","2017","(0) in school","Female","","","",""
"Yes","2017","(1a) inadequately completed","Male","7","","",""
"Yes","2017","(1a) inadequately completed","Female","9","","",""
"Yes","2017","(1b) general elementary school","Male","20","","",""
"Yes","2017","(1b) general elementary school","Female","57","1","1","1"
