"ple0015","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","Male","","","",""
"Yes","2009","in school","Female","","","",""
"Yes","2009","inadequately","Male","1","","",""
"Yes","2009","inadequately","Female","1","","",""
"Yes","2009","general elemantary","Male","8","","",""
"Yes","2009","general elemantary","Female","43","0.0384352933792576","0.0277822475915303","0.0490883391669848"
"Yes","2009","middle vocational","Male","145","0.0303634429802557","0.0252319173173091","0.0354949686432023"
"Yes","2009","middle vocational","Female","222","0.0547563785898222","0.0483310685514718","0.0611816886281725"
"Yes","2009","vocational + Abi","Male","7","","",""
"Yes","2009","vocational + Abi","Female","21","","",""
"Yes","2009","higher vocational","Male","40","0.0506872407338649","0.0353617387399857","0.0660127427277441"
"Yes","2009","higher vocational","Female","20","","",""
"Yes","2009","higher education","Male","95","0.0364584180269511","0.028612171363658","0.0443046646902442"
"Yes","2009","higher education","Female","79","0.0396008822038779","0.0307309470285405","0.0484708173792154"
"No","2009","in school","Male","169","1","1","1"
"No","2009","in school","Female","144","1","1","1"
"No","2009","inadequately","Male","69","0.987354774299442","0.961179033653806","1.01353051494508"
"No","2009","inadequately","Female","98","0.995031035614943","0.981180015845602","1.00888205538428"
"No","2009","general elemantary","Male","553","0.985430921517569","0.975515851288909","0.99534599174623"
"No","2009","general elemantary","Female","1208","0.961564706620742","0.950911660833015","0.97221775240847"
"No","2009","middle vocational","Male","4150","0.969636557019744","0.964505031356798","0.974768082682691"
"No","2009","middle vocational","Female","4594","0.945243621410178","0.938818311371827","0.951668931448528"
"No","2009","vocational + Abi","Male","386","0.989843648687443","0.979930674537465","0.999756622837422"
"No","2009","vocational + Abi","Female","589","0.954506764529597","0.937970169489089","0.971043359570106"
"No","2009","higher vocational","Male","747","0.949312759266135","0.933987257272256","0.964638261260014"
"No","2009","higher vocational","Female","531","0.962147671158057","0.946213133743013","0.978082208573101"
"No","2009","higher education","Male","2097","0.963541581973049","0.955695335309756","0.971387828636342"
"No","2009","higher education","Female","1778","0.960399117796122","0.951529182620785","0.969269052971459"
"Yes","2010","in school","Male","","","",""
"Yes","2010","in school","Female","","","",""
"Yes","2010","inadequately","Male","","","",""
"Yes","2010","inadequately","Female","","","",""
"Yes","2010","general elemantary","Male","","","",""
"Yes","2010","general elemantary","Female","","","",""
"Yes","2010","middle vocational","Male","","","",""
"Yes","2010","middle vocational","Female","","","",""
"Yes","2010","vocational + Abi","Male","","","",""
"Yes","2010","vocational + Abi","Female","","","",""
"Yes","2010","higher vocational","Male","","","",""
"Yes","2010","higher vocational","Female","","","",""
"Yes","2010","higher education","Male","","","",""
"Yes","2010","higher education","Female","","","",""
"No","2010","in school","Male","","","",""
"No","2010","in school","Female","","","",""
"No","2010","inadequately","Male","","","",""
"No","2010","inadequately","Female","","","",""
"No","2010","general elemantary","Male","","","",""
"No","2010","general elemantary","Female","","","",""
"No","2010","middle vocational","Male","","","",""
"No","2010","middle vocational","Female","","","",""
"No","2010","vocational + Abi","Male","","","",""
"No","2010","vocational + Abi","Female","","","",""
"No","2010","higher vocational","Male","","","",""
"No","2010","higher vocational","Female","","","",""
"No","2010","higher education","Male","","","",""
"No","2010","higher education","Female","","","",""
"Yes","2011","in school","Male","1","","",""
"Yes","2011","in school","Female","1","","",""
"Yes","2011","inadequately","Male","1","","",""
"Yes","2011","inadequately","Female","10","","",""
"Yes","2011","general elemantary","Male","17","","",""
"Yes","2011","general elemantary","Female","73","0.0476346330136118","0.0369165156230326","0.0583527504041911"
