"ple0015","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","direct migration background","313","0.934518228179125","0.908262443565222","0.960774012793027","2"
"No","2009","66 and older","indirect migration background","6","","","","2"
"No","2009","16-34 y.","no migration background","3180","0.997557487285694","0.995844555247576","0.999270419323811","2"
"No","2009","16-34 y.","indirect migration background","517","0.997880176325942","0.99391947332237","1.00184087932952","2"
"No","2009","35-65 y.","no migration background","8394","0.964979017375449","0.961111909281807","0.968846125469091","2"
"No","2009","35-65 y.","direct migration background","1013","0.985711249412937","0.978460007603543","0.99296249122233","2"
"No","2009","66 and older","no migration background","3535","0.909081439760576","0.900026030416138","0.918136849105014","2"
"No","2009","16-34 y.","direct migration background","298","1","1","1","2"
"No","2009","35-65 y.","indirect migration background","187","0.991246241001238","0.978035734260538","1.00445674774194","2"
"Yes","2009","16-34 y.","no migration background","10","","","","1"
"Yes","2009","16-34 y.","direct migration background","","","","","1"
"Yes","2009","16-34 y.","indirect migration background","1","","","","1"
"Yes","2009","35-65 y.","no migration background","287","0.0350209826245511","0.0311538745309094","0.0388880907181927","1"
"Yes","2009","35-65 y.","direct migration background","16","","","","1"
"Yes","2009","35-65 y.","indirect migration background","4","","","","1"
"Yes","2009","66 and older","no migration background","337","0.0909185602394238","0.0818631508949861","0.0999739695838615","1"
"Yes","2009","66 and older","direct migration background","28","","","","1"
"Yes","2009","66 and older","indirect migration background","","","","","1"
"No","2010","16-34 y.","no migration background","","","","","2"
"No","2010","16-34 y.","indirect migration background","","","","","2"
"No","2010","35-65 y.","no migration background","","","","","2"
"No","2010","35-65 y.","direct migration background","","","","","2"
"No","2010","66 and older","no migration background","","","","","2"
"No","2010","66 and older","direct migration background","","","","","2"
"No","2010","66 and older","indirect migration background","","","","","2"
"No","2010","16-34 y.","direct migration background","","","","","2"
"No","2010","35-65 y.","indirect migration background","","","","","2"
"Yes","2010","16-34 y.","no migration background","","","","","1"
"Yes","2010","16-34 y.","direct migration background","","","","","1"
"Yes","2010","16-34 y.","indirect migration background","","","","","1"
"Yes","2010","35-65 y.","no migration background","","","","","1"
"Yes","2010","35-65 y.","direct migration background","","","","","1"
"Yes","2010","35-65 y.","indirect migration background","","","","","1"
"Yes","2010","66 and older","no migration background","","","","","1"
"Yes","2010","66 and older","direct migration background","","","","","1"
"Yes","2010","66 and older","indirect migration background","","","","","1"
"No","2011","16-34 y.","no migration background","3402","0.996977157340282","0.995136217759725","0.998818096920838","2"
"No","2011","16-34 y.","direct migration background","366","0.988948212083218","0.978281318710117","0.999615105456319","2"
"No","2011","16-34 y.","indirect migration background","521","0.997764956983954","0.993713885506837","1.00181602846107","2"
"No","2011","35-65 y.","no migration background","9462","0.958090983207919","0.9541364002813","0.962045566134539","2"
"No","2011","35-65 y.","direct migration background","1193","0.968940806314631","0.959242054162627","0.978639558466635","2"
"No","2011","66 and older","no migration background","4313","0.905158895226646","0.896837155865209","0.913480634588083","2"
"No","2011","66 and older","direct migration background","387","0.927556218792378","0.902824030660456","0.9522884069243","2"
"No","2011","66 and older","indirect migration background","6","","","","2"
"No","2011","35-65 y.","indirect migration background","260","0.954361612382483","0.929513976572894","0.979209248192073","2"
"Yes","2011","16-34 y.","no migration background","14","","","","1"
"Yes","2011","16-34 y.","direct migration background","3","","","","1"
"Yes","2011","16-34 y.","indirect migration background","1","","","","1"
"Yes","2011","35-65 y.","no migration background","401","0.0419090167920807","0.0379544338654611","0.0458635997187002","1"
"Yes","2011","35-65 y.","direct migration background","36","0.031059193685369","0.0213604415333654","0.0407579458373725","1"
"Yes","2011","35-65 y.","indirect migration background","11","","","","1"
"Yes","2011","66 and older","no migration background","449","0.094841104773354","0.0865193654119169","0.103162844134791","1"
"Yes","2011","66 and older","direct migration background","35","0.0724437812076219","0.0477115930757002","0.0971759693395437","1"
"Yes","2011","66 and older","indirect migration background","","","","","1"
"No","2012","16-34 y.","no migration background","","","","","2"
"No","2012","16-34 y.","direct migration background","","","","","2"
"No","2012","16-34 y.","indirect migration background","","","","","2"
"No","2012","35-65 y.","no migration background","","","","","2"
"No","2012","35-65 y.","direct migration background","","","","","2"
"No","2012","66 and older","no migration background","","","","","2"
"No","2012","66 and older","direct migration background","","","","","2"
"No","2012","66 and older","indirect migration background","","","","","2"
"No","2012","35-65 y.","indirect migration background","","","","","2"
"Yes","2012","16-34 y.","no migration background","","","","","1"
"Yes","2012","16-34 y.","direct migration background","","","","","1"
"Yes","2012","16-34 y.","indirect migration background","","","","","1"
"Yes","2012","35-65 y.","no migration background","","","","","1"
"Yes","2012","35-65 y.","direct migration background","","","","","1"
"Yes","2012","35-65 y.","indirect migration background","","","","","1"
"Yes","2012","66 and older","no migration background","","","","","1"
"Yes","2012","66 and older","direct migration background","","","","","1"
"Yes","2012","66 and older","indirect migration background","","","","","1"
"No","2013","16-34 y.","no migration background","2980","0.994795527695861","0.992219873589243","0.997371181802478","2"
"No","2013","16-34 y.","direct migration background","285","0.998820452723022","0.994842437286825","1.00279846815922","2"
"No","2013","16-34 y.","indirect migration background","425","1","1","1","2"
"No","2013","35-65 y.","no migration background","8527","0.95044248187004","0.945943678355619","0.95494128538446","2"
"No","2013","35-65 y.","direct migration background","1004","0.959310820657382","0.947268589525164","0.971353051789599","2"
"No","2013","35-65 y.","indirect migration background","278","0.966869047695397","0.946126320157198","0.987611775233596","2"
"No","2013","66 and older","no migration background","4082","0.877695895601648","0.868249358027007","0.88714243317629","2"
"No","2013","66 and older","direct migration background","336","0.897180917383864","0.866481435583209","0.927880399184519","2"
"No","2013","66 and older","indirect migration background","5","","","","2"
"Yes","2013","16-34 y.","no migration background","18","","","","1"
"Yes","2013","16-34 y.","direct migration background","1","","","","1"
"Yes","2013","16-34 y.","indirect migration background","","","","","1"
"Yes","2013","35-65 y.","no migration background","413","0.0495575181299602","0.0450587146155399","0.0540563216443805","1"
"Yes","2013","35-65 y.","direct migration background","30","0.0406891793426182","0.0286469482104009","0.0527314104748356","1"
"Yes","2013","35-65 y.","indirect migration background","8","","","","1"
"Yes","2013","66 and older","no migration background","539","0.122304104398352","0.11285756682371","0.131750641972993","1"
"Yes","2013","66 and older","direct migration background","40","0.102819082616136","0.0721196008154808","0.133518564416791","1"
"Yes","2013","66 and older","indirect migration background","","","","","1"
"No","2014","16-34 y.","no migration background","","","","","2"
"No","2014","16-34 y.","direct migration background","","","","","2"
"No","2014","16-34 y.","indirect migration background","","","","","2"
"No","2014","35-65 y.","no migration background","","","","","2"
"No","2014","35-65 y.","direct migration background","","","","","2"
"No","2014","35-65 y.","indirect migration background","","","","","2"
"No","2014","66 and older","no migration background","","","","","2"
"No","2014","66 and older","direct migration background","","","","","2"
"No","2014","66 and older","indirect migration background","","","","","2"
"Yes","2014","16-34 y.","no migration background","","","","","1"
"Yes","2014","16-34 y.","direct migration background","","","","","1"
"Yes","2014","16-34 y.","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","","","","","1"
"Yes","2014","35-65 y.","direct migration background","","","","","1"
"Yes","2014","35-65 y.","indirect migration background","","","","","1"
"Yes","2014","66 and older","no migration background","","","","","1"
"Yes","2014","66 and older","direct migration background","","","","","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"No","2015","16-34 y.","no migration background","3709","0.992516773612067","0.989751802214712","0.995281745009422","2"
"No","2015","16-34 y.","direct migration background","1073","0.993971943061028","0.989355452530549","0.998588433591507","2"
"No","2015","16-34 y.","indirect migration background","954","0.995861895057786","0.991796847375642","0.999926942739929","2"
"No","2015","35-65 y.","no migration background","10522","0.950545729598007","0.946487541431885","0.954603917764129","2"
"No","2015","35-65 y.","direct migration background","2752","0.971665140608992","0.96553451370813","0.977795767509854","2"
"No","2015","35-65 y.","indirect migration background","654","0.970209551306984","0.957336485636124","0.983082616977845","2"
"No","2015","66 and older","no migration background","3946","0.872600001447928","0.862878815810486","0.882321187085369","2"
"No","2015","66 and older","direct migration background","384","0.915578435173123","0.889208526238592","0.941948344107655","2"
"No","2015","66 and older","indirect migration background","4","","","","2"
