"ple0015","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","no migration background","21","","",""
"Yes","2009","Schleswig-Holstein","direct migration background","","","",""
"Yes","2009","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2009","Hamburg","no migration background","16","","",""
"Yes","2009","Hamburg","direct migration background","","","",""
"Yes","2009","Hamburg","indirect migration background","","","",""
"Yes","2009","Lower Saxony","no migration background","66","0.0428094507103781","0.0324614022859778","0.0531574991347783"
"Yes","2009","Lower Saxony","direct migration background","4","","",""
"Yes","2009","Lower Saxony","indirect migration background","","","",""
"Yes","2009","Bremen","no migration background","6","","",""
"Yes","2009","Bremen","direct migration background","","","",""
"Yes","2009","Bremen","indirect migration background","","","",""
"Yes","2009","North Rhine-Westphalia","no migration background","121","0.045771592352596","0.0382943875757709","0.0532487971294211"
"Yes","2009","North Rhine-Westphalia","direct migration background","9","","",""
"Yes","2009","North Rhine-Westphalia","indirect migration background","2","","",""
"Yes","2009","Hesse","no migration background","37","0.0338899109075611","0.0226973425128519","0.0450824793022704"
"Yes","2009","Hesse","direct migration background","4","","",""
"Yes","2009","Hesse","indirect migration background","1","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","33","0.041256007746524","0.0277905534727287","0.0547214620203193"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2009","Baden-Württemberg","no migration background","67","0.0382422353839702","0.0288772995391438","0.0476071712287966"
"Yes","2009","Baden-Württemberg","direct migration background","10","","",""
"Yes","2009","Baden-Württemberg","indirect migration background","","","",""
"Yes","2009","Bavaria","no migration background","89","0.0444910727207264","0.0359564544730782","0.0530256909683746"
"Yes","2009","Bavaria","direct migration background","7","","",""
"Yes","2009","Bavaria","indirect migration background","2","","",""
"Yes","2009","Berlin","no migration background","34","0.057607540859386","0.0391777895511854","0.0760372921675867"
"Yes","2009","Berlin","direct migration background","1","","",""
"Yes","2009","Berlin","indirect migration background","","","",""
"Yes","2009","Brandenburg","no migration background","23","","",""
"Yes","2009","Brandenburg","direct migration background","1","","",""
"Yes","2009","Brandenburg","indirect migration background","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","17","","",""
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2009","Saxony","no migration background","48","0.0368477514510207","0.0267648233785351","0.0469306795235062"
"Yes","2009","Saxony","direct migration background","1","","",""
"Yes","2009","Saxony","indirect migration background","","","",""
"Yes","2009","Saxony-Anhalt","no migration background","28","","",""
"Yes","2009","Saxony-Anhalt","direct migration background","1","","",""
"Yes","2009","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2009","Thuringia","no migration background","28","","",""
"Yes","2009","Thuringia","direct migration background","1","","",""
"Yes","2009","Thuringia","indirect migration background","","","",""
"No","2009","Schleswig-Holstein","no migration background","441","0.94875699594876","0.928651171337109","0.968862820560411"
"No","2009","Schleswig-Holstein","direct migration background","45","1","1","1"
"No","2009","Schleswig-Holstein","indirect migration background","9","","",""
"No","2009","Hamburg","no migration background","234","0.949180749028194","0.921955824955751","0.976405673100638"
"No","2009","Hamburg","direct migration background","13","","",""
"No","2009","Hamburg","indirect migration background","8","","",""
"No","2009","Lower Saxony","no migration background","1404","0.957190549289622","0.946842500865222","0.967538597714022"
"No","2009","Lower Saxony","direct migration background","128","0.982809922706912","0.960636394308123","1.0049834511057"
"No","2009","Lower Saxony","indirect migration background","45","1","1","1"
"No","2009","Bremen","no migration background","107","0.924505537298992","0.875795195511865","0.973215879086119"
"No","2009","Bremen","direct migration background","5","","",""
"No","2009","Bremen","indirect migration background","2","","",""
"No","2009","North Rhine-Westphalia","no migration background","2880","0.954228407647404","0.946751202870579","0.961705612424229"
"No","2009","North Rhine-Westphalia","direct migration background","438","0.979156687497085","0.965913156369663","0.992400218624507"
"No","2009","North Rhine-Westphalia","indirect migration background","195","0.995724916942527","0.986614107907294","1.00483572597776"
"No","2009","Hesse","no migration background","967","0.966110089092439","0.95491752069773","0.977302657487148"
"No","2009","Hesse","direct migration background","157","0.978784943142969","0.956526186928431","1.00104369935751"
"No","2009","Hesse","indirect migration background","60","0.994880066246275","0.976969854969186","1.01279027752336"
"No","2009","Rhineland-Palatinate,Saarland","no migration background","805","0.958743992253476","0.945278537979681","0.972209446527271"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","130","0.991883194905285","0.976634063900741","1.00713232590983"
