"ple0015","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Mecklenburg-Western Pomerania","457","0.953284112533424","0.934326305690598","0.972241919376251","2"
"No","2009","Lower Saxony","1577","0.960815690256153","0.951444873723116","0.97018650678919","2"
"No","2009","Bremen","114","0.929882751418925","0.884196660790384","0.975568842047467","2"
"No","2009","Schleswig-Holstein","495","0.955101619102532","0.937234136379168","0.972969101825895","2"
"No","2009","Hamburg","255","0.952467887783943","0.927135147323986","0.9778006282439","2"
"No","2009","Brandenburg","771","0.967642562907352","0.955342450907008","0.979942674907696","2"
"No","2009","North Rhine-Westphalia","3513","0.960478778275251","0.954153809406804","0.966803747143698","2"
"No","2009","Saxony","1325","0.963935543228372","0.954076871194505","0.973794215262239","2"
"No","2009","Thuringia","796","0.971371462919387","0.959992220093609","0.982750705745166","2"
"No","2009","Saxony-Anhalt","743","0.958082455051759","0.943946055753536","0.972218854349983","2"
"No","2009","Baden-Württemberg","2041","0.965503189007978","0.957730855208719","0.973275522807237","2"
"No","2009","Bavaria","2530","0.962377901816258","0.955102956421375","0.969652847211141","2"
"No","2009","Berlin","651","0.949814003684343","0.933476090178552","0.966151917190134","2"
"No","2009","Hesse","1184","0.970620614130882","0.96116806446539","0.980073163796373","2"
"No","2009","Rhineland-Palatinate,Saarland","991","0.966499148831803","0.955494111303127","0.977504186360479","2"
"Yes","2009","Schleswig-Holstein","21","","","","1"
"Yes","2009","Hamburg","16","","","","1"
"Yes","2009","Lower Saxony","70","0.0391843097438468","0.0298134932108098","0.0485551262768838","1"
"Yes","2009","Bremen","6","","","","1"
"Yes","2009","North Rhine-Westphalia","132","0.0395212217247491","0.0331962528563024","0.0458461905931957","1"
"Yes","2009","Hesse","42","0.0293793858691182","0.0199268362036269","0.0388319355346095","1"
"Yes","2009","Rhineland-Palatinate,Saarland","36","0.0335008511681969","0.0224958136395207","0.0445058886968732","1"
"Yes","2009","Baden-Württemberg","77","0.0344968109920221","0.0267244771927633","0.0422691447912809","1"
"Yes","2009","Bavaria","98","0.0376220981837419","0.0303471527888586","0.0448970435786252","1"
"Yes","2009","Berlin","35","0.0501859963156569","0.0338480828098656","0.0665239098214481","1"
"Yes","2009","Brandenburg","24","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","19","","","","1"
"Yes","2009","Saxony","49","0.0360644567716279","0.026205784737761","0.0459231288054949","1"
"Yes","2009","Saxony-Anhalt","29","","","","1"
"Yes","2009","Thuringia","29","","","","1"
"No","2010","Mecklenburg-Western Pomerania","","","","","2"
"No","2010","Brandenburg","","","","","2"
"No","2010","Schleswig-Holstein","","","","","2"
"No","2010","Hamburg","","","","","2"
"No","2010","Lower Saxony","","","","","2"
"No","2010","Saxony","","","","","2"
"No","2010","North Rhine-Westphalia","","","","","2"
"No","2010","Saxony-Anhalt","","","","","2"
"No","2010","Thuringia","","","","","2"
"No","2010","Bremen","","","","","2"
"No","2010","Hesse","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","","","","","2"
"No","2010","Baden-Württemberg","","","","","2"
"No","2010","Bavaria","","","","","2"
"No","2010","Berlin","","","","","2"
"Yes","2010","Schleswig-Holstein","","","","","1"
"Yes","2010","Hamburg","","","","","1"
"Yes","2010","Lower Saxony","","","","","1"
"Yes","2010","Bremen","","","","","1"
"Yes","2010","North Rhine-Westphalia","","","","","1"
"Yes","2010","Hesse","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","2010","Baden-Württemberg","","","","","1"
"Yes","2010","Bavaria","","","","","1"
"Yes","2010","Berlin","","","","","1"
"Yes","2010","Brandenburg","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","","","","","1"
"Yes","2010","Saxony","","","","","1"
"Yes","2010","Saxony-Anhalt","","","","","1"
"Yes","2010","Thuringia","","","","","1"
"No","2011","North Rhine-Westphalia","3963","0.951592080486909","0.945066093621228","0.95811806735259","2"
"No","2011","Hamburg","290","0.919404505966736","0.889343638494699","0.949465373438772","2"
"No","2011","Lower Saxony","1826","0.951195575755379","0.941558129163757","0.960833022347001","2"
"No","2011","Bremen","122","0.966715437710794","0.935518139622983","0.997912735798605","2"
"No","2011","Mecklenburg-Western Pomerania","494","0.931783907444505","0.910093613652434","0.953474201236575","2"
"No","2011","Schleswig-Holstein","619","0.942732328500686","0.924910984100877","0.960553672900496","2"
"No","2011","Thuringia","865","0.974837819019559","0.964548339353865","0.985127298685254","2"
"No","2011","Brandenburg","847","0.95217059901734","0.938142395268111","0.966198802766569","2"
"No","2011","Saxony","1361","0.970278088792648","0.961414185422681","0.979141992162615","2"
"No","2011","Saxony-Anhalt","821","0.936291429013699","0.920062385657348","0.95252047237005","2"
"No","2011","Hesse","1358","0.961188677552798","0.951132180988222","0.971245174117373","2"
"No","2011","Rhineland-Palatinate,Saarland","1161","0.958344865596364","0.947096434266206","0.969593296926522","2"
"No","2011","Baden-Württemberg","2389","0.955793061799344","0.947733858376111","0.963852265222578","2"
"No","2011","Bavaria","3056","0.958811057497887","0.951926720970112","0.965695394025663","2"
"No","2011","Berlin","738","0.938610876595362","0.921797469935202","0.955424283255521","2"
"Yes","2011","Schleswig-Holstein","34","0.0572676714993136","0.039446327099504","0.0750890158991232","1"
"Yes","2011","Hamburg","25","","","","1"
"Yes","2011","Lower Saxony","94","0.0488044242446213","0.0391669776529992","0.0584418708362434","1"
"Yes","2011","Bremen","5","","","","1"
"Yes","2011","North Rhine-Westphalia","192","0.0484079195130908","0.0418819326474097","0.054933906378772","1"
"Yes","2011","Hesse","59","0.0388113224472023","0.0287548258826266","0.0488678190117779","1"
"Yes","2011","Rhineland-Palatinate,Saarland","51","0.0416551344036357","0.0304067030734778","0.0529035657337936","1"
