"ple0015","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","in school","","","",""
"Yes","2009","no migration background","inadequately","1","","",""
"Yes","2009","no migration background","general elemantary","38","0.0349775531171542","0.0250019467617596","0.0449531594725487"
"Yes","2009","no migration background","middle vocational","353","0.0476172168222976","0.0430096662950528","0.0522247673495424"
"Yes","2009","no migration background","vocational + Abi","26","","",""
"Yes","2009","no migration background","higher vocational","50","0.0424058347610302","0.0310609435660923","0.0537507259559681"
"Yes","2009","no migration background","higher education","165","0.0417952687186119","0.0353180978728778","0.048272439564346"
"Yes","2009","direct migration background","in school","","","",""
"Yes","2009","direct migration background","inadequately","1","","",""
"Yes","2009","direct migration background","general elemantary","12","","",""
"Yes","2009","direct migration background","middle vocational","12","","",""
"Yes","2009","direct migration background","vocational + Abi","1","","",""
"Yes","2009","direct migration background","higher vocational","10","","",""
"Yes","2009","direct migration background","higher education","8","","",""
"Yes","2009","indirect migration background","in school","","","",""
"Yes","2009","indirect migration background","inadequately","","","",""
"Yes","2009","indirect migration background","general elemantary","1","","",""
"Yes","2009","indirect migration background","middle vocational","2","","",""
"Yes","2009","indirect migration background","vocational + Abi","1","","",""
"Yes","2009","indirect migration background","higher vocational","","","",""
"Yes","2009","indirect migration background","higher education","1","","",""
"No","2009","no migration background","in school","253","1","1","1"
"No","2009","no migration background","inadequately","67","0.993578150029062","0.974592532465258","1.01256376759286"
"No","2009","no migration background","general elemantary","1265","0.965022446882846","0.955046840527451","0.974998053238241"
"No","2009","no migration background","middle vocational","7853","0.952382783177702","0.947775232650458","0.956990333704947"
"No","2009","no migration background","vocational + Abi","770","0.962299205763968","0.9490673161066","0.975531095421337"
"No","2009","no migration background","higher vocational","1162","0.95759416523897","0.946249274044032","0.968939056433908"
"No","2009","no migration background","higher education","3502","0.958204731281388","0.951727560435654","0.964681902127122"
"No","2009","direct migration background","in school","11","","",""
"No","2009","direct migration background","inadequately","91","0.988977518683678","0.967642792532099","1.01031224483526"
"No","2009","direct migration background","general elemantary","351","0.971757783306112","0.954715680421126","0.988799886191097"
"No","2009","direct migration background","middle vocational","605","0.984643808845751","0.974941237586061","0.994346380105442"
"No","2009","direct migration background","vocational + Abi","169","0.996129388598093","0.986795313456744","1.00546346373944"
"No","2009","direct migration background","higher vocational","86","0.912781237183819","0.856339446003086","0.969223028364552"
"No","2009","direct migration background","higher education","286","0.982831392358293","0.96798293030167","0.997679854414917"
"No","2009","indirect migration background","in school","49","1","1","1"
"No","2009","indirect migration background","inadequately","9","","",""
"No","2009","indirect migration background","general elemantary","145","0.998272884671591","0.991537584279605","1.00500818506358"
"No","2009","indirect migration background","middle vocational","286","0.995868915775733","0.988461188919713","1.00327664263175"
"No","2009","indirect migration background","vocational + Abi","36","0.98202624650008","0.93921792818945","1.02483456481071"
"No","2009","indirect migration background","higher vocational","30","1","1","1"
"No","2009","indirect migration background","higher education","87","0.994529078233421","0.979117548447064","1.00994060801978"
"Yes","2010","no migration background","in school","","","",""
"Yes","2010","no migration background","inadequately","","","",""
"Yes","2010","no migration background","general elemantary","","","",""
"Yes","2010","no migration background","middle vocational","","","",""
"Yes","2010","no migration background","vocational + Abi","","","",""
"Yes","2010","no migration background","higher vocational","","","",""
"Yes","2010","no migration background","higher education","","","",""
"Yes","2010","direct migration background","in school","","","",""
"Yes","2010","direct migration background","inadequately","","","",""
"Yes","2010","direct migration background","general elemantary","","","",""
"Yes","2010","direct migration background","middle vocational","","","",""
"Yes","2010","direct migration background","vocational + Abi","","","",""
"Yes","2010","direct migration background","higher vocational","","","",""
"Yes","2010","direct migration background","higher education","","","",""
"Yes","2010","indirect migration background","in school","","","",""
"Yes","2010","indirect migration background","inadequately","","","",""
"Yes","2010","indirect migration background","general elemantary","","","",""
"Yes","2010","indirect migration background","middle vocational","","","",""
"Yes","2010","indirect migration background","vocational + Abi","","","",""
"Yes","2010","indirect migration background","higher vocational","","","",""
"Yes","2010","indirect migration background","higher education","","","",""
"No","2010","no migration background","in school","","","",""
"No","2010","no migration background","inadequately","","","",""
"No","2010","no migration background","general elemantary","","","",""
"No","2010","no migration background","middle vocational","","","",""
"No","2010","no migration background","vocational + Abi","","","",""
"No","2010","no migration background","higher vocational","","","",""
"No","2010","no migration background","higher education","","","",""
"No","2010","direct migration background","in school","","","",""
"No","2010","direct migration background","inadequately","","","",""
"No","2010","direct migration background","general elemantary","","","",""
"No","2010","direct migration background","middle vocational","","","",""
"No","2010","direct migration background","vocational + Abi","","","",""
"No","2010","direct migration background","higher vocational","","","",""
"No","2010","direct migration background","higher education","","","",""
"No","2010","indirect migration background","in school","","","",""
"No","2010","indirect migration background","inadequately","","","",""
"No","2010","indirect migration background","general elemantary","","","",""
"No","2010","indirect migration background","middle vocational","","","",""
"No","2010","indirect migration background","vocational + Abi","","","",""
"No","2010","indirect migration background","higher vocational","","","",""
"No","2010","indirect migration background","higher education","","","",""
"Yes","2011","no migration background","in school","2","","",""
"Yes","2011","no migration background","inadequately","8","","",""
"Yes","2011","no migration background","general elemantary","70","0.0431503237348892","0.0333070936319823","0.0529935538377961"
"Yes","2011","no migration background","middle vocational","461","0.054134855231479","0.0495693986769225","0.0587003117860355"
"Yes","2011","no migration background","vocational + Abi","35","0.0388378874905872","0.0265647460816564","0.051111028899518"
"Yes","2011","no migration background","higher vocational","65","0.0415968478104877","0.0308418970644051","0.0523517985565702"
"Yes","2011","no migration background","higher education","221","0.0496906975220226","0.0430552606794309","0.0563261343646144"
"Yes","2011","direct migration background","in school","","","",""
"Yes","2011","direct migration background","inadequately","2","","",""
"Yes","2011","direct migration background","general elemantary","18","","",""
"Yes","2011","direct migration background","middle vocational","23","","",""
"Yes","2011","direct migration background","vocational + Abi","6","","",""
"Yes","2011","direct migration background","higher vocational","8","","",""
"Yes","2011","direct migration background","higher education","17","","",""
"Yes","2011","indirect migration background","in school","","","",""
"Yes","2011","indirect migration background","inadequately","1","","",""
"Yes","2011","indirect migration background","general elemantary","2","","",""
"Yes","2011","indirect migration background","middle vocational","6","","",""
"Yes","2011","indirect migration background","vocational + Abi","1","","",""
"Yes","2011","indirect migration background","higher vocational","","","",""
"Yes","2011","indirect migration background","higher education","2","","",""
"No","2011","no migration background","in school","240","0.989948073049876","0.977379925309909","1.00251622078984"
"No","2011","no migration background","inadequately","112","0.945593498259488","0.905011343019667","0.98617565349931"
"No","2011","no migration background","general elemantary","1567","0.956849676265111","0.947006446162204","0.966692906368018"
"No","2011","no migration background","middle vocational","8976","0.945865144768521","0.941299688213964","0.950430601323078"
"No","2011","no migration background","vocational + Abi","917","0.961162112509413","0.948888971100482","0.973435253918344"
"No","2011","no migration background","higher vocational","1259","0.958403152189512","0.94764820144343","0.969158102935595"
"No","2011","no migration background","higher education","3899","0.950309302477977","0.943673865635386","0.956944739320569"
"No","2011","direct migration background","in school","13","","",""
"No","2011","direct migration background","inadequately","96","0.950956002966015","0.908198907637667","0.993713098294363"
"No","2011","direct migration background","general elemantary","401","0.955546223232751","0.935811944326687","0.975280502138816"
"No","2011","direct migration background","middle vocational","749","0.975561947242432","0.964670134507686","0.986453759977177"
"No","2011","direct migration background","vocational + Abi","205","0.970960479193391","0.948303481376562","0.993617477010221"
"No","2011","direct migration background","higher vocational","86","0.918136730942612","0.862714706317399","0.973558755567825"
"No","2011","direct migration background","higher education","354","0.956398865003625","0.935619629770264","0.977178100236985"
"No","2011","indirect migration background","in school","58","1","1","1"
"No","2011","indirect migration background","inadequately","14","","",""
"No","2011","indirect migration background","general elemantary","130","0.987627636267644","0.968770137757658","1.00648513477763"
"No","2011","indirect migration background","middle vocational","333","0.980432319926616","0.965687932935282","0.995176706917949"
"No","2011","indirect migration background","vocational + Abi","45","0.995568183326916","0.976372853753673","1.01476351290016"
"No","2011","indirect migration background","higher vocational","36","1","1","1"
"No","2011","indirect migration background","higher education","107","0.9927605212685","0.976845371146095","1.0086756713909"
"Yes","2012","no migration background","in school","","","",""
"Yes","2012","no migration background","inadequately","","","",""
"Yes","2012","no migration background","general elemantary","","","",""
"Yes","2012","no migration background","middle vocational","","","",""
"Yes","2012","no migration background","vocational + Abi","","","",""
"Yes","2012","no migration background","higher vocational","","","",""
"Yes","2012","no migration background","higher education","","","",""
"Yes","2012","direct migration background","in school","","","",""
"Yes","2012","direct migration background","inadequately","","","",""
"Yes","2012","direct migration background","general elemantary","","","",""
"Yes","2012","direct migration background","middle vocational","","","",""
"Yes","2012","direct migration background","vocational + Abi","","","",""
"Yes","2012","direct migration background","higher vocational","","","",""
"Yes","2012","direct migration background","higher education","","","",""
"Yes","2012","indirect migration background","in school","","","",""
"Yes","2012","indirect migration background","inadequately","","","",""
"Yes","2012","indirect migration background","general elemantary","","","",""
"Yes","2012","indirect migration background","middle vocational","","","",""
"Yes","2012","indirect migration background","vocational + Abi","","","",""
"Yes","2012","indirect migration background","higher vocational","","","",""
"Yes","2012","indirect migration background","higher education","","","",""
"No","2012","no migration background","in school","","","",""
"No","2012","no migration background","inadequately","","","",""
"No","2012","no migration background","general elemantary","","","",""
"No","2012","no migration background","middle vocational","","","",""
"No","2012","no migration background","vocational + Abi","","","",""
"No","2012","no migration background","higher vocational","","","",""
"No","2012","no migration background","higher education","","","",""
"No","2012","direct migration background","in school","","","",""
"No","2012","direct migration background","inadequately","","","",""
"No","2012","direct migration background","general elemantary","","","",""
"No","2012","direct migration background","middle vocational","","","",""
"No","2012","direct migration background","vocational + Abi","","","",""
"No","2012","direct migration background","higher vocational","","","",""
"No","2012","direct migration background","higher education","","","",""
"No","2012","indirect migration background","in school","","","",""
"No","2012","indirect migration background","inadequately","","","",""
"No","2012","indirect migration background","general elemantary","","","",""
"No","2012","indirect migration background","middle vocational","","","",""
"No","2012","indirect migration background","vocational + Abi","","","",""
"No","2012","indirect migration background","higher vocational","","","",""
"No","2012","indirect migration background","higher education","","","",""
"Yes","2013","no migration background","in school","1","","",""
"Yes","2013","no migration background","inadequately","6","","",""
"Yes","2013","no migration background","general elemantary","83","0.0627425303055346","0.0500939666021927","0.0753910940088766"
"Yes","2013","no migration background","middle vocational","505","0.0675717562978797","0.0622406102755622","0.0729029023201973"
"Yes","2013","no migration background","vocational + Abi","39","0.0442854149526258","0.0306696275908061","0.0579012023144455"
"Yes","2013","no migration background","higher vocational","77","0.0627454957176612","0.049198621136604","0.0762923702987185"
"Yes","2013","no migration background","higher education","256","0.0608878657905752","0.0534857791396641","0.0682899524414862"
"Yes","2013","direct migration background","in school","","","",""
"Yes","2013","direct migration background","inadequately","1","","",""
"Yes","2013","direct migration background","general elemantary","15","","",""
"Yes","2013","direct migration background","middle vocational","26","","",""
"Yes","2013","direct migration background","vocational + Abi","6","","",""
"Yes","2013","direct migration background","higher vocational","4","","",""
"Yes","2013","direct migration background","higher education","19","","",""
"Yes","2013","indirect migration background","in school","","","",""
"Yes","2013","indirect migration background","inadequately","1","","",""
"Yes","2013","indirect migration background","general elemantary","","","",""
