"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","direct migration background","2.93","3","1737","2","2","4","4","5","2.88","2.98","1","5","2","3"
"1990","Employed","indirect migration background","2.67","2","175","1","2","3","4","5","2.51","2.83","1","5","2","3"
"1990","Employed","no migration background","2.8","3","4233","2","2","4","4","5","2.77","2.83","1","5","3","3"
"1990","Not Employed","direct migration background","2.75","3","799","1","2","4","4","5","2.67","2.83","1","5","2","3"
"1990","Not Employed","indirect migration background","2.98","3","119","2","2","4","4","5","2.78","3.18","1","5","2","3"
"1990","Not Employed","no migration background","2.77","3","2412","2","2","4","4","5","2.73","2.81","1","5","3","3"
"1991","Employed","direct migration background","","","","","","","","","","","","","",""
"1991","Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Employed","no migration background","","","","","","","","","","","","","",""
"1991","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1991","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Employed","no migration background","","","","","","","","","","","","","",""
"1992","Employed","direct migration background","","","","","","","","","","","","","",""
"1992","Employed","indirect migration background","","","","","","","","","","","","","",""
"1992","Employed","no migration background","","","","","","","","","","","","","",""
"1992","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1992","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1992","Not Employed","no migration background","","","","","","","","","","","","","",""
"1993","Employed","direct migration background","","","","","","","","","","","","","",""
"1993","Employed","indirect migration background","","","","","","","","","","","","","",""
"1993","Employed","no migration background","","","","","","","","","","","","","",""
"1993","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1993","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1993","Not Employed","no migration background","","","","","","","","","","","","","",""
"1994","Employed","direct migration background","","","","","","","","","","","","","",""
"1994","Employed","indirect migration background","","","","","","","","","","","","","",""
"1994","Employed","no migration background","","","","","","","","","","","","","",""
"1994","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1994","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1994","Not Employed","no migration background","","","","","","","","","","","","","",""
"1995","Employed","direct migration background","2.76","3","1702","2","2","4","4","5","2.71","2.81","1","5","2","2"
"1995","Employed","indirect migration background","2.82","3","339","2","2","4","4","5","2.71","2.93","1","5","2","2"
"1995","Employed","no migration background","2.78","3","6451","2","2","3","4","5","2.76","2.8","1","5","3","3"
"1995","Not Employed","direct migration background","2.65","2","1097","1","2","3","4","5","2.59","2.71","1","5","2","2"
"1995","Not Employed","indirect migration background","3.05","3","172","2","2","4","4","5","2.88","3.22","1","5","2","3"
"1995","Not Employed","no migration background","2.69","3","3533","2","2","3","4","5","2.66","2.72","1","5","2","3"
"1996","Employed","direct migration background","","","","","","","","","","","","","",""
"1996","Employed","indirect migration background","","","","","","","","","","","","","",""
"1996","Employed","no migration background","","","","","","","","","","","","","",""
"1996","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1996","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1996","Not Employed","no migration background","","","","","","","","","","","","","",""
"1997","Employed","direct migration background","","","","","","","","","","","","","",""
"1997","Employed","indirect migration background","","","","","","","","","","","","","",""
"1997","Employed","no migration background","","","","","","","","","","","","","",""
"1997","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1997","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1997","Not Employed","no migration background","","","","","","","","","","","","","",""
"1998","Employed","direct migration background","2.69","2","1403","2","2","4","4","5","2.64","2.74","1","5","2","2"
"1998","Employed","indirect migration background","2.53","2","395","1","2","3","4","5","2.43","2.63","1","5","2","2"
"1998","Employed","no migration background","2.75","3","7050","2","2","3","4","5","2.73","2.77","1","5","3","3"
