"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","college entrance qualification","2.86","3","621","2","2","4","4","5","2.79","2.93","1","5","3","3"
"1990","16-34 y.","lower secondary degree","2.59","2","1430","1","2","3","4","5","2.54","2.64","1","5","2","2"
"1990","16-34 y.","no degree/no degree yet","3.04","3","309","2","2","4","4","5","2.91","3.17","1","5","2","3"
"1990","16-34 y.","Other degree","2.74","2","241","2","2","4","4","5","2.59","2.89","1","5","2","2"
"1990","16-34 y.","secondary school degree","2.68","3","892","2","2","3","4","5","2.62","2.74","1","5","2","3"
"1990","35-65 y.","college entrance qualification","3.08","3","487","2","2","4","4","5","3","3.16","1","5","3","3"
"1990","35-65 y.","lower secondary degree","2.79","3","2345","2","2","3","4","5","2.75","2.83","1","5","3","3"
"1990","35-65 y.","no degree/no degree yet","2.92","3","509","1","2","4","5","5","2.82","3.02","1","5","2","3"
"1990","35-65 y.","Other degree","3.16","3","757","2","2","4","5","5","3.08","3.24","1","5","3","3"
"1990","35-65 y.","secondary school degree","2.91","3","621","2","2","4","4","5","2.84","2.98","1","5","3","3"
"1990","66 and older","college entrance qualification","2.89","3","95","2","2","4","4","5","2.68","3.1","1","5","2","3"
"1990","66 and older","lower secondary degree","2.72","3","761","1","2","4","4","5","2.65","2.79","1","5","2","3"
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","2.85","3","169","2","2","4","4","5","2.7","3","1","5","3","3"
"1991","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1991","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1991","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1992","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1992","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1992","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1992","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1992","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1992","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1992","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1992","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1992","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1992","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","66 and older","Other degree","","","","","","","","","","","","","",""
"1992","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1993","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1993","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1993","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1993","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1993","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1993","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1993","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1993","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1993","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1993","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1993","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","66 and older","Other degree","","","","","","","","","","","","","",""
"1993","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1994","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1994","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1994","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1994","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1994","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1994","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1994","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","66 and older","Other degree","","","","","","","","","","","","","",""
"1994","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1995","16-34 y.","college entrance qualification","2.84","3","894","2","2","3","4","5","2.78","2.9","1","5","3","3"
"1995","16-34 y.","lower secondary degree","2.59","2","1306","1","2","3","4","5","2.54","2.64","1","5","2","2"
"1995","16-34 y.","no degree/no degree yet","2.84","3","400","2","2","4","4","5","2.74","2.94","1","5","2","3"
"1995","16-34 y.","Other degree","2.86","2","307","2","2","4","5","5","2.73","2.99","1","5","2","2"
"1995","16-34 y.","secondary school degree","2.61","2","1748","2","2","3","4","5","2.57","2.65","1","5","2","2"
"1995","35-65 y.","college entrance qualification","2.96","3","902","2","2","4","4","4","2.9","3.02","1","5","3","3"
"1995","35-65 y.","lower secondary degree","2.73","3","2981","2","2","3","4","5","2.7","2.76","1","5","3","3"
"1995","35-65 y.","no degree/no degree yet","2.73","2","419","1","2","3","5","5","2.62","2.84","1","5","2","2"
"1995","35-65 y.","Other degree","2.8","2.58","825","2","2","4","4","5","2.72","2.88","1","5","2","3"
"1995","35-65 y.","secondary school degree","2.82","3","1604","2","2","3","4","5","2.78","2.86","1","5","3","3"
"1995","66 and older","college entrance qualification","2.87","3","116","2","2","4","4","5","2.69","3.05","1","5","2","3"
"1995","66 and older","lower secondary degree","2.64","2","1108","1","2","3","4","5","2.58","2.7","1","5","2","3"
"1995","66 and older","no degree/no degree yet","2.47","2","38","1","1","4","4","5","2.07","2.87","1","5","2","3"
"1995","66 and older","Other degree","2.26","2","46","1","2","3","4","5","2","2.52","1","5","2","2"
"1995","66 and older","secondary school degree","2.86","3","222","2","2","4","4","5","2.72","3","1","5","2","3"
"1996","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1996","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1996","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1996","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1996","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1996","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1996","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1996","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1996","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1996","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1996","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","66 and older","Other degree","","","","","","","","","","","","","",""
"1996","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1997","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1997","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1997","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1997","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1997","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1997","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1997","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1997","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1997","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1997","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1997","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","66 and older","Other degree","","","","","","","","","","","","","",""
"1997","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1998","16-34 y.","college entrance qualification","2.75","3","990","2","2","3","4","4","2.7","2.8","1","5","3","3"
"1998","16-34 y.","lower secondary degree","2.5","2","1194","1","2","3","4","5","2.44","2.56","1","5","2","2"
"1998","16-34 y.","no degree/no degree yet","2.82","3","409","2","2","4","4","5","2.72","2.92","1","5","3","3"
"1998","16-34 y.","Other degree","2.51","2","221","1","2","3","4","5","2.38","2.64","1","5","2","2"
