"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-Württemberg","Female","2.62","2","892","1","2","3","4","5","2.55","2.69","1","5","2","2"
"1990","Baden-Württemberg","Male","2.85","3","904","2","2","4","4","5","2.78","2.92","1","5","3","3"
"1990","Bavaria","Female","2.77","3","809","2","2","3","4","5","2.7","2.84","1","5","3","3"
"1990","Bavaria","Male","2.95","3","788","2","2","4","4","5","2.88","3.02","1","5","3","3"
"1990","Berlin","Female","2.88","3","175","2","2","4","4","5","2.72","3.04","1","5","2","3"
"1990","Berlin","Male","3.02","3","155","2","2","4","4","5","2.85","3.19","1","5","3","3"
"1990","Brandenburg","Female","","","","","","","","","","","","","",""
"1990","Brandenburg","Male","","","","","","","","","","","","","",""
"1990","Bremen","Female","2.7","3","56","2","2","3","4","5","2.44","2.96","1","5","2","3"
"1990","Bremen","Male","3.33","3","47","2","3","4","4","5","3.04","3.62","1","5","3","4"
"1990","Hamburg","Female","3.03","3","87","2","2","4","4","5","2.81","3.25","1","5","2","3"
"1990","Hamburg","Male","3.01","3","80","2","2","4","4","5","2.77","3.25","1","5","2","3"
"1990","Hesse","Female","2.77","3","493","2","2","4","4","5","2.68","2.86","1","5","2","3"
"1990","Hesse","Male","2.95","3","492","2","2","4","4","5","2.86","3.04","1","5","3","3"
"1990","Lower Saxony","Female","2.8","3","493","2","2","3","4","5","2.72","2.88","1","5","3","3"
"1990","Lower Saxony","Male","2.92","3","484","2","2","4","4","5","2.83","3.01","1","5","3","3"
"1990","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Female","2.7","3","1301","2","2","3","4","5","2.65","2.75","1","5","2","3"
"1990","North Rhine-Westphalia","Male","2.82","3","1266","2","2","3","4","5","2.77","2.87","1","5","3","3"
"1990","Rhineland-Palatinate,Saarland","Female","2.6","2","349","1","2","3","4","5","2.49","2.71","1","5","2","3"
"1990","Rhineland-Palatinate,Saarland","Male","2.69","3","321","2","2","3","4","5","2.58","2.8","1","5","2","3"
"1990","Saxony","Female","","","","","","","","","","","","","",""
"1990","Saxony","Male","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Female","2.68","3","145","2","2","3","4","5","2.52","2.84","1","5","2","3"
"1990","Schleswig-Holstein","Male","2.97","3","138","2","2","4","4","5","2.82","3.12","1","5","3","3"
"1990","Thuringia","Female","","","","","","","","","","","","","",""
"1990","Thuringia","Male","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Female","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Male","","","","","","","","","","","","","",""
"1991","Bavaria","Female","","","","","","","","","","","","","",""
"1991","Bavaria","Male","","","","","","","","","","","","","",""
"1991","Berlin","Female","","","","","","","","","","","","","",""
"1991","Berlin","Male","","","","","","","","","","","","","",""
"1991","Brandenburg","Female","","","","","","","","","","","","","",""
"1991","Brandenburg","Male","","","","","","","","","","","","","",""
"1991","Bremen","Female","","","","","","","","","","","","","",""
"1991","Bremen","Male","","","","","","","","","","","","","",""
"1991","Hamburg","Female","","","","","","","","","","","","","",""
"1991","Hamburg","Male","","","","","","","","","","","","","",""
"1991","Hesse","Female","","","","","","","","","","","","","",""
"1991","Hesse","Male","","","","","","","","","","","","","",""
"1991","Lower Saxony","Female","","","","","","","","","","","","","",""
"1991","Lower Saxony","Male","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
