"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","(Married) couple without C.","2.86","3","307","2","2","4","4","5","2.76","2.96","1","5","3","3"
"1990","college entrance qualification","1-pers.-HH","2.93","3","185","2","2","4","4","5","2.79","3.07","1","5","3","3"
"1990","college entrance qualification","Couple + C. GT 16 ","3.14","3","277","2","2","4","4","5","3.03","3.25","1","5","3","3"
"1990","college entrance qualification","Couple + C. LE 16","2.81","3","265","2","2","3","4","4","2.71","2.91","1","5","3","3"
"1990","college entrance qualification","Couple + C. LE and GT 16","3.32","3.27","45","2","3","4","4","5","3.05","3.59","2","5","3","4"
"1990","college entrance qualification","Single parent","3.18","3","66","2","2","4","4","5","2.93","3.43","1","5","3","3"
"1990","lower secondary degree","(Married) couple without C.","2.63","3","1291","2","2","3","4","5","2.58","2.68","1","5","2","3"
"1990","lower secondary degree","1-pers.-HH","2.8","3","524","1","2","4","4","5","2.71","2.89","1","5","2","3"
"1990","lower secondary degree","Couple + C. GT 16 ","2.86","3","948","2","2","4","4","5","2.8","2.92","1","5","3","3"
"1990","lower secondary degree","Couple + C. LE 16","2.61","2","895","2","2","3","4","4","2.55","2.67","1","5","2","2"
"1990","lower secondary degree","Couple + C. LE and GT 16","2.92","3","340","2","2","4","4","5","2.82","3.02","1","5","3","3"
"1990","lower secondary degree","Single parent","2.73","3","229","1","2","3","4","5","2.59","2.87","1","5","2","3"
"1990","no degree/no degree yet","(Married) couple without C.","2.91","3","80","1","2","4","4","5","2.64","3.18","1","5","2","3"
"1990","no degree/no degree yet","1-pers.-HH","2.85","2","44","1","2","4","5","5","2.44","3.26","1","5","2","4"
"1990","no degree/no degree yet","Couple + C. GT 16 ","3.05","3","225","2","2","4","4","5","2.91","3.19","1","5","2","3"
"1990","no degree/no degree yet","Couple + C. LE 16","2.97","3","166","1","2","4","5","5","2.78","3.16","1","5","2","3"
"1990","no degree/no degree yet","Couple + C. LE and GT 16","2.99","3","181","2","2","4","4","5","2.82","3.16","1","5","2","3"
"1990","no degree/no degree yet","Single parent","3.13","3","40","1","2","4","4","5","2.74","3.52","1","5","3","4"
"1990","Other degree","(Married) couple without C.","3.15","3","157","2","2","4","4","5","2.96","3.34","1","5","3","4"
"1990","Other degree","1-pers.-HH","3.61","4","59","1","3","5","5","5","3.26","3.96","1","5","3","4"
"1990","Other degree","Couple + C. GT 16 ","3.07","3","188","2","2","4","5","5","2.9","3.24","1","5","2","3"
"1990","Other degree","Couple + C. LE 16","2.86","3","322","2","2","4","5","5","2.73","2.99","1","5","2","3"
"1990","Other degree","Couple + C. LE and GT 16","2.86","3","158","2","2","4","4","5","2.69","3.03","1","5","2","3"
"1990","Other degree","Single parent","","","","","","","","","","","","","",""
"1990","secondary school degree","(Married) couple without C.","2.7","3","438","2","2","3","4","5","2.62","2.78","1","5","2","3"
"1990","secondary school degree","1-pers.-HH","2.76","3","207","2","2","3","4","5","2.63","2.89","1","5","2","3"
"1990","secondary school degree","Couple + C. GT 16 ","3.04","3","364","2","2","4","4","5","2.95","3.13","1","5","3","3"
"1990","secondary school degree","Couple + C. LE 16","2.6","2","399","2","2","3","4","4","2.51","2.69","1","5","2","3"
"1990","secondary school degree","Couple + C. LE and GT 16","3.17","3","127","2","2","4","4","5","3","3.34","1","5","3","3"
"1990","secondary school degree","Single parent","2.9","3","78","2","2","4","4","5","2.67","3.13","1","5","2","3"
"1991","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
