"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1990","direct migration background","(1a) inadequately completed","2.84","2","613","1","2","4","5","5","2.75","2.93","1","5","2","2"
"1990","direct migration background","(1b) general elementary school","2.71","2","807","1","2","4","4","5","2.63","2.79","1","5","2","2"
"1990","direct migration background","(1c) basic vocational qualification","2.85","3","568","2","2","4","4","5","2.76","2.94","1","5","2","3"
"1990","direct migration background","(2a) intermediate vocational","2.9","3","95","2","2","4","4","4","2.71","3.09","1","5","2","3"
"1990","direct migration background","(2b) intermediate general qualification","3.13","3","50","2","2","4","5","5","2.84","3.42","1","5","2","3"
"1990","direct migration background","(2c_gen) general maturity certificate","3.11","3","91","2","2","4","5","5","2.88","3.34","1","5","2","3"
"1990","direct migration background","(2c_voc) vocational maturity certificate","2.98","3","111","2","2","4","5","5","2.77","3.19","1","5","2","3"
"1990","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","direct migration background","(3b) higher tertiary education","3.18","3","63","2","2","4","4","5","2.93","3.43","1","5","3","4"
"1990","indirect migration background","(0) in school","3.21","3","34","2","3","4","4","5","2.79","3.63","1","5","2","3"
"1990","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","indirect migration background","(1b) general elementary school","2.65","2.82","86","1","2","3","4","5","2.42","2.88","1","5","2","3"
"1990","indirect migration background","(1c) basic vocational qualification","2.65","2","59","2","2","3","4","5","2.38","2.92","1","5","2","3"
"1990","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","indirect migration background","(2b) intermediate general qualification","3.13","2.89","33","2","2","4","5","5","2.72","3.54","1","5","2","4"
"1990","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","no migration background","(0) in school","3.13","3","100","2","3","4","4","5","2.95","3.31","1","5","3","3"
"1990","no migration background","(1a) inadequately completed","2.81","3","56","1","2","4","4","5","2.53","3.09","1","5","2","3"
"1990","no migration background","(1b) general elementary school","2.71","3","1245","1","2","3","4","5","2.65","2.77","1","5","3","3"
"1990","no migration background","(1c) basic vocational qualification","2.76","3","2593","2","2","3","4","5","2.72","2.8","1","5","3","3"
"1990","no migration background","(2a) intermediate vocational","2.79","3","1152","2","2","3","4","5","2.74","2.84","1","5","3","3"
"1990","no migration background","(2b) intermediate general qualification","2.76","3","276","2","2","3","4","5","2.65","2.87","1","5","3","3"
"1990","no migration background","(2c_gen) general maturity certificate","3.06","3","230","2","2","4","4","5","2.93","3.19","1","5","3","3"
"1990","no migration background","(2c_voc) vocational maturity certificate","2.89","3","294","2","2","4","4","5","2.79","2.99","1","5","3","3"
"1990","no migration background","(3a) lower tertiary education","2.83","3","208","2","2","4","4","5","2.71","2.95","1","5","3","3"
"1990","no migration background","(3b) higher tertiary education","2.99","3","397","2","2","4","4","5","2.9","3.08","1","5","3","3"
"1991","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1991","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1991","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1991","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1991","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1991","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1991","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1991","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1991","no migration background","(0) in school","","","","","","","","","","","","","",""
"1991","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1991","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1991","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1992","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1992","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1992","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1992","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1992","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1992","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1992","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1992","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1992","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1992","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1992","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1992","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1992","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1992","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1992","no migration background","(0) in school","","","","","","","","","","","","","",""
"1992","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1992","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1992","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1992","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
