"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","(Married) couple without C.","2.67","3","1355","2","2","3","4","5","2.62","2.72","1","5","2","3"
"1990","Employed","1-pers.-HH","2.91","3","533","2","2","4","4","5","2.82","3","1","5","3","3"
"1990","Employed","Couple + C. GT 16 ","2.95","3","1393","2","2","4","4","5","2.9","3","1","5","3","3"
"1990","Employed","Couple + C. LE 16","2.67","3","1568","2","2","3","4","5","2.62","2.72","1","5","2","3"
"1990","Employed","Couple + C. LE and GT 16","3.01","3","597","2","2","4","4","5","2.93","3.09","1","5","3","3"
"1990","Employed","Single parent","2.93","3","306","2","2","4","4","5","2.81","3.05","1","5","3","3"
"1990","Not Employed","(Married) couple without C.","2.71","3","951","2","2","3","4","5","2.65","2.77","1","5","3","3"
"1990","Not Employed","1-pers.-HH","2.76","3","500","1","2","4","4","5","2.66","2.86","1","5","3","3"
"1990","Not Employed","Couple + C. GT 16 ","3","3","659","2","2","4","4","5","2.92","3.08","1","5","3","3"
"1990","Not Employed","Couple + C. LE 16","2.67","3","519","2","2","3","4","5","2.58","2.76","1","5","2","3"
"1990","Not Employed","Couple + C. LE and GT 16","2.96","3","291","2","2","4","4","5","2.84","3.08","1","5","3","3"
"1990","Not Employed","Single parent","2.76","3","153","1","2","4","4","5","2.57","2.95","1","5","2","3"
"1991","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Employed","Single parent","","","","","","","","","","","","","",""
"1991","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Not Employed","Single parent","","","","","","","","","","","","","",""
"1992","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Employed","Single parent","","","","","","","","","","","","","",""
"1992","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Not Employed","Single parent","","","","","","","","","","","","","",""
"1993","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
