"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1990","college entrance qualification","West Germany","2.96","3","1203","2","2","4","4","5","2.91","3.01","1","5","3","3"
"1990","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1990","lower secondary degree","West Germany","2.73","3","4536","2","2","3","4","5","2.7","2.76","1","5","3","3"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","2.97","3","839","2","2","4","4","5","2.89","3.05","1","5","2","3"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","3.03","3","1006","2","2","4","5","5","2.96","3.1","1","5","2","3"
"1990","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1990","secondary school degree","West Germany","2.8","3","1682","2","2","3","4","5","2.76","2.84","1","5","3","3"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1992","Other degree","East Germany","","","","","","","","","","","","","",""
"1992","Other degree","West Germany","","","","","","","","","","","","","",""
"1992","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1992","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1993","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1993","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1993","Other degree","East Germany","","","","","","","","","","","","","",""
"1993","Other degree","West Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1994","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1994","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1994","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1994","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1994","Other degree","East Germany","","","","","","","","","","","","","",""
"1994","Other degree","West Germany","","","","","","","","","","","","","",""
"1994","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1994","secondary school degree","West Germany","","","","","","","","","","","","","",""
