"pgfamstd","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1988","Male","150","0.026695200033852","0.0222002420260765","0.0311901580416274","2"
"Married, but separated","1988","Female","106","0.0219225101224458","0.0178730393054213","0.0259719809394702","2"
"Single","1988","Male","1387","0.279421891021274","0.26690906626106","0.291934715781488","3"
"Single","1988","Female","1026","0.202569468787681","0.19145471296365","0.213684224611712","3"
"Widowed","1988","Female","516","0.177646004879816","0.167076037969078","0.188215971790553","5"
"Widowed","1988","Male","113","0.0402463154860102","0.0347657222015942","0.0457269087704262","5"
"Divorced","1989","Female","226","0.0570323201400629","0.0505284900502924","0.0635361502298334","4"
"Divorced","1989","Male","151","0.0426428146587355","0.0369089315720486","0.0483766977454223","4"
"Married","1989","Male","3027","0.6112221318497","0.597388404746129","0.625055858953271","1"
"Married","1989","Female","3030","0.543064108409055","0.529093560143452","0.557034656674658","1"
"Married, but separated","1989","Male","128","0.0259239429532689","0.0214143653565418","0.030433520549996","2"
"Married, but separated","1989","Female","97","0.0198915844511784","0.0159756806756057","0.023807488226751","2"
"Single","1989","Male","1353","0.280451864417909","0.267703690099974","0.293200038735844","3"
"Single","1989","Female","1024","0.203635080873617","0.192341215087319","0.214928946659915","3"
"Widowed","1989","Female","507","0.176376906126087","0.16568770173906","0.187066110513113","5"
"Widowed","1989","Male","111","0.0397592461203868","0.034214290953315","0.0453042012874585","5"
"Divorced","1990","Female","395","0.0640688599226623","0.0583785410073835","0.0697591788379412","4"
"Divorced","1990","Male","259","0.0523695074006858","0.0470723353659576","0.057666679435414","4"
"Married","1990","Male","4489","0.61566443421508","0.604097649821943","0.627231218608218","1"
"Married","1990","Female","4539","0.556187859755704","0.544642658655424","0.567733060855983","1"
"Married, but separated","1990","Female","114","0.0171307267766939","0.0141154517281411","0.0201460018252468","2"
"Married, but separated","1990","Male","132","0.0194324226008634","0.0161500524271853","0.0227147927745415","2"
"Single","1990","Female","1338","0.192063140051261","0.182909330255915","0.201216949846606","3"
"Single","1990","Male","1750","0.275113643768852","0.264494821619542","0.285732465918163","3"
"Widowed","1990","Female","728","0.17054941349368","0.161809411433562","0.179289415553797","5"
"Widowed","1990","Male","164","0.0374199920145182","0.0329070933288793","0.0419328907001572","5"
"Divorced","1991","Female","391","0.068162670405983","0.0622409318528341","0.0740844089591319","4"
"Divorced","1991","Male","259","0.0552545028018037","0.049765223685773","0.0607437819178344","4"
"Married","1991","Male","4402","0.620947683883589","0.60929164079538","0.632603726971799","1"
"Married","1991","Female","4433","0.548644849795962","0.536952259474444","0.56033744011748","1"
"Married, but separated","1991","Female","107","0.017592075199595","0.0145031290031435","0.0206810213960464","2"
"Married, but separated","1991","Male","125","0.018529903151503","0.0152898721033888","0.0217699341996172","2"
"Single","1991","Male","1715","0.26741038631717","0.256776461747165","0.278044310887175","3"
"Single","1991","Female","1326","0.192201266997191","0.18294287455145","0.201459659442932","3"
"Widowed","1991","Female","701","0.173399137601269","0.164503496097487","0.182294779105051","5"
"Widowed","1991","Male","154","0.0378575238459337","0.0332722016513024","0.0424428460405649","5"
"Divorced","1992","Female","395","0.0704571121980572","0.0643993834568059","0.0765148409393085","4"
"Divorced","1992","Male","242","0.0517583773073343","0.0463656319501276","0.0571511226645409","4"
"Married","1992","Female","4339","0.552665337529236","0.540895781632193","0.564434893426279","1"
"Married","1992","Male","4283","0.623562826887238","0.611769225619845","0.635356428154631","1"
"Married, but separated","1992","Female","115","0.0164349862655575","0.0134254547515269","0.0194445177795881","2"
"Married, but separated","1992","Male","124","0.0212400709325642","0.0177303211807028","0.0247498206844255","2"
"Single","1992","Female","1330","0.189032516771972","0.179764588470879","0.198300445073065","3"
"Single","1992","Male","1686","0.266737556381569","0.2559721138923","0.277502998870838","3"
"Widowed","1992","Female","677","0.171410047235178","0.16248931188771","0.180330782582645","5"
"Widowed","1992","Male","148","0.0367011684912947","0.0321241723875386","0.0412781645950508","5"
"Divorced","1993","Female","388","0.0714850610236971","0.0653321393740108","0.0776379826733833","4"
"Divorced","1993","Male","238","0.0520151794653873","0.0465676271322014","0.0574627317985731","4"
"Married","1993","Female","4203","0.550850926515415","0.538971606355237","0.562730246675593","1"
"Married","1993","Male","4187","0.622035725748096","0.610140609001145","0.633930842495046","1"
"Married, but separated","1993","Female","141","0.0208262170474255","0.0174157459409558","0.0242366881538953","2"
"Married, but separated","1993","Male","138","0.0237376108856985","0.020003067998759","0.0274721537726381","2"
"Single","1993","Male","1676","0.264912364801251","0.254086655963847","0.275738073638654","3"
"Single","1993","Female","1324","0.185833352728194","0.176543736436092","0.195122969020296","3"
"Widowed","1993","Female","679","0.171004442685269","0.162012384896454","0.179996500474084","5"
"Widowed","1993","Male","144","0.0372991190995678","0.0326504285114696","0.041947809687666","5"
"Divorced","1994","Female","386","0.0711239962576859","0.0649467976607935","0.0773011948545784","4"
"Divorced","1994","Male","239","0.0533578839911181","0.0477779818936457","0.0589377860885905","4"
"Married","1994","Female","4115","0.548604995180888","0.536645499389014","0.560564490972762","1"
"Married","1994","Male","4077","0.6236259814558","0.611597625078979","0.635654337832622","1"
"Married, but separated","1994","Male","148","0.0246118636738923","0.0207651013519804","0.0284586259958043","2"
"Married, but separated","1994","Female","137","0.0230980641212728","0.019487975247831","0.0267081529947146","2"
"Single","1994","Male","1627","0.259009300038844","0.248132568072002","0.269886032005687","3"
"Single","1994","Female","1339","0.187433005091236","0.178053989879432","0.196812020303039","3"
"Widowed","1994","Female","674","0.169739939348918","0.160717920878858","0.178761957818977","5"
"Widowed","1994","Male","141","0.0393949708403451","0.0345651926241151","0.044224749056575","5"
"Divorced","1995","Female","425","0.0758367437034422","0.0695793375605726","0.0820941498463118","4"
"Divorced","1995","Male","265","0.0566727505160316","0.0510212868481258","0.0623242141839374","4"
"Married","1995","Female","4256","0.548812995754213","0.537051281034163","0.560574710474264","1"
"Married","1995","Male","4207","0.62739106880308","0.615573220776763","0.639208916829397","1"
"Married, but separated","1995","Male","123","0.0208172430940352","0.0173275591926852","0.0243069269953853","2"
"Married, but separated","1995","Female","130","0.0183208250302411","0.0151509841677411","0.0214906658927412","2"
"Single","1995","Female","1387","0.18426668680302","0.175102843173708","0.193430530432332","3"
"Single","1995","Male","1691","0.258121006145944","0.247425020378602","0.268816991913286","3"
"Widowed","1995","Female","678","0.172762748709083","0.163827220071081","0.181698277347085","5"
"Widowed","1995","Male","144","0.0369979314409092","0.0323842783479426","0.0416115845338759","5"
"Divorced","1996","Female","420","0.0785086492591972","0.0721006522510122","0.0849166462673823","4"
"Divorced","1996","Male","260","0.0558469550908643","0.0501807958458181","0.0615131143359105","4"
"Married","1996","Male","4074","0.623442879444799","0.611486998161416","0.635398760728183","1"
"Married","1996","Female","4132","0.53806217166522","0.526184647840372","0.549939695490069","1"
"Married, but separated","1996","Male","146","0.0276464047728031","0.0236006526506094","0.0316921568949969","2"
"Married, but separated","1996","Female","144","0.0196343281978233","0.0163289589140643","0.0229396974815824","2"
"Single","1996","Female","1402","0.192131780380959","0.182745624088303","0.201517936673616","3"
"Single","1996","Male","1695","0.258875299253903","0.248066964719894","0.269683633787912","3"
"Widowed","1996","Female","670","0.1716630704968","0.162679274817413","0.180646866176187","5"
"Widowed","1996","Male","134","0.0341884614376304","0.0297045833028275","0.0386723395724332","5"
"Divorced","1997","Female","420","0.0806130554275299","0.0740634665549479","0.0871626443001119","4"
"Divorced","1997","Male","278","0.0590263838585252","0.0531681127039574","0.0648846550130931","4"
"Married","1997","Male","3967","0.622515740886716","0.61046587400097","0.634565607772463","1"
"Married","1997","Female","4013","0.526413015524626","0.514400737632058","0.538425293417195","1"
"Married, but separated","1997","Female","161","0.0249226515379576","0.0211722407546386","0.0286730623212766","2"
"Married, but separated","1997","Male","137","0.0242417405251438","0.0204186843931219","0.0280647966571657","2"
"Single","1997","Female","1379","0.196612434904345","0.187050842516256","0.206174027292435","3"
"Single","1997","Male","1705","0.259285287121792","0.248391670682083","0.2701789035615","3"
"Widowed","1997","Female","664","0.17143884260554","0.162371519739865","0.180506165471216","5"
"Widowed","1997","Male","130","0.0349308476078231","0.0303668917389502","0.0394948034766961","5"
"Divorced","1998","Female","487","0.0832667744517809","0.0769564955034091","0.0895770534001527","4"
"Divorced","1998","Male","328","0.0576613680641963","0.0521612816287969","0.0631614544995957","4"
"Married","1998","Female","4432","0.534233359151216","0.522840285816867","0.545626432485566","1"
"Married","1998","Male","4372","0.620401452671293","0.608951011507003","0.631851893835584","1"
"Married, but separated","1998","Female","182","0.0264952334983409","0.0228271085743748","0.0301633584223069","2"
"Married, but separated","1998","Male","143","0.0242386386037906","0.0206099519638554","0.0278673252437258","2"
"Single","1998","Female","1521","0.193789556123061","0.184761783858289","0.202817328387832","3"
"Single","1998","Male","1902","0.262215933695657","0.251837836813298","0.272594030578015","3"
"Widowed","1998","Female","742","0.162215076775601","0.153795251494615","0.170634902056587","5"
"Widowed","1998","Male","155","0.0354826069650633","0.0311175859613317","0.039847627968795","5"
"Divorced","1999","Female","494","0.0879071913045969","0.0813095925917061","0.0945047900174876","4"
"Divorced","1999","Male","348","0.0640556736590025","0.0581618771626146","0.0699494701553905","4"
"Married","1999","Female","4190","0.525578651650964","0.513943952740277","0.537213350561651","1"
"Married","1999","Male","4149","0.611326613318326","0.599593307767532","0.623059918869121","1"
"Married, but separated","1999","Female","175","0.0252090100207067","0.0215565301806294","0.0288614898607839","2"
"Married, but separated","1999","Male","136","0.0234230240898254","0.0197824820555347","0.0270635661241161","2"
"Single","1999","Male","1842","0.265366991348296","0.254739029267819","0.275994953428773","3"
"Single","1999","Female","1523","0.200629847246871","0.19129889612841","0.209960798365331","3"
"Widowed","1999","Female","694","0.160675299776861","0.152118847344344","0.169231752209379","5"
"Widowed","1999","Male","155","0.03582769758455","0.0313538817490175","0.0403015134200826","5"
"Divorced","2000","Female","874","0.0811971185024966","0.0764171078676416","0.0859771291373515","4"
"Divorced","2000","Male","595","0.0607635276259805","0.0564223136671511","0.0651047415848099","4"
"Married","2000","Female","7539","0.549226882746544","0.540519206427818","0.557934559065269","1"
"Married","2000","Male","7463","0.61191866363621","0.603063217306512","0.620774109965907","1"
"Married, but separated","2000","Female","266","0.0209157473664454","0.0184114026600272","0.0234200920728637","2"
"Married, but separated","2000","Male","231","0.0213753015283514","0.0187470529511015","0.0240035501056014","2"
"Single","2000","Male","3033","0.26882481427185","0.260768291736247","0.276881336807453","3"
"Single","2000","Female","2581","0.200719040197658","0.19370946983767","0.207728610557646","3"
"Widowed","2000","Female","1283","0.147941211186856","0.141727847926875","0.154154574446837","5"
"Widowed","2000","Male","311","0.0371176929376085","0.0336822770670861","0.0405531088081308","5"
"Divorced","2001","Female","830","0.0866605495227227","0.0815008685108711","0.0918202305345743","4"
"Divorced","2001","Male","553","0.0631028726755988","0.0584644649740856","0.0677412803771121","4"
"Married","2001","Male","6722","0.602010800195461","0.592673180433994","0.611348419956929","1"
"Married","2001","Female","6791","0.538413274754797","0.529270446537037","0.547556102972558","1"
"Married, but separated","2001","Male","213","0.0215097852636305","0.0187422403280531","0.0242773301992079","2"
"Married, but separated","2001","Female","248","0.0225515995264436","0.0198286999728743","0.025274499080013","2"
"Single","2001","Male","2772","0.275830831265023","0.267304939405846","0.284356723124199","3"
"Single","2001","Female","2409","0.206620352567479","0.199194897028135","0.214045808106823","3"
"Widowed","2001","Female","1143","0.145754223628557","0.139282826980982","0.152225620276131","5"
"Widowed","2001","Male","296","0.0375457106002865","0.0339193697640325","0.0411720514365406","5"
"Divorced","2002","Female","849","0.0889951330505998","0.0838827154578376","0.0941075506433619","4"
"Divorced","2002","Male","607","0.0661076980038773","0.0614945014989551","0.0707208945087996","4"
"Married","2002","Male","7124","0.598737158747542","0.589636766383697","0.607837551111387","1"
"Married","2002","Female","7184","0.534846742456762","0.525891124579045","0.54380236033448","1"
"Married, but separated","2002","Male","226","0.0211648809201778","0.0184925500697303","0.0238372117706252","2"
"Married, but separated","2002","Female","240","0.0220881399336451","0.0194493047076196","0.0247269751596705","2"
"Single","2002","Male","2893","0.278563202598061","0.270240036572904","0.286886368623217","3"
"Single","2002","Female","2529","0.210368332433814","0.203050452081811","0.217686212785817","3"
"Widowed","2002","Female","1114","0.143701652125179","0.137403309570152","0.149999994680205","5"
"Widowed","2002","Male","294","0.0354270597303419","0.0319949384092173","0.0388591810514664","5"
"Divorced","2003","Female","830","0.090856950001588","0.0856034224552598","0.0961104775479162","4"
"Divorced","2003","Male","603","0.0682312074082109","0.0634525785092455","0.0730098363071763","4"
"Married","2003","Male","6723","0.586940877566953","0.577609172932875","0.596272582201031","1"
"Married","2003","Female","6797","0.529612131325713","0.52048860259601","0.538735660055415","1"
"Married, but separated","2003","Female","247","0.0219205707706672","0.0192440610998022","0.0245970804415323","2"
"Married, but separated","2003","Male","235","0.0233005577863058","0.0204415105860376","0.0261596049865741","2"
"Single","2003","Female","2534","0.215301043491571","0.207787748681186","0.222814338301955","3"
"Single","2003","Male","2833","0.284366168055497","0.275816640992729","0.292915695118265","3"
"Widowed","2003","Female","1089","0.142309304410461","0.135923173416233","0.148695435404689","5"
"Widowed","2003","Male","301","0.0371611891830331","0.033576270639318","0.0407461077267482","5"
"Divorced","2004","Female","845","0.0943935635319986","0.0889877153876615","0.0997994116763358","4"
"Divorced","2004","Male","598","0.0689680066721953","0.0640974418914582","0.0738385714529323","4"
"Married","2004","Male","6463","0.576644401932678","0.567147545382892","0.586141258482464","1"
"Married","2004","Female","6568","0.51837646469585","0.509138008818605","0.527614920573095","1"
"Married, but separated","2004","Female","238","0.0229389798966792","0.0201709498839967","0.0257070099093618","2"
"Married, but separated","2004","Male","229","0.0259255568304157","0.0228711048254028","0.0289800088354286","2"
"Single","2004","Female","2522","0.221549481842331","0.213871028035188","0.229227935649474","3"
"Single","2004","Male","2824","0.293547755918201","0.28479481551783","0.302300696318573","3"
"Widowed","2004","Female","1064","0.142741510033141","0.136273749358453","0.149209270707828","5"
"Widowed","2004","Male","284","0.0349142786465096","0.031386042325981","0.0384425149670382","5"
"Divorced","2005","Female","837","0.0984681083027275","0.0928509874533876","0.104085229152068","4"
"Divorced","2005","Male","584","0.0705780859274195","0.0655385578195741","0.0756176140352649","4"
"Married","2005","Female","6201","0.508870374126974","0.49944546713936","0.518295281114588","1"
"Married","2005","Male","6114","0.564639115528162","0.554883410436753","0.574394820619571","1"
"Married, but separated","2005","Female","253","0.0243545951469407","0.021448486263525","0.0272607040303563","2"
"Married, but separated","2005","Male","215","0.0249988492644446","0.0219269211209538","0.0280707774079354","2"
"Single","2005","Female","2478","0.230568237098934","0.222627510969504","0.238508963228364","3"
"Single","2005","Male","2727","0.306922606425832","0.297847456986661","0.315997755865002","3"
"Widowed","2005","Female","1039","0.137738685324423","0.131241536113603","0.144235834535244","5"
"Widowed","2005","Male","282","0.0328613428541425","0.0293535373574438","0.0363691483508412","5"
"Divorced","2006","Female","927","0.0983222469306554","0.0929122401503621","0.103732253710949","4"
"Divorced","2006","Male","669","0.0765309950018327","0.0714827320387887","0.0815792579648768","4"
"Married","2006","Female","6673","0.50605397586832","0.496969823659274","0.515138128077366","1"
"Married","2006","Male","6570","0.556968177624906","0.5475352874123","0.566401067837513","1"
"Married, but separated","2006","Female","270","0.0268356696833343","0.0238994026805287","0.0297719366861399","2"
"Married, but separated","2006","Male","225","0.0246707735283898","0.0217251371819334","0.0276164098748462","2"
"Single","2006","Male","2859","0.305155727637332","0.296411597119239","0.313899858155425","3"
"Single","2006","Female","2615","0.232574024101114","0.224897845233545","0.240250202968684","3"
"Widowed","2006","Female","1151","0.136214083416576","0.129981611928823","0.14244655490433","5"
"Widowed","2006","Male","330","0.0366743262075394","0.0331050532074034","0.0402435992076753","5"
"Divorced","2007","Female","898","0.100029871345157","0.094400822479057","0.105658920211258","4"
"Divorced","2007","Male","633","0.0768678453797995","0.0716371754085786","0.0820985153510205","4"
"Married","2007","Female","6191","0.501096185818637","0.491715705492958","0.510476666144316","1"
"Married","2007","Male","6097","0.551431418480536","0.54166549751798","0.561197339443093","1"
"Married, but separated","2007","Male","197","0.0230163772948209","0.0200718529338056","0.0259609016558362","2"
"Married, but separated","2007","Female","264","0.028285282447023","0.0251749574801902","0.0313956074138559","2"
"Single","2007","Male","2732","0.314169909455342","0.305055184097674","0.32328463481301","3"
"Single","2007","Female","2495","0.237199140645547","0.22921885827017","0.245179423020924","3"
"Widowed","2007","Female","1066","0.133389519743636","0.127010867300577","0.139768172186695","5"
"Widowed","2007","Male","304","0.0345144493895012","0.0309299675049786","0.0380989312740238","5"
"Divorced","2008","Female","872","0.101078568062886","0.0952436575464131","0.106913478579358","4"
"Divorced","2008","Male","600","0.0788470347950685","0.0733879186706918","0.0843061509194451","4"
"Married","2008","Female","5791","0.495933491189945","0.486255183327226","0.505611799052663","1"
"Married","2008","Male","5724","0.544013692484459","0.533924774562186","0.554102610406733","1"
"Married, but separated","2008","Male","192","0.0231666883689899","0.020119453132218","0.0262139236057618","2"
"Married, but separated","2008","Female","235","0.0242847002696777","0.0213050058776729","0.0272643946616824","2"
"Single","2008","Female","2328","0.243859268238256","0.235547092013836","0.252171444462677","3"
"Single","2008","Male","2547","0.318840921240151","0.309400854276766","0.328280988203537","3"
"Widowed","2008","Female","1026","0.134843972239235","0.128232369057428","0.141455575421042","5"
"Widowed","2008","Male","299","0.035131663111331","0.0314021927955188","0.0388611334271431","5"
"Divorced","2009","Female","830","0.100571417534239","0.0945383906890373","0.106604444379441","4"
"Divorced","2009","Male","584","0.076930319575887","0.0713490059450443","0.0825116332067297","4"
"Married","2009","Male","5275","0.537226267735292","0.526783072775544","0.547669462695039","1"
"Married","2009","Female","5362","0.491751387684002","0.481723129016079","0.501779646351925","1"
"Married, but separated","2009","Male","192","0.0256112481126703","0.0223025898056561","0.0289199064196846","2"
"Married, but separated","2009","Female","217","0.0231899922222105","0.0201709444758642","0.0262090399685568","2"
"Single","2009","Female","2157","0.250474497380123","0.241783100260198","0.259165894500048","3"
"Single","2009","Male","2418","0.325525312826068","0.315711322482619","0.335339303169518","3"
"Widowed","2009","Female","981","0.134012705179425","0.127179202376291","0.14084620798256","5"
"Widowed","2009","Male","288","0.0347068517500829","0.030873244318316","0.0385404591818499","5"
"Divorced","2010","Female","1392","0.104528606485396","0.0993194524155208","0.109737760555271","4"
"Divorced","2010","Male","644","0.0792478834055364","0.0742213426404188","0.084274424170654","4"
"Married","2010","Male","7156","0.535075576464065","0.525794405879937","0.544356747048194","1"
"Married","2010","Female","7444","0.4914609940179","0.482949017315102","0.499972970720698","1"
"Married, but separated","2010","Female","379","0.0239759810836852","0.0213713740421249","0.0265805881252455","2"
"Married, but separated","2010","Male","214","0.0267504460046977","0.0237479555832253","0.0297529364261701","2"
"Single","2010","Female","3075","0.249079514507232","0.241715922028859","0.256443106985604","3"
"Single","2010","Male","2792","0.323375300299944","0.314671050294491","0.332079550305398","3"
"Widowed","2010","Female","961","0.130954903905788","0.125211018012025","0.13669878979955","5"
"Widowed","2010","Male","288","0.0355507938257563","0.0321051661937098","0.0389964214578029","5"
"Divorced","2011","Female","1694","0.101694281279665","0.0969581835536956","0.106430379005634","4"
"Divorced","2011","Male","811","0.0800026500835543","0.0753613044614883","0.0846439957056203","4"
"Married","2011","Female","8692","0.489906946843665","0.482073700030881","0.49774019365645","1"
"Married","2011","Male","8423","0.539037197325634","0.530509323944029","0.547565070707238","1"
"Married, but separated","2011","Female","474","0.0239244292953391","0.0215298852917587","0.0263189732989196","2"
"Married, but separated","2011","Male","247","0.0232462617015639","0.0206683529708533","0.0258241704322745","2"
"Single","2011","Female","3582","0.255927792834655","0.249089832544995","0.262765753124316","3"
"Single","2011","Male","3274","0.322071634380485","0.314077589604398","0.330065679156572","3"
"Widowed","2011","Female","1203","0.128546549746676","0.123301946779137","0.133791152714214","5"
"Widowed","2011","Male","370","0.0356422565087633","0.0324704979772945","0.0388140150402322","5"
"Divorced","2012","Female","1767","0.102908591575818","0.0981037119459905","0.107713471205645","4"
"Divorced","2012","Male","818","0.0810620778879174","0.0763379444331104","0.0857862113427243","4"
"Married","2012","Male","8144","0.545517585203188","0.536899056662697","0.554136113743679","1"
"Married","2012","Female","8418","0.498553519765511","0.4906466145369","0.506460424994122","1"
"Married, but separated","2012","Female","459","0.0237022443670328","0.0212966398666178","0.0261078488674478","2"
"Married, but separated","2012","Male","254","0.0227512159845615","0.0201702927889752","0.0253321391801478","2"
"Single","2012","Male","3247","0.317406662547299","0.309349924442652","0.325463400651946","3"
"Single","2012","Female","3538","0.253846847114029","0.246964473854748","0.260729220373311","3"
"Widowed","2012","Female","1179","0.120988797177609","0.115831666561111","0.126145927794107","5"
"Widowed","2012","Male","359","0.0332624583770337","0.0301586016311147","0.0363663151229526","5"
"Divorced","2013","Female","1891","0.103001282620667","0.0984230446365615","0.107579520604773","4"
"Divorced","2013","Male","884","0.0827539095343125","0.0782314862234807","0.0872763328451442","4"
"Married","2013","Female","9300","0.492778977209906","0.485248788751232","0.500309165668581","1"
"Married","2013","Male","8893","0.538634530502917","0.530451698114634","0.546817362891201","1"
"Married, but separated","2013","Female","493","0.0237826146863114","0.021487606676932","0.0260776226956909","2"
"Married, but separated","2013","Male","299","0.0233097826215803","0.0208330361848141","0.0257865290583465","2"
"Single","2013","Male","3829","0.321602911662692","0.313935725824533","0.329270097500851","3"
"Single","2013","Female","4067","0.25713948993427","0.250556561071861","0.263722418796679","3"
"Widowed","2013","Female","1182","0.123297635548846","0.118345590350728","0.128249680746963","5"
"Widowed","2013","Male","352","0.0336988656784979","0.0307367780506991","0.0366609533062968","5"
"Divorced","2014","Female","1669","0.107985821486761","0.103010945979935","0.112960696993587","4"
"Divorced","2014","Male","796","0.0817974543503993","0.0770399056964389","0.0865550030043597","4"
"Married","2014","Male","7885","0.532700900848469","0.524039596776429","0.541362204920509","1"
"Married","2014","Female","8172","0.486826191432033","0.478814353061662","0.494838029802405","1"
"Married, but separated","2014","Male","265","0.0256534912720052","0.0229089229028786","0.0283980596411318","2"
"Married, but separated","2014","Female","394","0.0234022936448276","0.0209790335395205","0.0258255537501347","2"
"Single","2014","Male","3458","0.325185172028854","0.317053089570625","0.333317254487083","3"
"Single","2014","Female","3599","0.25757664197172","0.250567061557599","0.26458622238584","3"
"Widowed","2014","Female","1117","0.124209051464658","0.118922288742086","0.12949581418723","5"
"Widowed","2014","Male","343","0.0346629815002719","0.0314874491883536","0.0378385138121903","5"
"Divorced","2015","Female","1571","0.109209209892882","0.104180486455607","0.114237933330158","4"
"Divorced","2015","Male","782","0.0878861698044884","0.0829444816351309","0.0928278579738459","4"
"Married","2015","Male","7704","0.522848754461396","0.514130960159529","0.531566548763263","1"
"Married","2015","Female","8028","0.477997920745527","0.469944333272243","0.486051508218811","1"
"Married, but separated","2015","Male","286","0.0245007719586945","0.0218024491972964","0.0271990947200926","2"
"Married, but separated","2015","Female","397","0.0250159210522202","0.0224979700735213","0.0275338720309191","2"
"Single","2015","Male","3507","0.329537454608823","0.321333368690868","0.337741540526778","3"
"Single","2015","Female","3714","0.263542767951912","0.256439804548739","0.270645731355086","3"
"Widowed","2015","Female","1068","0.124234180357459","0.118916101106665","0.129552259608252","5"
"Widowed","2015","Male","331","0.035226849166598","0.0320091899046835","0.0384445084285125","5"
"Divorced","2016","Female","1521","0.108454383735609","0.103488930878952","0.113419836592266","4"
"Divorced","2016","Male","764","0.0877043216554772","0.083040521328429","0.0923681219825254","4"
"Married","2016","Male","8307","0.512763108406777","0.50452191492125","0.521004301892304","1"
"Married","2016","Female","8430","0.479673992364772","0.471696353438413","0.487651631291132","1"
"Married, but separated","2016","Female","513","0.0254533384956689","0.0229383429593815","0.0279683340319562","2"
"Married, but separated","2016","Male","552","0.0258757752760775","0.0232581016340564","0.0284934489180985","2"
"Single","2016","Female","3510","0.264984552612359","0.257937264371733","0.272031840852984","3"
"Single","2016","Male","4178","0.339130793102522","0.331325252020862","0.346936334184182","3"
