"pgfamstd","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1990","no migration background","East Germany","261","0.0753595133808716","0.0674659799938779","0.0832530467678654","4"
"Divorced","1990","direct migration background","West Germany","84","0.0584957665885101","0.0493620648966664","0.0676294682803538","4"
"Divorced","1990","direct migration background","East Germany","8","","","","4"
"Divorced","1990","indirect migration background","West Germany","6","","","","4"
"Divorced","1990","indirect migration background","East Germany","","","","","4"
"Married","1990","no migration background","West Germany","4017","0.562091160340232","0.55015339985438","0.574028920826084","1"
"Married","1990","no migration background","East Germany","2962","0.625106174257882","0.610630226974063","0.6395821215417","1"
"Married","1990","direct migration background","West Germany","1884","0.694320342684637","0.676390078844018","0.712250606525256","1"
"Married","1990","direct migration background","East Germany","109","0.694371072335855","0.61912914983105","0.76961299484066","1"
"Married","1990","indirect migration background","West Germany","55","0.256745992214667","0.206896866086558","0.306595118342775","1"
"Married","1990","indirect migration background","East Germany","1","","","","1"
"Married, but separated","1990","no migration background","West Germany","116","0.019028597887114","0.0157411475924439","0.0223160481817841","2"
"Married, but separated","1990","no migration background","East Germany","27","","","","2"
"Married, but separated","1990","direct migration background","West Germany","101","0.0397304867369402","0.0321284147156313","0.0473325587582491","2"
"Married, but separated","1990","direct migration background","East Germany","","","","","2"
"Married, but separated","1990","indirect migration background","West Germany","2","","","","2"
"Married, but separated","1990","indirect migration background","East Germany","","","","","2"
"Single","1990","no migration background","West Germany","1665","0.248637361625768","0.238237307016596","0.25903741623494","3"
"Single","1990","no migration background","East Germany","779","0.196369389092982","0.184490356205533","0.208248421980431","3"
"Single","1990","direct migration background","West Germany","402","0.150391976812468","0.136479799541998","0.164304154082938","3"
"Single","1990","direct migration background","East Germany","10","","","","3"
"Single","1990","indirect migration background","West Germany","231","0.656029054901227","0.601821539731772","0.710236570070681","3"
"Single","1990","indirect migration background","East Germany","1","","","","3"
"Widowed","1990","no migration background","West Germany","542","0.116220291699386","0.10850876048352","0.123931822915253","5"
"Widowed","1990","no migration background","East Germany","267","0.0970435581999191","0.088191735408669","0.105895380991169","5"
"Widowed","1990","direct migration background","West Germany","65","0.057061427177445","0.0480335325340415","0.0660893218208484","5"
"Widowed","1990","direct migration background","East Germany","17","","","","5"
"Widowed","1990","indirect migration background","West Germany","1","","","","5"
"Widowed","1990","indirect migration background","East Germany","","","","","5"
"Divorced","1991","no migration background","West Germany","318","0.0585358220949603","0.0528799774636558","0.0641916667262647","4"
"Divorced","1991","no migration background","East Germany","234","0.0788035486821183","0.0704653780991594","0.0871417192650771","4"
"Divorced","1991","direct migration background","East Germany","8","","","","4"
"Divorced","1991","direct migration background","West Germany","84","0.0548515155856501","0.0459101147506288","0.0637929164206713","4"
"Divorced","1991","indirect migration background","West Germany","6","","","","4"
"Divorced","1991","indirect migration background","East Germany","","","","","4"
"Married","1991","no migration background","West Germany","4010","0.560271226210068","0.54831273712435","0.572229715295786","1"
"Married","1991","no migration background","East Germany","2768","0.615217845572907","0.600160664148198","0.630275026997616","1"
"Married","1991","direct migration background","West Germany","1883","0.708551806673808","0.690706347960629","0.726397265386987","1"
"Married","1991","direct migration background","East Germany","110","0.712853861890559","0.638439688467696","0.787268035313422","1"
"Married","1991","indirect migration background","West Germany","63","0.229869042141634","0.18566306417286","0.274075020110409","1"
"Married","1991","indirect migration background","East Germany","1","","","","1"
"Married, but separated","1991","no migration background","West Germany","115","0.0194193068105426","0.0160946774162646","0.0227439362048205","2"
"Married, but separated","1991","no migration background","East Germany","21","","","","2"
"Married, but separated","1991","direct migration background","West Germany","93","0.0380575648917898","0.0305438230861606","0.045571306697419","2"
"Married, but separated","1991","direct migration background","East Germany","","","","","2"
"Married, but separated","1991","indirect migration background","East Germany","","","","","2"
"Married, but separated","1991","indirect migration background","West Germany","3","","","","2"
"Single","1991","no migration background","East Germany","747","0.200930945696145","0.188530498991055","0.213331392401234","3"
"Single","1991","no migration background","West Germany","1643","0.243088663044183","0.232754160721562","0.253423165366804","3"
"Single","1991","direct migration background","East Germany","8","","","","3"
"Single","1991","direct migration background","West Germany","366","0.14077294139177","0.127115328706464","0.154430554077076","3"
"Single","1991","indirect migration background","West Germany","275","0.69211293505202","0.643612830613302","0.740613039490739","3"
"Single","1991","indirect migration background","East Germany","2","","","","3"
"Widowed","1991","no migration background","West Germany","532","0.118684981840246","0.110892995565773","0.126476968114719","5"
"Widowed","1991","no migration background","East Germany","241","0.100271086561417","0.0909757427234523","0.109566430399381","5"
"Widowed","1991","direct migration background","West Germany","65","0.0577661714569825","0.0486044440484433","0.0669278988655217","5"
"Widowed","1991","direct migration background","East Germany","16","","","","5"
"Widowed","1991","indirect migration background","West Germany","1","","","","5"
"Widowed","1991","indirect migration background","East Germany","","","","","5"
"Divorced","1992","no migration background","West Germany","333","0.0598055839876371","0.0540590534627117","0.0655521145125624","4"
"Divorced","1992","no migration background","East Germany","212","0.0724393358582297","0.0642289456255748","0.0806497260908847","4"
"Divorced","1992","direct migration background","West Germany","77","0.055292359553535","0.0461732862730379","0.0644114328340321","4"
"Divorced","1992","direct migration background","East Germany","8","","","","4"
"Divorced","1992","indirect migration background","West Germany","7","","","","4"
"Divorced","1992","indirect migration background","East Germany","","","","","4"
"Married","1992","no migration background","West Germany","4006","0.568558221464145","0.556555642075814","0.580560800852477","1"
"Married","1992","no migration background","East Germany","2588","0.607329593137269","0.591861680314147","0.622797505960391","1"
"Married","1992","direct migration background","West Germany","1843","0.710978043976299","0.692891193734483","0.729064894218116","1"
"Married","1992","direct migration background","East Germany","109","0.697411730184051","0.622896966057279","0.771926494310822","1"
"Married","1992","indirect migration background","East Germany","1","","","","1"
"Married","1992","indirect migration background","West Germany","75","0.210193915041927","0.170264917885768","0.250122912198085","1"
"Married, but separated","1992","no migration background","West Germany","117","0.0198419696948092","0.0164623606896798","0.0232215786999386","2"
"Married, but separated","1992","no migration background","East Germany","27","","","","2"
"Married, but separated","1992","direct migration background","West Germany","91","0.0376552982764988","0.030059948020961","0.0452506485320367","2"
"Married, but separated","1992","direct migration background","East Germany","","","","","2"
"Married, but separated","1992","indirect migration background","West Germany","4","","","","2"
"Married, but separated","1992","indirect migration background","East Germany","","","","","2"
"Single","1992","no migration background","East Germany","779","0.217755866554522","0.204683280863758","0.230828452245286","3"
"Single","1992","no migration background","West Germany","1572","0.234182529356745","0.22391972860055","0.244445330112941","3"
"Single","1992","direct migration background","West Germany","335","0.138937406791272","0.125136857080535","0.152737956502009","3"
"Single","1992","direct migration background","East Germany","8","","","","3"
"Single","1992","indirect migration background","West Germany","313","0.713786401233651","0.669492150225002","0.758080652242301","3"
"Single","1992","indirect migration background","East Germany","9","","","","3"
"Widowed","1992","no migration background","West Germany","513","0.117611695496663","0.109804750070821","0.125418640922505","5"
"Widowed","1992","no migration background","East Germany","223","0.0961067972908285","0.0867712234043461","0.105442371177311","5"
"Widowed","1992","direct migration background","West Germany","67","0.0571368914023947","0.0478760156838996","0.0663977671208897","5"
"Widowed","1992","direct migration background","East Germany","21","","","","5"
"Widowed","1992","indirect migration background","West Germany","1","","","","5"
"Widowed","1992","indirect migration background","East Germany","","","","","5"
"Divorced","1993","no migration background","West Germany","327","0.0606501823257236","0.0548382060328004","0.0664621586186468","4"
"Divorced","1993","no migration background","East Germany","209","0.075186432015764","0.0666667964881958","0.0837060675433321","4"
"Divorced","1993","direct migration background","West Germany","77","0.0545870949535449","0.0454022905070961","0.0637718993999938","4"
"Divorced","1993","direct migration background","East Germany","7","","","","4"
"Divorced","1993","indirect migration background","West Germany","6","","","","4"
"Divorced","1993","indirect migration background","East Germany","","","","","4"
"Married","1993","no migration background","West Germany","3965","0.569567927417595","0.557511485002244","0.581624369832946","1"
"Married","1993","no migration background","East Germany","2435","0.603890049753893","0.588088088426874","0.619692011080911","1"
"Married","1993","direct migration background","West Germany","1796","0.705953007518097","0.687532125238706","0.724373889797489","1"
"Married","1993","direct migration background","East Germany","100","0.677134063538343","0.598551339100389","0.755716787976297","1"
"Married","1993","indirect migration background","West Germany","93","0.212423524144267","0.175004761615969","0.249842286672564","1"
"Married","1993","indirect migration background","East Germany","1","","","","1"
"Married, but separated","1993","no migration background","West Germany","128","0.0226152326235468","0.018995075554578","0.0262353896925157","2"
"Married, but separated","1993","direct migration background","West Germany","93","0.0410276159026787","0.0330079670857476","0.0490472647196098","2"
"Married, but separated","1993","no migration background","East Germany","47","0.0108431984492814","0.00749712511021428","0.0141892717883486","2"
"Married, but separated","1993","indirect migration background","West Germany","10","","","","2"
"Married, but separated","1993","direct migration background","East Germany","1","","","","2"
"Married, but separated","1993","indirect migration background","East Germany","","","","","2"
"Single","1993","no migration background","West Germany","1545","0.228785692482421","0.21855756644984","0.239013818515003","3"
"Single","1993","no migration background","East Germany","771","0.213375307615241","0.200138597762997","0.226612017467484","3"
"Single","1993","direct migration background","West Germany","316","0.14353195566509","0.129356271033204","0.157707640296976","3"
"Single","1993","direct migration background","East Germany","6","","","","3"
"Single","1993","indirect migration background","West Germany","349","0.712430581222377","0.671022569770939","0.753838592673815","3"
"Single","1993","indirect migration background","East Germany","13","","","","3"
"Widowed","1993","no migration background","West Germany","514","0.118380965150713","0.110514574346935","0.126247355954491","5"
"Widowed","1993","no migration background","East Germany","218","0.0967050121658212","0.0871558894640808","0.106254134867562","5"
"Widowed","1993","direct migration background","West Germany","68","0.0549003259605891","0.0456907331673158","0.0641099187538624","5"
"Widowed","1993","direct migration background","East Germany","22","","","","5"
"Widowed","1993","indirect migration background","West Germany","1","","","","5"
"Widowed","1993","indirect migration background","East Germany","","","","","5"
"Divorced","1994","no migration background","West Germany","330","0.0611899623781434","0.0553216152613124","0.0670583094949743","4"
"Divorced","1994","direct migration background","West Germany","78","0.0600395632383572","0.0501575563307427","0.0699215701459717","4"
"Divorced","1994","no migration background","East Germany","202","0.0726480737309103","0.0641916226598556","0.081104524801965","4"
"Divorced","1994","direct migration background","East Germany","8","","","","4"
"Divorced","1994","indirect migration background","West Germany","7","","","","4"
"Divorced","1994","indirect migration background","East Germany","","","","","4"
"Married","1994","no migration background","West Germany","3902","0.570084694000284","0.557963427952289","0.582205960048279","1"
"Married","1994","no migration background","East Germany","2362","0.601033707392581","0.585079643885555","0.616987770899608","1"
"Married","1994","direct migration background","West Germany","1719","0.708926824383205","0.690030671214885","0.727822977551526","1"
"Married","1994","direct migration background","East Germany","104","0.667132083193522","0.589895695335963","0.744368471051081","1"
"Married","1994","indirect migration background","West Germany","104","0.195122467487664","0.159558726100659","0.230686208874668","1"
"Married","1994","indirect migration background","East Germany","1","","","","1"
"Married, but separated","1994","no migration background","East Germany","58","0.0153692403509982","0.0113613419839067","0.0193771387180898","2"
"Married, but separated","1994","no migration background","West Germany","137","0.0232585434619368","0.0195681904907243","0.0269488964331492","2"
"Married, but separated","1994","direct migration background","West Germany","79","0.0421271709101812","0.0337710122339424","0.0504833295864199","2"
"Married, but separated","1994","direct migration background","East Germany","","","","","2"
"Married, but separated","1994","indirect migration background","West Germany","10","","","","2"
"Married, but separated","1994","indirect migration background","East Germany","1","","","","2"
"Single","1994","no migration background","West Germany","1535","0.227682979902133","0.217415829457681","0.237950130346585","3"
"Single","1994","no migration background","East Germany","780","0.211282701366163","0.197982860243403","0.224582542488922","3"
"Single","1994","direct migration background","West Germany","272","0.126639386552283","0.112805226240478","0.140473546864087","3"
"Single","1994","direct migration background","East Germany","10","","","","3"
"Single","1994","indirect migration background","West Germany","355","0.722901618404958","0.682736828956318","0.763066407853597","3"
"Single","1994","indirect migration background","East Germany","14","","","","3"
"Widowed","1994","no migration background","West Germany","504","0.117783820257503","0.10989127343795","0.125676367077056","5"
"Widowed","1994","no migration background","East Germany","217","0.0996662771593475","0.0899067297901822","0.109425824528513","5"
"Widowed","1994","direct migration background","West Germany","72","0.0622670549159736","0.0522153355862136","0.0723187742457337","5"
"Widowed","1994","direct migration background","East Germany","21","","","","5"
"Widowed","1994","indirect migration background","West Germany","1","","","","5"
"Widowed","1994","indirect migration background","East Germany","","","","","5"
"Divorced","1995","no migration background","West Germany","364","0.0658663769124912","0.0598185270145095","0.071914226810473","4"
"Divorced","1995","no migration background","East Germany","222","0.0809682668555513","0.0719745855584197","0.0899619481526829","4"
"Divorced","1995","direct migration background","West Germany","86","0.054666704770742","0.0460245004876809","0.0633089090538031","4"
"Divorced","1995","direct migration background","East Germany","9","","","","4"
"Divorced","1995","indirect migration background","East Germany","","","","","4"
"Divorced","1995","indirect migration background","West Germany","9","","","","4"
"Married","1995","no migration background","West Germany","3934","0.570960338315985","0.558892866158557","0.583027810473413","1"
"Married","1995","no migration background","East Germany","2266","0.595882515112431","0.579703616247413","0.61206141397745","1"
"Married","1995","direct migration background","West Germany","2045","0.699727846684562","0.682302047266096","0.717153646103029","1"
"Married","1995","direct migration background","East Germany","100","0.644271426276594","0.565806804955148","0.72273604759804","1"
"Married","1995","indirect migration background","East Germany","2","","","","1"
"Married","1995","indirect migration background","West Germany","116","0.209189727750875","0.173286709510868","0.245092745990881","1"
"Married, but separated","1995","no migration background","East Germany","41","0.0101305381658144","0.00682897173568358","0.0134321045959452","2"
"Married, but separated","1995","no migration background","West Germany","136","0.0205337106243687","0.0170759646886907","0.0239914565600467","2"
"Married, but separated","1995","direct migration background","West Germany","73","0.0308604103709121","0.024285881775561","0.0374349389662631","2"
"Married, but separated","1995","direct migration background","East Germany","","","","","2"
"Married, but separated","1995","indirect migration background","West Germany","2","","","","2"
"Married, but separated","1995","indirect migration background","East Germany","1","","","","2"
"Single","1995","no migration background","East Germany","793","0.212521111520485","0.19903349164675","0.226008731394219","3"
"Single","1995","no migration background","West Germany","1533","0.222307304602601","0.212169463251328","0.232445145953875","3"
"Single","1995","direct migration background","West Germany","363","0.156274950377123","0.142470606824779","0.170079293929466","3"
"Single","1995","direct migration background","East Germany","11","","","","3"
"Single","1995","indirect migration background","West Germany","365","0.731511609346414","0.692391685679934","0.770631533012894","3"
"Single","1995","indirect migration background","East Germany","13","","","","3"
"Widowed","1995","no migration background","West Germany","495","0.120332269544553","0.112399679721324","0.128264859367782","5"
"Widowed","1995","no migration background","East Germany","212","0.100497568345718","0.0905848271853163","0.11041030950612","5"
"Widowed","1995","direct migration background","West Germany","91","0.058470087796661","0.0495502997094278","0.0673898758838941","5"
"Widowed","1995","direct migration background","East Germany","23","","","","5"
"Widowed","1995","indirect migration background","West Germany","1","","","","5"
"Widowed","1995","indirect migration background","East Germany","","","","","5"
"Divorced","1996","no migration background","West Germany","370","0.0689346339939097","0.0627210459436652","0.0751482220441543","4"
"Divorced","1996","no migration background","East Germany","210","0.0766126450928972","0.0678323174886414","0.0853929726971529","4"
"Divorced","1996","direct migration background","West Germany","81","0.0533560199946705","0.0445036853564895","0.0622083546328514","4"
