"plh0224","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Urban Area","25","","","","1"
"1 Strongly disagree","2005","Not Employed","Rural Area","10","","","","1"
"1 Strongly disagree","2005","Employed","Urban Area","21","","","","1"
"1 Strongly disagree","2005","Employed","Rural Area","13","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","23","","","","2"
"2 on scale 1-7 ","2005","Employed","Urban Area","54","0.00790269184658451","0.00603736849723434","0.00976801519593468","2"
"2 on scale 1-7 ","2005","Employed","Rural Area","23","","","","2"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","30","0.00508443097963662","0.00315278784502689","0.00701607411424636","2"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","56","0.0250984873906126","0.0191506859704695","0.0310462888107557","3"
"3 on scale 1-7 ","2005","Employed","Urban Area","189","0.0218418773905202","0.0187626697026268","0.0249210850784137","3"
"3 on scale 1-7 ","2005","Employed","Rural Area","91","0.026303532354513","0.021458950606696","0.0311481141023301","3"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","118","0.0203761499416647","0.0165390479582938","0.0242132519250356","3"
"4 on scale 1-7","2005","Employed","Rural Area","412","0.0962468075367658","0.0873187795541504","0.105174835519381","4"
"4 on scale 1-7","2005","Not Employed","Rural Area","256","0.094303762453764","0.0831913563149496","0.105416168592578","4"
"4 on scale 1-7","2005","Employed","Urban Area","845","0.0946119341978752","0.0884462708157275","0.100777597580023","4"
"4 on scale 1-7","2005","Not Employed","Urban Area","512","0.0955166822112709","0.0875339327672575","0.103499431655284","4"
"5 on scale 1-7","2005","Employed","Urban Area","1827","0.215012404388609","0.206357692359391","0.223667116417826","5"
"5 on scale 1-7","2005","Not Employed","Rural Area","519","0.184237898383862","0.169497013255551","0.198978783512173","5"
"5 on scale 1-7","2005","Not Employed","Urban Area","1018","0.19339664021211","0.18266991688466","0.20412336353956","5"
"5 on scale 1-7","2005","Employed","Rural Area","837","0.187606869611663","0.17578884354199","0.199424895681336","5"
"6 on scale 1-7","2005","Employed","Urban Area","3369","0.380319546880036","0.370092560225651","0.390546533534421","6"
"6 on scale 1-7","2005","Employed","Rural Area","1647","0.386950799875419","0.372206878934636","0.401694720816202","6"
"6 on scale 1-7","2005","Not Employed","Rural Area","971","0.349705391855107","0.331572855595695","0.367837928114519","6"
"6 on scale 1-7","2005","Not Employed","Urban Area","1805","0.343356654206845","0.330460800099778","0.356252508313911","6"
"7 Strongly agree","2005","Employed","Rural Area","1169","0.293578090048201","0.279792309694024","0.307363870402377","7"
"7 Strongly agree","2005","Not Employed","Rural Area","822","0.333293832829214","0.315369904903938","0.35121776075449","7"
"7 Strongly agree","2005","Employed","Urban Area","2351","0.276162359279215","0.266743630504747","0.285581088053683","7"
"7 Strongly agree","2005","Not Employed","Urban Area","1700","0.336869187825689","0.324032799352676","0.349705576298702","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Employed","Urban Area","","","","","4"
"5 on scale 1-7","2006","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Urban Area","","","","","5"
"6 on scale 1-7","2006","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Employed","Urban Area","","","","","7"
"7 Strongly agree","2006","Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Employed","Urban Area","","","","","7"
"1 Strongly disagree","2007","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2007","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2007","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2007","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2007","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2007","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2007","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2007","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2007","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2007","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2007","Employed","Rural Area","","","","","6"
"7 Strongly agree","2007","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2007","Employed","Urban Area","","","","","7"
"7 Strongly agree","2007","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2008","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2008","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2008","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2008","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2008","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2008","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2008","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2008","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2008","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2008","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2008","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2008","Employed","Urban Area","","","","","6"
"7 Strongly agree","2008","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2008","Employed","Urban Area","","","","","7"
"7 Strongly agree","2008","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2009","Not Employed","Rural Area","14","","","","1"
"1 Strongly disagree","2009","Employed","Urban Area","27","","","","1"
"1 Strongly disagree","2009","Employed","Rural Area","15","","","","1"
"1 Strongly disagree","2009","Not Employed","Urban Area","15","","","","1"
"2 on scale 1-7 ","2009","Not Employed","Rural Area","23","","","","2"
"2 on scale 1-7 ","2009","Employed","Urban Area","55","0.0087727790530312","0.00664250789243883","0.0109030502136236","2"
"2 on scale 1-7 ","2009","Employed","Rural Area","35","0.0122092287362998","0.00873669872340573","0.0156817587491938","2"
"2 on scale 1-7 ","2009","Not Employed","Urban Area","34","0.00805332185884402","0.00541720140671883","0.0106894423109692","2"
"3 on scale 1-7 ","2009","Not Employed","Urban Area","95","0.0206559894000903","0.0164610644491939","0.0248509143509868","3"
"3 on scale 1-7 ","2009","Not Employed","Rural Area","51","0.0214844681884481","0.0156605594747816","0.0273083769021145","3"
"3 on scale 1-7 ","2009","Employed","Urban Area","221","0.0367395917615753","0.0324420639050365","0.0410371196181141","3"
"3 on scale 1-7 ","2009","Employed","Rural Area","91","0.0221035741303937","0.0174547074428692","0.0267524408179182","3"
"4 on scale 1-7","2009","Not Employed","Rural Area","248","0.110266273944046","0.0976851404770984","0.122847407410993","4"
"4 on scale 1-7","2009","Employed","Urban Area","803","0.112323601728297","0.105110159979021","0.119537043477573","4"
"4 on scale 1-7","2009","Not Employed","Urban Area","475","0.112861106796336","0.103528531104497","0.122193682488174","4"
"4 on scale 1-7","2009","Employed","Rural Area","414","0.104833574833795","0.0951469718304686","0.114520177837121","4"
"5 on scale 1-7","2009","Not Employed","Urban Area","958","0.218980862582268","0.206783456648356","0.231178268516179","5"
"5 on scale 1-7","2009","Employed","Urban Area","1670","0.226613980562881","0.217050385252722","0.236177575873039","5"
"5 on scale 1-7","2009","Not Employed","Rural Area","576","0.233454440789228","0.216462677509291","0.250446204069164","5"
"5 on scale 1-7","2009","Employed","Rural Area","842","0.221698560986133","0.208563721660728","0.234833400311538","5"
"6 on scale 1-7","2009","Not Employed","Rural Area","850","0.345162210638966","0.326066013867508","0.364258407410424","6"
"6 on scale 1-7","2009","Not Employed","Urban Area","1611","0.34412261693302","0.330110572858891","0.358134661007148","6"
"6 on scale 1-7","2009","Employed","Urban Area","2800","0.370220297283835","0.359189570583546","0.381251023984123","6"
"6 on scale 1-7","2009","Employed","Rural Area","1497","0.388925947726891","0.373510725442995","0.404341170010788","6"
"7 Strongly agree","2009","Not Employed","Urban Area","1228","0.290826919540398","0.277432404902097","0.3042214341787","7"
"7 Strongly agree","2009","Not Employed","Rural Area","619","0.274616438149781","0.256689112268606","0.292543764030956","7"
"7 Strongly agree","2009","Employed","Urban Area","1785","0.24088385340383","0.231115133853029","0.25065257295463","7"
"7 Strongly agree","2009","Employed","Rural Area","948","0.246278803620762","0.232655316272624","0.2599022909689","7"
"1 Strongly disagree","2010","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2010","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2010","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2010","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2010","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2010","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2010","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2010","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2010","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2010","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2010","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2010","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2010","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2010","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2010","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2010","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2010","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2010","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2010","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2010","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2010","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2010","Employed","Rural Area","","","","","6"
"7 Strongly agree","2010","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2010","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2010","Employed","Urban Area","","","","","7"
"7 Strongly agree","2010","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2011","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2011","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2011","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2011","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Employed","Rural Area","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Employed","Rural Area","","","","","3"
"4 on scale 1-7","2011","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2011","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2011","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2011","Employed","Rural Area","","","","","4"
"5 on scale 1-7","2011","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2011","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2011","Not Employed","Urban Area","","","","","5"
"5 on scale 1-7","2011","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2011","Not Employed","Urban Area","","","","","6"
"6 on scale 1-7","2011","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2011","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2011","Employed","Rural Area","","","","","6"
"7 Strongly agree","2011","Not Employed","Urban Area","","","","","7"
"7 Strongly agree","2011","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2011","Employed","Urban Area","","","","","7"
"7 Strongly agree","2011","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2012","Not Employed","Urban Area","6","","","","1"
"1 Strongly disagree","2012","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2012","Employed","Urban Area","9","","","","1"
"1 Strongly disagree","2012","Employed","Rural Area","3","","","","1"
"2 on scale 1-7 ","2012","Not Employed","Urban Area","7","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Rural Area","8","","","","2"
"2 on scale 1-7 ","2012","Employed","Urban Area","23","","","","2"
"2 on scale 1-7 ","2012","Employed","Rural Area","9","","","","2"
"3 on scale 1-7 ","2012","Not Employed","Urban Area","20","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Rural Area","13","","","","3"
"3 on scale 1-7 ","2012","Employed","Urban Area","64","0.0199137826174878","0.0151780309084437","0.0246495343265319","3"
"3 on scale 1-7 ","2012","Employed","Rural Area","32","0.0160173897616782","0.0105588582387032","0.0214759212846531","3"
"4 on scale 1-7","2012","Not Employed","Urban Area","80","0.0810903162127807","0.0649368514606672","0.0972437809648941","4"
"4 on scale 1-7","2012","Not Employed","Rural Area","57","0.0816690681564262","0.0605833209937571","0.102754815319095","4"
"4 on scale 1-7","2012","Employed","Urban Area","269","0.0780708850490178","0.0689765024841388","0.0871652676138967","4"
"4 on scale 1-7","2012","Employed","Rural Area","157","0.0756357142175112","0.0641390651696678","0.0871323632653547","4"
"5 on scale 1-7","2012","Not Employed","Urban Area","223","0.209310415465161","0.185236695401289","0.233384135529033","5"
"5 on scale 1-7","2012","Not Employed","Rural Area","125","0.213363983823454","0.181820616214099","0.244907351432809","5"
"5 on scale 1-7","2012","Employed","Urban Area","737","0.208377940697828","0.194610135341509","0.222145746054147","5"
"5 on scale 1-7","2012","Employed","Rural Area","446","0.20875193615119","0.191081070481254","0.226422801821125","5"
"6 on scale 1-7","2012","Not Employed","Urban Area","438","0.387610798160471","0.358780012793744","0.416441583527198","6"
"6 on scale 1-7","2012","Not Employed","Rural Area","272","0.432010944443051","0.393871185269445","0.470150703616658","6"
"6 on scale 1-7","2012","Employed","Urban Area","1426","0.422628972902016","0.405883900512888","0.439374045291144","6"
"6 on scale 1-7","2012","Employed","Rural Area","858","0.415526517573742","0.394099189588166","0.436953845559318","6"
"7 Strongly agree","2012","Not Employed","Urban Area","323","0.286401112227744","0.259648930276029","0.313153294179459","7"
"7 Strongly agree","2012","Not Employed","Rural Area","173","0.239368085869841","0.20651463580382","0.272221535935863","7"
