"plh0224","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","West Germany","19","","","","1"
"1 Strongly disagree","2005","Full Time","East Germany","5","","","","1"
"1 Strongly disagree","2005","Part Time","West Germany","9","","","","1"
"1 Strongly disagree","2005","Part Time","East Germany","1","","","","1"
"1 Strongly disagree","2005","Not Working","West Germany","27","","","","1"
"1 Strongly disagree","2005","Not Working","East Germany","8","","","","1"
"2 on scale 1-7 ","2005","Part Time","West Germany","15","","","","2"
"2 on scale 1-7 ","2005","Full Time","West Germany","41","0.0072147970974729","0.00508990650000366","0.00933968769494213","2"
"2 on scale 1-7 ","2005","Not Working","East Germany","15","","","","2"
"2 on scale 1-7 ","2005","Full Time","East Germany","14","","","","2"
"2 on scale 1-7 ","2005","Part Time","East Germany","7","","","","2"
"2 on scale 1-7 ","2005","Not Working","West Germany","38","0.00640759062781071","0.00434826688558212","0.00846691437003931","2"
"3 on scale 1-7 ","2005","Not Working","West Germany","137","0.021589203500677","0.0178381604936681","0.0253402465076859","3"
"3 on scale 1-7 ","2005","Full Time","West Germany","176","0.0296521657274003","0.0253933505227614","0.0339109809320392","3"
"3 on scale 1-7 ","2005","Part Time","East Germany","8","","","","3"
"3 on scale 1-7 ","2005","Part Time","West Germany","69","0.0172865649014649","0.0131474221758024","0.0214257076271274","3"
"3 on scale 1-7 ","2005","Full Time","East Germany","27","","","","3"
"3 on scale 1-7 ","2005","Not Working","East Germany","37","0.0228399148340793","0.0164473454790604","0.0292324841890981","3"
"4 on scale 1-7","2005","Not Working","East Germany","187","0.0926642093269398","0.0802566779407118","0.105071740713168","4"
"4 on scale 1-7","2005","Full Time","East Germany","194","0.0864547750325335","0.07394266015441","0.098966889910657","4"
"4 on scale 1-7","2005","Part Time","West Germany","313","0.0844967922175172","0.0756641090808697","0.0933294753541647","4"
"4 on scale 1-7","2005","Not Working","West Germany","581","0.0957941737568991","0.0881983249122656","0.103390022601533","4"
"4 on scale 1-7","2005","Full Time","West Germany","660","0.103488719704558","0.0958411885944254","0.111136250814691","4"
"4 on scale 1-7","2005","Part Time","East Germany","90","0.0947229316227667","0.0766365503917639","0.11280931285377","4"
"5 on scale 1-7","2005","Not Working","East Germany","391","0.172706391087567","0.156531946056671","0.188880836118463","5"
"5 on scale 1-7","2005","Part Time","East Germany","181","0.167567417624117","0.144499803416328","0.190635031831905","5"
"5 on scale 1-7","2005","Not Working","West Germany","1146","0.195266734549193","0.185035849049406","0.205497620048979","5"
"5 on scale 1-7","2005","Full Time","West Germany","1393","0.2249087757511","0.214425995623374","0.235391555878826","5"
"5 on scale 1-7","2005","Full Time","East Germany","383","0.195595180241078","0.177935305812918","0.213255054669237","5"
"5 on scale 1-7","2005","Part Time","West Germany","707","0.187710555656435","0.17530996541458","0.20011114589829","5"
"6 on scale 1-7","2005","Not Working","East Germany","758","0.34959522218992","0.329191004192965","0.369999440186875","6"
"6 on scale 1-7","2005","Part Time","West Germany","1532","0.388289143623174","0.372811910546168","0.40376637670018","6"
"6 on scale 1-7","2005","Not Working","West Germany","2018","0.344210907621611","0.331948732223702","0.35647308301952","6"
"6 on scale 1-7","2005","Full Time","West Germany","2284","0.374171618221546","0.362022076000777","0.386321160442314","6"
"6 on scale 1-7","2005","Part Time","East Germany","403","0.39507709390924","0.364882840475726","0.425271347342753","6"
"6 on scale 1-7","2005","Full Time","East Germany","797","0.397126764468572","0.375342204832621","0.418911324104523","6"
"7 Strongly agree","2005","Not Working","East Germany","702","0.34948612685777","0.32908338189118","0.36988887182436","7"
"7 Strongly agree","2005","Not Working","West Germany","1820","0.332107407059519","0.319952106280566","0.344262707838472","7"
"7 Strongly agree","2005","Part Time","West Germany","1164","0.311395230261582","0.296689601572704","0.326100858950459","7"
"7 Strongly agree","2005","Part Time","East Germany","317","0.329818037271591","0.300780022307066","0.358856052236116","7"
"7 Strongly agree","2005","Full Time","West Germany","1521","0.256071139300523","0.245112846846282","0.267029431754764","7"
"7 Strongly agree","2005","Full Time","East Germany","518","0.288759836855424","0.268583248433598","0.308936425277249","7"
"1 Strongly disagree","2006","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2006","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2006","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2006","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","West Germany","","","","","4"
"5 on scale 1-7","2006","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","East Germany","","","","","5"
"6 on scale 1-7","2006","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","West Germany","","","","","6"
"7 Strongly agree","2006","Not Working","East Germany","","","","","7"
"7 Strongly agree","2006","Part Time","West Germany","","","","","7"
"7 Strongly agree","2006","Part Time","East Germany","","","","","7"
"7 Strongly agree","2006","Not Working","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","East Germany","","","","","7"
"1 Strongly disagree","2007","Full Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","West Germany","","","","","3"
"4 on scale 1-7","2007","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2007","Not Working","West Germany","","","","","5"
