"plh0224","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","West Germany","28","","",""
"1 Strongly disagree","2005","lower secondary degree","East Germany","7","","",""
"1 Strongly disagree","2005","secondary school degree","West Germany","9","","",""
"1 Strongly disagree","2005","secondary school degree","East Germany","5","","",""
"1 Strongly disagree","2005","college entrance qualification","West Germany","9","","",""
"1 Strongly disagree","2005","college entrance qualification","East Germany","2","","",""
"1 Strongly disagree","2005","Other degree","West Germany","3","","",""
"1 Strongly disagree","2005","Other degree","East Germany","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","West Germany","4","","",""
"1 Strongly disagree","2005","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","West Germany","40","0.00767161615299413","0.005406346526391","0.00993688577959727"
"2 on scale 1-7 ","2005","lower secondary degree","East Germany","10","","",""
"2 on scale 1-7 ","2005","secondary school degree","West Germany","24","","",""
"2 on scale 1-7 ","2005","secondary school degree","East Germany","16","","",""
"2 on scale 1-7 ","2005","college entrance qualification","West Germany","18","","",""
"2 on scale 1-7 ","2005","college entrance qualification","East Germany","7","","",""
"2 on scale 1-7 ","2005","Other degree","West Germany","3","","",""
"2 on scale 1-7 ","2005","Other degree","East Germany","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","West Germany","4","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","East Germany","2","","",""
"3 on scale 1-7 ","2005","lower secondary degree","West Germany","156","0.028137912485381","0.0238445553095896","0.0324312696611724"
"3 on scale 1-7 ","2005","lower secondary degree","East Germany","17","","",""
"3 on scale 1-7 ","2005","secondary school degree","West Germany","76","0.0199122662824081","0.0154711516945472","0.0243533808702691"
"3 on scale 1-7 ","2005","secondary school degree","East Germany","39","0.0227652631526282","0.0165621515158405","0.028968374789416"
"3 on scale 1-7 ","2005","college entrance qualification","West Germany","88","0.017843244262492","0.0137762065368982","0.0219102819880857"
"3 on scale 1-7 ","2005","college entrance qualification","East Germany","14","","",""
"3 on scale 1-7 ","2005","Other degree","West Germany","28","","",""
"3 on scale 1-7 ","2005","Other degree","East Germany","1","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","West Germany","21","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2005","lower secondary degree","West Germany","590","0.0979279963995756","0.0902114530689252","0.105644539730226"
"4 on scale 1-7","2005","lower secondary degree","East Germany","137","0.0877236268609684","0.0728465203855864","0.10260073333635"
"4 on scale 1-7","2005","secondary school degree","West Germany","335","0.0860290357609837","0.077114722672642","0.0949433488493254"
"4 on scale 1-7","2005","secondary school degree","East Germany","187","0.0824063046489893","0.0709701704777874","0.0938424388201911"
"4 on scale 1-7","2005","college entrance qualification","West Germany","399","0.0961486890068163","0.0870919664030943","0.105205411610538"
"4 on scale 1-7","2005","college entrance qualification","East Germany","110","0.102412918224442","0.084711755257596","0.120114081191288"
"4 on scale 1-7","2005","Other degree","West Germany","106","0.107748412348033","0.089152753539325","0.12634407115674"
"4 on scale 1-7","2005","Other degree","East Germany","2","","",""
"4 on scale 1-7","2005","no degree/no degree yet","West Germany","91","0.112919512510708","0.090038753235144","0.135800271786271"
"4 on scale 1-7","2005","no degree/no degree yet","East Germany","15","","",""
"5 on scale 1-7","2005","lower secondary degree","West Germany","1142","0.194784362787215","0.184502260803368","0.205066464771062"
"5 on scale 1-7","2005","lower secondary degree","East Germany","256","0.182130852480749","0.161833909058175","0.202427795903324"
"5 on scale 1-7","2005","secondary school degree","West Germany","764","0.202073672312782","0.189308243129516","0.214839101496047"
"5 on scale 1-7","2005","secondary school degree","East Germany","403","0.174042080493787","0.158273960882868","0.189810200104706"
"5 on scale 1-7","2005","college entrance qualification","West Germany","923","0.22540509538041","0.212567902430428","0.238242288330392"
"5 on scale 1-7","2005","college entrance qualification","East Germany","232","0.188420451152319","0.165589936585232","0.211250965719406"
"5 on scale 1-7","2005","Other degree","West Germany","219","0.213887510773155","0.189295302637323","0.238479718908986"
"5 on scale 1-7","2005","Other degree","East Germany","6","","",""
"5 on scale 1-7","2005","no degree/no degree yet","West Germany","140","0.168248644381629","0.141204268277168","0.195293020486091"
"5 on scale 1-7","2005","no degree/no degree yet","East Germany","39","0.215733220507873","0.153160581755704","0.278305859260041"
"6 on scale 1-7","2005","lower secondary degree","West Germany","1957","0.347758756866804","0.335393819284051","0.360123694449557"
"6 on scale 1-7","2005","lower secondary degree","East Germany","495","0.345128425388472","0.320126963526106","0.370129887250839"
"6 on scale 1-7","2005","secondary school degree","West Germany","1458","0.368961086440638","0.353621363733211","0.384300809148066"
"6 on scale 1-7","2005","secondary school degree","East Germany","895","0.408302679683032","0.38786108710659","0.428744272259473"
"6 on scale 1-7","2005","college entrance qualification","West Germany","1705","0.420263921570072","0.405099456154446","0.435428386985697"
"6 on scale 1-7","2005","college entrance qualification","East Germany","467","0.385344439202902","0.356930817852223","0.41375806055358"
"6 on scale 1-7","2005","Other degree","West Germany","340","0.312517013224225","0.284717942736392","0.340316083712059"
"6 on scale 1-7","2005","Other degree","East Germany","13","","",""
"6 on scale 1-7","2005","no degree/no degree yet","West Germany","269","0.377958475837356","0.342904591093297","0.413012360581416"
"6 on scale 1-7","2005","no degree/no degree yet","East Germany","63","0.277579060289877","0.209457817828334","0.345700302751419"
"7 Strongly agree","2005","lower secondary degree","West Germany","1786","0.318110540841784","0.306018634321917","0.330202447361651"
"7 Strongly agree","2005","lower secondary degree","East Germany","467","0.352468725249443","0.327344791670438","0.377592658828448"
"7 Strongly agree","2005","secondary school degree","West Germany","1135","0.31506455373533","0.300296483466934","0.329832624003726"
"7 Strongly agree","2005","secondary school degree","East Germany","676","0.30273948922985","0.283631900564248","0.321847077895452"
