"plh0224","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","28","","",""
"1 Strongly disagree","2005","West Germany","Female","27","","",""
"1 Strongly disagree","2005","East Germany","Male","7","","",""
"1 Strongly disagree","2005","East Germany","Female","7","","",""
"2 on scale 1-7 ","2005","West Germany","Male","54","0.00766563156824221","0.00568885152442485","0.00964241161205956"
"2 on scale 1-7 ","2005","West Germany","Female","40","0.00637691375073385","0.00465318380110637","0.00810064370036133"
"2 on scale 1-7 ","2005","East Germany","Male","17","","",""
"2 on scale 1-7 ","2005","East Germany","Female","19","","",""
"3 on scale 1-7 ","2005","West Germany","Male","245","0.0324523635969672","0.0284361693900319","0.0364685578039025"
"3 on scale 1-7 ","2005","West Germany","Female","137","0.015405862425897","0.0127388517776481","0.018072873074146"
"3 on scale 1-7 ","2005","East Germany","Male","46","0.0259695233301096","0.0196341974637962","0.0323048491964231"
"3 on scale 1-7 ","2005","East Germany","Female","26","","",""
"4 on scale 1-7","2005","West Germany","Male","952","0.124077257717529","0.116605300870839","0.131549214564219"
"4 on scale 1-7","2005","West Germany","Female","602","0.069931899611414","0.0644092415240484","0.0754545576987797"
"4 on scale 1-7","2005","East Germany","Male","322","0.127616963508832","0.11432593756286","0.140907989454803"
"4 on scale 1-7","2005","East Germany","Female","149","0.0553684109744096","0.0466146635913975","0.0641221583574216"
"5 on scale 1-7","2005","West Germany","Male","1770","0.23319480775689","0.223610575682831","0.242779039830948"
"5 on scale 1-7","2005","West Germany","Female","1476","0.178113414052138","0.169828130435707","0.186398697668568"
"5 on scale 1-7","2005","East Germany","Male","561","0.218606851969714","0.202143533447194","0.235070170492234"
"5 on scale 1-7","2005","East Germany","Female","394","0.141905024303106","0.128548350704783","0.155261697901428"
"6 on scale 1-7","2005","West Germany","Male","2684","0.355324323673594","0.344476603543499","0.366172043803688"
"6 on scale 1-7","2005","West Germany","Female","3150","0.37548134019074","0.364995094996087","0.385967585385392"
"6 on scale 1-7","2005","East Germany","Male","901","0.362612334937698","0.343462113054007","0.381762556821389"
"6 on scale 1-7","2005","East Germany","Female","1057","0.387114578816603","0.368470490290672","0.405758667342534"
"7 Strongly agree","2005","West Germany","Male","1745","0.242821479324816","0.23310300584895","0.252539952800683"
"7 Strongly agree","2005","West Germany","Female","2760","0.350661816062716","0.34032866379666","0.360994968328771"
"7 Strongly agree","2005","East Germany","Male","567","0.253347591172651","0.236022787522353","0.270672394822948"
"7 Strongly agree","2005","East Germany","Female","970","0.393458771698338","0.374760066851307","0.412157476545368"
"1 Strongly disagree","2006","West Germany","Male","","","",""
"1 Strongly disagree","2006","West Germany","Female","","","",""
"1 Strongly disagree","2006","East Germany","Male","","","",""
"1 Strongly disagree","2006","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","East Germany","Female","","","",""
"4 on scale 1-7","2006","West Germany","Male","","","",""
"4 on scale 1-7","2006","West Germany","Female","","","",""
"4 on scale 1-7","2006","East Germany","Male","","","",""
"4 on scale 1-7","2006","East Germany","Female","","","",""
"5 on scale 1-7","2006","West Germany","Male","","","",""
"5 on scale 1-7","2006","West Germany","Female","","","",""
"5 on scale 1-7","2006","East Germany","Male","","","",""
"5 on scale 1-7","2006","East Germany","Female","","","",""
"6 on scale 1-7","2006","West Germany","Male","","","",""
"6 on scale 1-7","2006","West Germany","Female","","","",""
"6 on scale 1-7","2006","East Germany","Male","","","",""
"6 on scale 1-7","2006","East Germany","Female","","","",""
"7 Strongly agree","2006","West Germany","Male","","","",""
