"plh0224","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","2","","",""
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","18","","",""
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","4","","",""
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Employed","(0) in school","","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","2","","",""
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","10","","",""
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","10","","",""
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","2","","",""
"2 on scale 1-7 ","2005","Not Employed","(0) in school","3","","",""
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","13","","",""
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","17","","",""
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","6","","",""
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","5","","",""
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Employed","(0) in school","1","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","8","","",""
