"plh0224","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","","","",""
"1 Strongly disagree","2005","(0) in school","Female","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","","","",""
"2 on scale 1-7 ","2005","(0) in school","Female","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2005","(0) in school","Male","","","",""
"3 on scale 1-7 ","2005","(0) in school","Female","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","97","0.033074594891234","0.0267620412591304","0.0393871485233376"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","43","0.0168965049292892","0.0119717374908378","0.0218212723677406"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","68","0.0361462865634887","0.0280898838575742","0.0442026892694031"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2005","(0) in school","Male","44","0.167007555144977","0.125554505464225","0.20846060482573"
"4 on scale 1-7","2005","(0) in school","Female","33","0.0757465432016005","0.0476632617629455","0.103829824640256"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","Male","87","0.141921241239368","0.113372995862318","0.170469486616418"
"4 on scale 1-7","2005","(1b) general elementary school","Female","108","0.0716823129175611","0.0575835202422121","0.0857811055929101"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","423","0.137623467741218","0.125462838665213","0.149784096817222"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","163","0.0563556631080646","0.0475439445395011","0.065167381676628"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","240","0.101354504977381","0.0883282525531931","0.114380757401569"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","172","0.0685147147491155","0.0590538245712475","0.0779756049269834"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","49","0.137705800219623","0.102305964364801","0.173105636074445"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","30","0.0933611140232277","0.0659577218160962","0.120764506230359"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","84","0.117729552948659","0.0933441214702964","0.142114984427022"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","59","0.072549755616679","0.055070368676436","0.090029142556922"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","108","0.116319386225021","0.0951847063873462","0.137454066062696"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","48","0.054362683765114","0.0383376974846015","0.0703876700456266"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","163","0.105487609307465","0.0895497492274565","0.121425469387473"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","77","0.0774762886259833","0.0616196932259567","0.0933328840260099"
"5 on scale 1-7","2005","(0) in school","Male","69","0.199955315495451","0.155503296077628","0.244407334913275"
"5 on scale 1-7","2005","(0) in school","Female","71","0.210650755444327","0.167370779488064","0.253930731400591"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","Male","118","0.193716451936569","0.161385440071348","0.226047463801791"
"5 on scale 1-7","2005","(1b) general elementary school","Female","231","0.19086182077162","0.16938359095836","0.212340050584881"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Male","705","0.217505582887869","0.202943042029099","0.232068123746639"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Female","427","0.161802175730974","0.14773026374325","0.175874087718699"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Male","53","0.237507711373841","0.182025922321503","0.29298950042618"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Female","57","0.146360591740425","0.109487458330319","0.183233725150532"
"5 on scale 1-7","2005","(2a) intermediate vocational","Male","480","0.236624616034698","0.218280246203358","0.254968985866038"
"5 on scale 1-7","2005","(2a) intermediate vocational","Female","438","0.15529422128755","0.141730387627249","0.168858054947851"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","90","0.282452681486376","0.236204408148752","0.328700954824"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","93","0.200932872878941","0.163191189062708","0.238674556695175"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","166","0.249141789301519","0.216416078543951","0.281867500059086"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","157","0.183168944122793","0.157104110859465","0.209233777386121"
"5 on scale 1-7","2005","(3a) lower tertiary education","Male","210","0.233717785966483","0.205820483382039","0.261615088550926"
"5 on scale 1-7","2005","(3a) lower tertiary education","Female","141","0.199972437856513","0.171702655409598","0.228242220303429"
"5 on scale 1-7","2005","(3b) higher tertiary education","Male","376","0.258550135906592","0.235833219254512","0.281267052558671"
"5 on scale 1-7","2005","(3b) higher tertiary education","Female","207","0.178438184021155","0.155729038551574","0.201147329490736"
"6 on scale 1-7","2005","(0) in school","Male","120","0.38095385744595","0.326982219901778","0.434925494990122"
"6 on scale 1-7","2005","(0) in school","Female","135","0.388189564900519","0.336464473121253","0.439914656679785"
"6 on scale 1-7","2005","(1a) inadequately completed","Male","32","0.285368749622581","0.199400246201408","0.371337253043753"
"6 on scale 1-7","2005","(1a) inadequately completed","Female","43","0.374726940654891","0.294829870873182","0.4546240104366"
"6 on scale 1-7","2005","(1b) general elementary school","Male","182","0.311709290241977","0.273816815325753","0.3496017651582"
"6 on scale 1-7","2005","(1b) general elementary school","Female","414","0.325145299163603","0.299543441120349","0.350747157206857"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Male","1015","0.337925865633489","0.321229368900585","0.354622362366394"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Female","981","0.364500440076309","0.346109906810654","0.382890973341965"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Male","86","0.352493072498036","0.290206938724387","0.414779206271684"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Female","124","0.317599671009631","0.269035008612191","0.366164333407072"
"6 on scale 1-7","2005","(2a) intermediate vocational","Male","777","0.377787446063481","0.356860931198083","0.398713960928879"
"6 on scale 1-7","2005","(2a) intermediate vocational","Female","1112","0.396822130017337","0.378500136864051","0.415144123170623"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","148","0.352884580917549","0.303793271697178","0.40197589013792"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","177","0.415634636755467","0.369214946085593","0.462054327425342"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","258","0.398232164266813","0.361192291727428","0.435272036806198"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","342","0.415067213643067","0.381864383264863","0.448270044021271"
"6 on scale 1-7","2005","(3a) lower tertiary education","Male","339","0.372753156784975","0.340878034048545","0.404628279521405"
"6 on scale 1-7","2005","(3a) lower tertiary education","Female","321","0.380935141821109","0.346612673227075","0.415257610415143"
"6 on scale 1-7","2005","(3b) higher tertiary education","Male","565","0.392400127101513","0.367065791965782","0.417734462237244"
"6 on scale 1-7","2005","(3b) higher tertiary education","Female","496","0.451515621478759","0.421999771548736","0.481031471408781"
