"plh0224","year","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Male","35","0.00447700836861333","0.0031618682407965","0.00579214849643016","1"
"1 Strongly disagree","2005","Female","34","0.00394531026855484","0.00276380113809203","0.00512681939901765","1"
"2 on scale 1-7 ","2005","Female","59","0.00657495898999577","0.0050517167159317","0.00809820126405984","2"
"2 on scale 1-7 ","2005","Male","71","0.00759954445529612","0.0058887820956719","0.00931030681492034","2"
"3 on scale 1-7 ","2005","Male","291","0.0312334766908783","0.0278068076952142","0.0346601456865423","3"
"3 on scale 1-7 ","2005","Female","163","0.0146232715387101","0.0123608249706458","0.0168857181067744","3"
"4 on scale 1-7","2005","Female","751","0.0672726829927265","0.0625514913370298","0.0719938746484233","4"
"4 on scale 1-7","2005","Male","1274","0.124742784070613","0.118233578384146","0.13125198975708","4"
"5 on scale 1-7","2005","Male","2331","0.230452017935815","0.222156174667644","0.238747861203986","5"
"5 on scale 1-7","2005","Female","1870","0.17150195204901","0.164397424756898","0.178606479341122","5"
"6 on scale 1-7","2005","Female","4207","0.377605508530766","0.368468438803788","0.386742578257744","6"
"6 on scale 1-7","2005","Male","3585","0.356694596753845","0.347258132615362","0.366131060892328","6"
"7 Strongly agree","2005","Female","3730","0.358476315630237","0.349437917045208","0.367514714215266","7"
"7 Strongly agree","2005","Male","2312","0.24480057172494","0.236330453562012","0.253270689887868","7"
"1 Strongly disagree","2006","Male","","","","","1"
"1 Strongly disagree","2006","Female","","","","","1"
"2 on scale 1-7 ","2006","Male","","","","","2"
"2 on scale 1-7 ","2006","Female","","","","","2"
"3 on scale 1-7 ","2006","Female","","","","","3"
"3 on scale 1-7 ","2006","Male","","","","","3"
"4 on scale 1-7","2006","Male","","","","","4"
"4 on scale 1-7","2006","Female","","","","","4"
"5 on scale 1-7","2006","Female","","","","","5"
"5 on scale 1-7","2006","Male","","","","","5"
"6 on scale 1-7","2006","Female","","","","","6"
"6 on scale 1-7","2006","Male","","","","","6"
"7 Strongly agree","2006","Female","","","","","7"
"7 Strongly agree","2006","Male","","","","","7"
"1 Strongly disagree","2007","Male","","","","","1"
"1 Strongly disagree","2007","Female","","","","","1"
"2 on scale 1-7 ","2007","Female","","","","","2"
"2 on scale 1-7 ","2007","Male","","","","","2"
"3 on scale 1-7 ","2007","Male","","","","","3"
"3 on scale 1-7 ","2007","Female","","","","","3"
"4 on scale 1-7","2007","Female","","","","","4"
"4 on scale 1-7","2007","Male","","","","","4"
"5 on scale 1-7","2007","Female","","","","","5"
"5 on scale 1-7","2007","Male","","","","","5"
"6 on scale 1-7","2007","Female","","","","","6"
"6 on scale 1-7","2007","Male","","","","","6"
"7 Strongly agree","2007","Male","","","","","7"
"7 Strongly agree","2007","Female","","","","","7"
"1 Strongly disagree","2008","Male","","","","","1"
"1 Strongly disagree","2008","Female","","","","","1"
"2 on scale 1-7 ","2008","Male","","","","","2"
"2 on scale 1-7 ","2008","Female","","","","","2"
"3 on scale 1-7 ","2008","Female","","","","","3"
"3 on scale 1-7 ","2008","Male","","","","","3"
"4 on scale 1-7","2008","Male","","","","","4"
"4 on scale 1-7","2008","Female","","","","","4"
"5 on scale 1-7","2008","Female","","","","","5"
"5 on scale 1-7","2008","Male","","","","","5"
"6 on scale 1-7","2008","Female","","","","","6"
"6 on scale 1-7","2008","Male","","","","","6"
"7 Strongly agree","2008","Male","","","","","7"
"7 Strongly agree","2008","Female","","","","","7"
"1 Strongly disagree","2009","Male","31","0.00460099357979168","0.00316970736579652","0.00603227979378683","1"
"1 Strongly disagree","2009","Female","40","0.00453609394788871","0.00317852807784708","0.00589365981793033","1"
"2 on scale 1-7 ","2009","Female","64","0.00778948734939237","0.00601340343078341","0.00956557126800134","2"
"2 on scale 1-7 ","2009","Male","83","0.0108400485575992","0.00865001409381202","0.0130300830213863","2"
"3 on scale 1-7 ","2009","Male","293","0.0337477877205451","0.0299286090333892","0.0375669664077011","3"
"3 on scale 1-7 ","2009","Female","165","0.0222322943920673","0.0192536605563869","0.0252109282277477","3"
"4 on scale 1-7","2009","Female","738","0.0867071989467709","0.0810220777528759","0.0923923201406658","4"
"4 on scale 1-7","2009","Male","1202","0.135994623565677","0.128744904705058","0.143244342426296","4"
"5 on scale 1-7","2009","Female","1854","0.197337440075387","0.189297026655935","0.205377853494838","5"
"5 on scale 1-7","2009","Male","2192","0.253052313305174","0.243857300839692","0.262247325770656","5"
"6 on scale 1-7","2009","Female","3674","0.371151140259205","0.361391008732468","0.380911271785942","6"
"6 on scale 1-7","2009","Male","3084","0.35674828459991","0.34661679048683","0.36687977871299","6"
"7 Strongly agree","2009","Male","1703","0.205015948671303","0.196477576031775","0.21355432131083","7"
"7 Strongly agree","2009","Female","2877","0.310246345029289","0.300900738895896","0.319591951162682","7"
"1 Strongly disagree","2010","Male","","","","","1"
"1 Strongly disagree","2010","Female","","","","","1"
"2 on scale 1-7 ","2010","Male","","","","","2"
"2 on scale 1-7 ","2010","Female","","","","","2"
"3 on scale 1-7 ","2010","Female","","","","","3"
"3 on scale 1-7 ","2010","Male","","","","","3"
"4 on scale 1-7","2010","Female","","","","","4"
"4 on scale 1-7","2010","Male","","","","","4"
"5 on scale 1-7","2010","Female","","","","","5"
"5 on scale 1-7","2010","Male","","","","","5"
"6 on scale 1-7","2010","Male","","","","","6"
"6 on scale 1-7","2010","Female","","","","","6"
"7 Strongly agree","2010","Male","","","","","7"
"7 Strongly agree","2010","Female","","","","","7"
"1 Strongly disagree","2011","Male","","","","","1"
"1 Strongly disagree","2011","Female","","","","","1"
"2 on scale 1-7 ","2011","Female","","","","","2"
"2 on scale 1-7 ","2011","Male","","","","","2"
"3 on scale 1-7 ","2011","Male","","","","","3"
"3 on scale 1-7 ","2011","Female","","","","","3"
"4 on scale 1-7","2011","Female","","","","","4"
"4 on scale 1-7","2011","Male","","","","","4"
