"plh0224","year","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2012","563","0.0782312145779111","0.071993735107047","0.0844686940487753","4"
"5 on scale 1-7","2012","1531","0.209022116007532","0.19957745478524","0.218466777229824","5"
"6 on scale 1-7","2012","2994","0.415718780278148","0.404271063400714","0.427166497155582","6"
"7 Strongly agree","2012","1838","0.268705117893494","0.258408553724704","0.279001682062284","7"
"1 Strongly disagree","2013","55","0.00373036107424275","0.00286024804167988","0.00460047410680561","1"
"2 on scale 1-7 ","2013","130","0.00863568574873472","0.00731506886178821","0.00995630263568123","2"
"3 on scale 1-7 ","2013","372","0.0216932077440981","0.019613936188257","0.0237724792999392","3"
"4 on scale 1-7","2013","1529","0.0832158288705337","0.079273541167882","0.0871581165731853","4"
"5 on scale 1-7","2013","3904","0.209212958246517","0.203407508731301","0.215018407761733","5"
"6 on scale 1-7","2013","7770","0.406113802960467","0.39910429906314","0.413123306857794","6"
"7 Strongly agree","2013","5097","0.267398155355407","0.261080949956078","0.273715360754735","7"
"1 Strongly disagree","2014","","","","","1"
"2 on scale 1-7 ","2014","","","","","2"
"3 on scale 1-7 ","2014","","","","","3"
"4 on scale 1-7","2014","","","","","4"
"5 on scale 1-7","2014","","","","","5"
"6 on scale 1-7","2014","","","","","6"
"7 Strongly agree","2014","","","","","7"
"1 Strongly disagree","2015","","","","","1"
"2 on scale 1-7 ","2015","","","","","2"
"3 on scale 1-7 ","2015","","","","","3"
"4 on scale 1-7","2015","","","","","4"
"5 on scale 1-7","2015","","","","","5"
"6 on scale 1-7","2015","","","","","6"
"7 Strongly agree","2015","","","","","7"
"1 Strongly disagree","2016","","","","","1"
"2 on scale 1-7 ","2016","","","","","2"
"3 on scale 1-7 ","2016","","","","","3"
"4 on scale 1-7","2016","","","","","4"
"5 on scale 1-7","2016","","","","","5"
"6 on scale 1-7","2016","","","","","6"
"7 Strongly agree","2016","","","","","7"
"1 Strongly disagree","2017","70","0.00261461148934991","0.00202967992901259","0.00319954304968724","1"
"2 on scale 1-7 ","2017","166","0.00610361336897902","0.00521147126750551","0.00699575547045252","2"
"3 on scale 1-7 ","2017","504","0.0186175736972933","0.0170692896096071","0.0201658577849796","3"
"4 on scale 1-7","2017","2077","0.074956394755996","0.0719402275152027","0.0779725619967892","4"
"5 on scale 1-7","2017","5391","0.199728286775733","0.195148887693654","0.204307685857812","5"
"6 on scale 1-7","2017","11563","0.4133109764054","0.407670543698336","0.418951409112464","6"
"7 Strongly agree","2017","9508","0.284668543507249","0.279499700131341","0.289837386883157","7"
"1 Strongly disagree","2018","","","","","1"
"2 on scale 1-7 ","2018","","","","","2"
"3 on scale 1-7 ","2018","","","","","3"
"4 on scale 1-7","2018","","","","","4"
"5 on scale 1-7","2018","","","","","5"
"6 on scale 1-7","2018","","","","","6"
"7 Strongly agree","2018","","","","","7"
"1 Strongly disagree","2019","59","0.0023321791401476","0.00174336182853158","0.00292099645176363","1"
"2 on scale 1-7 ","2019","161","0.00609000492537319","0.00514029935466411","0.00703971049608227","2"
"3 on scale 1-7 ","2019","511","0.0196336809652326","0.0179401166639939","0.0213272452664712","3"
"4 on scale 1-7","2019","2092","0.0816030980641056","0.0782613387817154","0.0849448573464958","4"
"5 on scale 1-7","2019","5184","0.200760822849302","0.195871097116202","0.205650548582402","5"
"6 on scale 1-7","2019","10628","0.415829956415847","0.409813591609775","0.42184632122192","6"
"7 Strongly agree","2019","7145","0.273750257639992","0.268307400963252","0.279193114316731","7"
