"plh0224","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","","","",""
"1 Strongly disagree","2005","35-65 y.","36","0.0042070410506897","0.00302959154492597","0.00538449055645343"
"1 Strongly disagree","2005","66 and older","","","",""
"2 on scale 1-7 ","2005","16-34 y.","34","0.0077940548143864","0.00543099390905894","0.0101571157197139"
"2 on scale 1-7 ","2005","35-65 y.","75","0.00751028308346541","0.00593970131159904","0.00908086485533177"
"2 on scale 1-7 ","2005","66 and older","","","",""
"3 on scale 1-7 ","2005","16-34 y.","117","0.023517335144559","0.0194452336128288","0.0275894366762891"
"3 on scale 1-7 ","2005","35-65 y.","247","0.0220535809661624","0.0193820114403343","0.0247251504919905"
"3 on scale 1-7 ","2005","66 and older","90","0.0231886899470268","0.0183940213370506","0.0279833585570031"
"4 on scale 1-7","2005","16-34 y.","531","0.0967121272062768","0.0887698355240146","0.104654418888539"
"4 on scale 1-7","2005","35-65 y.","1153","0.0982359844446821","0.0928215744008908","0.103650394488473"
"4 on scale 1-7","2005","66 and older","341","0.0857958075286833","0.0768736520604762","0.0947179629968904"
"5 on scale 1-7","2005","16-34 y.","1120","0.21859751718382","0.207491654977401","0.229703379390238"
"5 on scale 1-7","2005","35-65 y.","2386","0.199434488967843","0.192165601225268","0.206703376710419"
"5 on scale 1-7","2005","66 and older","695","0.18010307433525","0.167860990727674","0.192345157942826"
"6 on scale 1-7","2005","16-34 y.","2041","0.378154072356352","0.365123362855028","0.391184781857676"
"6 on scale 1-7","2005","35-65 y.","4461","0.376163581860221","0.367351203668661","0.384975960051782"
"6 on scale 1-7","2005","66 and older","1290","0.334120180365883","0.31909345222674","0.349146908505025"
"7 Strongly agree","2005","16-34 y.","1463","0.272060784145081","0.260102391588095","0.284019176702066"
"7 Strongly agree","2005","35-65 y.","3250","0.292395039626936","0.284120385951702","0.300669693302169"
"7 Strongly agree","2005","66 and older","1329","0.366217041271509","0.350868938354745","0.381565144188274"
"1 Strongly disagree","2006","16-34 y.","","","",""
"1 Strongly disagree","2006","35-65 y.","","","",""
"1 Strongly disagree","2006","66 and older","","","",""
"2 on scale 1-7 ","2006","16-34 y.","","","",""
"2 on scale 1-7 ","2006","35-65 y.","","","",""
"2 on scale 1-7 ","2006","66 and older","","","",""
"3 on scale 1-7 ","2006","16-34 y.","","","",""
"3 on scale 1-7 ","2006","35-65 y.","","","",""
"3 on scale 1-7 ","2006","66 and older","","","",""
"4 on scale 1-7","2006","16-34 y.","","","",""
"4 on scale 1-7","2006","35-65 y.","","","",""
"4 on scale 1-7","2006","66 and older","","","",""
"5 on scale 1-7","2006","16-34 y.","","","",""
"5 on scale 1-7","2006","35-65 y.","","","",""
"5 on scale 1-7","2006","66 and older","","","",""
"6 on scale 1-7","2006","16-34 y.","","","",""
"6 on scale 1-7","2006","35-65 y.","","","",""
"6 on scale 1-7","2006","66 and older","","","",""
"7 Strongly agree","2006","16-34 y.","","","",""
"7 Strongly agree","2006","35-65 y.","","","",""
"7 Strongly agree","2006","66 and older","","","",""
"1 Strongly disagree","2007","16-34 y.","","","",""
"1 Strongly disagree","2007","35-65 y.","","","",""
"1 Strongly disagree","2007","66 and older","","","",""
"2 on scale 1-7 ","2007","16-34 y.","","","",""
"2 on scale 1-7 ","2007","35-65 y.","","","",""
"2 on scale 1-7 ","2007","66 and older","","","",""
"3 on scale 1-7 ","2007","16-34 y.","","","",""
"3 on scale 1-7 ","2007","35-65 y.","","","",""
"3 on scale 1-7 ","2007","66 and older","","","",""
"4 on scale 1-7","2007","16-34 y.","","","",""
"4 on scale 1-7","2007","35-65 y.","","","",""
"4 on scale 1-7","2007","66 and older","","","",""
"5 on scale 1-7","2007","16-34 y.","","","",""
"5 on scale 1-7","2007","35-65 y.","","","",""
"5 on scale 1-7","2007","66 and older","","","",""
"6 on scale 1-7","2007","16-34 y.","","","",""
"6 on scale 1-7","2007","35-65 y.","","","",""
"6 on scale 1-7","2007","66 and older","","","",""
"7 Strongly agree","2007","16-34 y.","","","",""
"7 Strongly agree","2007","35-65 y.","","","",""
"7 Strongly agree","2007","66 and older","","","",""
"1 Strongly disagree","2008","16-34 y.","","","",""
"1 Strongly disagree","2008","35-65 y.","","","",""
"1 Strongly disagree","2008","66 and older","","","",""
"2 on scale 1-7 ","2008","16-34 y.","","","",""
"2 on scale 1-7 ","2008","35-65 y.","","","",""
"2 on scale 1-7 ","2008","66 and older","","","",""
"3 on scale 1-7 ","2008","16-34 y.","","","",""
"3 on scale 1-7 ","2008","35-65 y.","","","",""
"3 on scale 1-7 ","2008","66 and older","","","",""
"4 on scale 1-7","2008","16-34 y.","","","",""
"4 on scale 1-7","2008","35-65 y.","","","",""
"4 on scale 1-7","2008","66 and older","","","",""
"5 on scale 1-7","2008","16-34 y.","","","",""
"5 on scale 1-7","2008","35-65 y.","","","",""
"5 on scale 1-7","2008","66 and older","","","",""
"6 on scale 1-7","2008","16-34 y.","","","",""
"6 on scale 1-7","2008","35-65 y.","","","",""
"6 on scale 1-7","2008","66 and older","","","",""
"7 Strongly agree","2008","16-34 y.","","","",""
"7 Strongly agree","2008","35-65 y.","","","",""
"7 Strongly agree","2008","66 and older","","","",""
"1 Strongly disagree","2009","16-34 y.","","","",""
"1 Strongly disagree","2009","35-65 y.","42","0.00487019878268889","0.00349538718914289","0.00624501037623488"
"1 Strongly disagree","2009","66 and older","","","",""
"2 on scale 1-7 ","2009","16-34 y.","","","",""
"2 on scale 1-7 ","2009","35-65 y.","84","0.0096090225327222","0.00768250520618843","0.011535539859256"
"2 on scale 1-7 ","2009","66 and older","37","0.010491195662662","0.00739391612363672","0.0135884752016874"
"3 on scale 1-7 ","2009","16-34 y.","96","0.0267251703245364","0.0217227932792914","0.0317275473697815"
"3 on scale 1-7 ","2009","35-65 y.","263","0.0305180725596281","0.0271212067934768","0.0339149383257794"
"3 on scale 1-7 ","2009","66 and older","99","0.0230966346658697","0.018530399923536","0.0276628694082034"
"4 on scale 1-7","2009","16-34 y.","419","0.106920115254729","0.0973355305718338","0.116504699937624"
"4 on scale 1-7","2009","35-65 y.","1101","0.116207303427034","0.109878495846033","0.122536111008036"
"4 on scale 1-7","2009","66 and older","420","0.102566068507708","0.0933433027994905","0.111788834215926"
"5 on scale 1-7","2009","16-34 y.","871","0.22621328786455","0.213236472494579","0.23919010323452"
"5 on scale 1-7","2009","35-65 y.","2210","0.221998051751496","0.21379085396654","0.230205249536452"
"5 on scale 1-7","2009","66 and older","965","0.228264380591683","0.215505533716698","0.241023227466669"
"6 on scale 1-7","2009","16-34 y.","1541","0.370128279844893","0.35515211453268","0.385104445157105"
"6 on scale 1-7","2009","35-65 y.","3760","0.372113691269436","0.362567979713494","0.381659402825379"
"6 on scale 1-7","2009","66 and older","1457","0.3403526014574","0.32594875301677","0.354756449898029"
"7 Strongly agree","2009","16-34 y.","1031","0.258959869275058","0.245372495163454","0.272547243386663"
"7 Strongly agree","2009","35-65 y.","2390","0.244683659676994","0.23619387061937","0.253173448734619"
"7 Strongly agree","2009","66 and older","1159","0.290416226718491","0.276616504137544","0.304215949299438"
"1 Strongly disagree","2010","16-34 y.","","","",""
"1 Strongly disagree","2010","35-65 y.","","","",""
"1 Strongly disagree","2010","66 and older","","","",""
"2 on scale 1-7 ","2010","16-34 y.","","","",""
"2 on scale 1-7 ","2010","35-65 y.","","","",""
