"plh0224","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Male","6","","","","1"
"1 Strongly disagree","2005","16-34 y.","Female","8","","","","1"
"1 Strongly disagree","2005","35-65 y.","Male","19","","","","1"
"1 Strongly disagree","2005","35-65 y.","Female","17","","","","1"
"1 Strongly disagree","2005","66 and older","Male","10","","","","1"
"1 Strongly disagree","2005","66 and older","Female","9","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","Male","39","0.0074225555848697","0.00517927103487827","0.00966584013486114","2"
"2 on scale 1-7 ","2005","16-34 y.","Male","23","","","","2"
"2 on scale 1-7 ","2005","66 and older","Female","12","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Female","11","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Female","36","0.00759828697051108","0.00539812883264633","0.00979844510837583","2"
"2 on scale 1-7 ","2005","66 and older","Male","9","","","","2"
"3 on scale 1-7 ","2005","66 and older","Male","45","0.0283672148105477","0.0205372222183699","0.0361972074027255","3"
"3 on scale 1-7 ","2005","16-34 y.","Male","78","0.0320479530609135","0.0252092232070536","0.0388866829147734","3"
"3 on scale 1-7 ","2005","35-65 y.","Female","79","0.0122501170424511","0.00946305965578517","0.015037174429117","3"
"3 on scale 1-7 ","2005","35-65 y.","Male","168","0.0318262557476082","0.0272385573430635","0.036413954152153","3"
"3 on scale 1-7 ","2005","16-34 y.","Female","39","0.0146710200219554","0.0101952036447668","0.019146836399144","3"
"3 on scale 1-7 ","2005","66 and older","Female","45","0.0194768332093639","0.0135062946430017","0.025447371775726","3"
"4 on scale 1-7","2005","66 and older","Female","132","0.0657645077624807","0.0550554965340361","0.0764735189909254","4"
"4 on scale 1-7","2005","16-34 y.","Female","201","0.0620671209924396","0.053085222169457","0.0710490198154222","4"
"4 on scale 1-7","2005","35-65 y.","Male","735","0.125914482454406","0.117244060373459","0.134584904535353","4"
"4 on scale 1-7","2005","66 and older","Male","209","0.113742086498823","0.0987679226592469","0.128716250338398","4"
"4 on scale 1-7","2005","16-34 y.","Male","330","0.130120761945595","0.117057514278828","0.143184009612363","4"
"4 on scale 1-7","2005","35-65 y.","Female","418","0.0704702843913032","0.0639856282831622","0.0769549404994443","4"
"5 on scale 1-7","2005","66 and older","Female","305","0.144981887815275","0.129770461489246","0.160193314141303","5"
"5 on scale 1-7","2005","35-65 y.","Female","1043","0.173040651923035","0.163456174243094","0.182625129602976","5"
"5 on scale 1-7","2005","66 and older","Male","390","0.229101715846549","0.209281214628482","0.248922217064616","5"
"5 on scale 1-7","2005","16-34 y.","Male","598","0.241011893889544","0.224405126520038","0.25761866125905","5"
"5 on scale 1-7","2005","16-34 y.","Female","522","0.195353639476503","0.180594373575685","0.210112905377322","5"
"5 on scale 1-7","2005","35-65 y.","Male","1343","0.225745432495623","0.214819039699659","0.236671825291586","5"
"6 on scale 1-7","2005","66 and older","Female","719","0.335266351915993","0.314870388624823","0.355662315207163","6"
"6 on scale 1-7","2005","35-65 y.","Male","2073","0.365099774976942","0.352516781885664","0.37768276806822","6"
"6 on scale 1-7","2005","66 and older","Male","571","0.332521121380151","0.310301824883198","0.354740417877104","6"
"6 on scale 1-7","2005","16-34 y.","Male","941","0.35661244618644","0.338013730518971","0.375211161853909","6"
"6 on scale 1-7","2005","35-65 y.","Female","2388","0.3872622456411","0.374920056470356","0.399604434811844","6"
"6 on scale 1-7","2005","16-34 y.","Female","1100","0.400492901175191","0.382252009918189","0.418733792432193","6"
"7 Strongly agree","2005","66 and older","Female","836","0.423807698118711","0.402457910843467","0.445157485393954","7"
"7 Strongly agree","2005","66 and older","Male","493","0.285870554467845","0.264560963945281","0.307180144990409","7"
"7 Strongly agree","2005","35-65 y.","Male","1247","0.239235174562532","0.228085475023122","0.250384874101943","7"
"7 Strongly agree","2005","35-65 y.","Female","2003","0.3457223866433","0.333672108254634","0.357772665031967","7"
"7 Strongly agree","2005","16-34 y.","Male","572","0.227153246816626","0.210884483274729","0.243422010358522","7"
"7 Strongly agree","2005","16-34 y.","Female","891","0.318630239075887","0.301284755956884","0.33597572219489","7"
"1 Strongly disagree","2006","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2006","66 and older","Male","","","","","1"
"1 Strongly disagree","2006","66 and older","Female","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2006","66 and older","Female","","","","","4"
"4 on scale 1-7","2006","66 and older","Male","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Male","","","","","4"
"5 on scale 1-7","2006","66 and older","Female","","","","","5"
"5 on scale 1-7","2006","66 and older","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2006","66 and older","Female","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2006","66 and older","Male","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Female","","","","","6"
