"plh0224","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","","","",""
"1 Strongly disagree","2005","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2005","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2005","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2005","16-34 y.","higher education","","","",""
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2005","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2005","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2005","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2005","35-65 y.","higher education","","","",""
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","","","",""
"1 Strongly disagree","2005","66 and older","middle vocational","","","",""
"1 Strongly disagree","2005","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2005","66 and older","higher vocational","","","",""
"1 Strongly disagree","2005","66 and older","higher education","","","",""
"2 on scale 1-7 ","2005","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","44","0.00696007375774819","0.00484942854429723","0.00907071897119914"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2005","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2005","66 and older","in school","","","",""
"2 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2005","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2005","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2005","66 and older","higher education","","","",""
"3 on scale 1-7 ","2005","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","50","0.0256819649086241","0.0192658941700575","0.0320980356471907"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2005","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","134","0.0236641198746441","0.0198051644287742","0.0275230753205141"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2005","35-65 y.","higher education","54","0.0152314548277752","0.0108379237696891","0.0196249858858613"
"3 on scale 1-7 ","2005","66 and older","in school","","","",""
"3 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2005","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2005","66 and older","middle vocational","44","0.0195838049349904","0.0134509446664487","0.025716665203532"
"3 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2005","66 and older","higher education","","","",""
"4 on scale 1-7","2005","16-34 y.","in school","77","0.120831314919507","0.0957363585919938","0.14592627124702"
"4 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2005","16-34 y.","general elemantary","99","0.117982204847663","0.0960757289550346","0.139888680740292"
"4 on scale 1-7","2005","16-34 y.","middle vocational","216","0.0909088386076761","0.0792484930508542","0.102569184164498"
"4 on scale 1-7","2005","16-34 y.","vocational + Abi","38","0.0931303628852028","0.0659450767002636","0.120315649070142"
"4 on scale 1-7","2005","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2005","16-34 y.","higher education","43","0.0724087490526104","0.0501975967171449","0.094619901388076"
"4 on scale 1-7","2005","35-65 y.","in school","","","",""
"4 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2005","35-65 y.","general elemantary","76","0.0736869133347744","0.0558592181913098","0.091514608478239"
"4 on scale 1-7","2005","35-65 y.","middle vocational","593","0.101261641291008","0.0936027821653437","0.108920500416672"
"4 on scale 1-7","2005","35-65 y.","vocational + Abi","61","0.104423786788488","0.0798517813754394","0.128995792201537"
"4 on scale 1-7","2005","35-65 y.","higher vocational","119","0.108751177856414","0.0903197371663572","0.127182618546471"
"4 on scale 1-7","2005","35-65 y.","higher education","288","0.0939570290723037","0.0834902041705291","0.104423853974078"
"4 on scale 1-7","2005","66 and older","in school","","","",""
"4 on scale 1-7","2005","66 and older","inadequately","","","",""
"4 on scale 1-7","2005","66 and older","general elemantary","69","0.0799389687873198","0.0604517791080762","0.0994261584665634"
"4 on scale 1-7","2005","66 and older","middle vocational","169","0.0827215793285727","0.0705297382987749","0.0949134203583705"
"4 on scale 1-7","2005","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2005","66 and older","higher vocational","","","",""
"4 on scale 1-7","2005","66 and older","higher education","65","0.100007668577139","0.07718848473354","0.122826852420737"
"5 on scale 1-7","2005","16-34 y.","in school","139","0.206112515840464","0.174967235244677","0.237257796436252"
"5 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2005","16-34 y.","general elemantary","152","0.190499101798188","0.163831698804314","0.217166504792062"
"5 on scale 1-7","2005","16-34 y.","middle vocational","492","0.213804545261522","0.197175076343689","0.230434014179355"
"5 on scale 1-7","2005","16-34 y.","vocational + Abi","103","0.212610413234439","0.174336494522016","0.250884331946863"
"5 on scale 1-7","2005","16-34 y.","higher vocational","39","0.200031082447208","0.145405034712734","0.254657130181683"
"5 on scale 1-7","2005","16-34 y.","higher education","128","0.283378732447746","0.244757536356109","0.321999928539384"
"5 on scale 1-7","2005","35-65 y.","in school","","","",""
"5 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2005","35-65 y.","general elemantary","183","0.217886292751166","0.189717319316865","0.246055266185467"
"5 on scale 1-7","2005","35-65 y.","middle vocational","1160","0.192069608327684","0.182068658256464","0.202070558398904"
"5 on scale 1-7","2005","35-65 y.","vocational + Abi","120","0.214103880425373","0.181144089388731","0.247063671462016"
"5 on scale 1-7","2005","35-65 y.","higher vocational","226","0.1935008950725","0.17011326327342","0.21688852687158"
"5 on scale 1-7","2005","35-65 y.","higher education","674","0.217817528983222","0.203010211906452","0.232624846059992"
"5 on scale 1-7","2005","66 and older","in school","","","",""
"5 on scale 1-7","2005","66 and older","inadequately","","","",""
"5 on scale 1-7","2005","66 and older","general elemantary","117","0.167255806201429","0.14043893961388","0.194072672788978"
"5 on scale 1-7","2005","66 and older","middle vocational","367","0.184401948392556","0.167237488715599","0.201566408069514"
"5 on scale 1-7","2005","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2005","66 and older","higher vocational","48","0.17366123060255","0.127256889551928","0.220065571653172"
"5 on scale 1-7","2005","66 and older","higher education","132","0.182384650763508","0.153012705360023","0.211756596166994"
"6 on scale 1-7","2005","16-34 y.","in school","253","0.383484264172453","0.346046798200688","0.420921730144219"
"6 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2005","16-34 y.","general elemantary","280","0.314070637135701","0.282551163578188","0.345590110693213"
"6 on scale 1-7","2005","16-34 y.","middle vocational","913","0.401549657777687","0.381666363580968","0.421432951974406"
"6 on scale 1-7","2005","16-34 y.","vocational + Abi","166","0.410698971473794","0.36467901134549","0.456718931602098"
"6 on scale 1-7","2005","16-34 y.","higher vocational","81","0.430848469280518","0.363226048763423","0.498470889797612"
"6 on scale 1-7","2005","16-34 y.","higher education","243","0.436373110790497","0.393869865696651","0.478876355884344"
"6 on scale 1-7","2005","35-65 y.","in school","","","",""
"6 on scale 1-7","2005","35-65 y.","inadequately","36","0.335937546116407","0.254114274196193","0.417760818036622"
"6 on scale 1-7","2005","35-65 y.","general elemantary","269","0.341275472282978","0.308921651737177","0.37362929282878"
"6 on scale 1-7","2005","35-65 y.","middle vocational","2234","0.364974038768484","0.3527517739824","0.377196303554568"
"6 on scale 1-7","2005","35-65 y.","vocational + Abi","245","0.386143976991386","0.347024098115704","0.425263855867069"
"6 on scale 1-7","2005","35-65 y.","higher vocational","423","0.401053435455294","0.372037406664133","0.430069464246456"
"6 on scale 1-7","2005","35-65 y.","higher education","1250","0.412606138640664","0.394945416100949","0.430266861180379"
"6 on scale 1-7","2005","66 and older","in school","","","",""
"6 on scale 1-7","2005","66 and older","inadequately","","","",""
"6 on scale 1-7","2005","66 and older","general elemantary","251","0.3230414802363","0.289438964106157","0.356643996366442"
"6 on scale 1-7","2005","66 and older","middle vocational","666","0.33809002061251","0.317152515300678","0.359027525924343"
"6 on scale 1-7","2005","66 and older","vocational + Abi","37","0.345171574926642","0.252908212309428","0.437434937543855"
"6 on scale 1-7","2005","66 and older","higher vocational","92","0.366018132085594","0.307009190214629","0.425027073956558"
"6 on scale 1-7","2005","66 and older","higher education","228","0.330842548479319","0.295054428112225","0.366630668846414"
"7 Strongly agree","2005","16-34 y.","in school","160","0.259589057123902","0.225833895408113","0.293344218839691"
"7 Strongly agree","2005","16-34 y.","inadequately","","","",""
"7 Strongly agree","2005","16-34 y.","general elemantary","266","0.336184066236027","0.304103798101924","0.36826433437013"
"7 Strongly agree","2005","16-34 y.","middle vocational","646","0.26014782036323","0.242353261620698","0.277942379105762"
"7 Strongly agree","2005","16-34 y.","vocational + Abi","124","0.275935829039192","0.234123110267041","0.317748547811344"
"7 Strongly agree","2005","16-34 y.","higher vocational","67","0.289611817340393","0.227671919541913","0.351551715138874"
"7 Strongly agree","2005","16-34 y.","higher education","103","0.201184663017668","0.166827453854767","0.23554187218057"
"7 Strongly agree","2005","35-65 y.","in school","","","",""
"7 Strongly agree","2005","35-65 y.","inadequately","49","0.399237145209441","0.314395298481863","0.48407899193702"
"7 Strongly agree","2005","35-65 y.","general elemantary","266","0.31946901614763","0.287652000586196","0.351286031709064"
"7 Strongly agree","2005","35-65 y.","middle vocational","1778","0.307208787335864","0.295496466422534","0.318921108249194"
"7 Strongly agree","2005","35-65 y.","vocational + Abi","150","0.249015350540886","0.214268279827567","0.283762421254206"
"7 Strongly agree","2005","35-65 y.","higher vocational","295","0.264965551198726","0.238838441560408","0.291092660837044"
"7 Strongly agree","2005","35-65 y.","higher education","702","0.25401180283258","0.23839583700909","0.269627768656069"
"7 Strongly agree","2005","66 and older","in school","","","",""
"7 Strongly agree","2005","66 and older","inadequately","","","",""
"7 Strongly agree","2005","66 and older","general elemantary","279","0.389620736903901","0.35457924886462","0.424662224943183"
"7 Strongly agree","2005","66 and older","middle vocational","692","0.363411452392838","0.342123298087149","0.384699606698527"
"7 Strongly agree","2005","66 and older","vocational + Abi","32","0.329603957609926","0.238379784614724","0.420828130605128"
"7 Strongly agree","2005","66 and older","higher vocational","83","0.329653759222712","0.272069111575301","0.387238406870123"
"7 Strongly agree","2005","66 and older","higher education","221","0.354690235604699","0.318301012302055","0.391079458907343"
"1 Strongly disagree","2006","16-34 y.","in school","","","",""
"1 Strongly disagree","2006","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2006","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2006","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2006","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2006","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2006","16-34 y.","higher education","","","",""
"1 Strongly disagree","2006","35-65 y.","in school","","","",""
