"plh0224","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","27","","",""
"1 Strongly disagree","2005","Not Employed","East Germany","8","","",""
"1 Strongly disagree","2005","Employed","West Germany","28","","",""
"1 Strongly disagree","2005","Employed","East Germany","6","","",""
"2 on scale 1-7 ","2005","Not Employed","West Germany","38","0.00640759062781071","0.00434826688558212","0.00846691437003931"
"2 on scale 1-7 ","2005","Not Employed","East Germany","15","","",""
"2 on scale 1-7 ","2005","Employed","West Germany","56","0.00737839314145874","0.00569285936536381","0.00906392691755366"
"2 on scale 1-7 ","2005","Employed","East Germany","21","","",""
"3 on scale 1-7 ","2005","Not Employed","West Germany","137","0.021589203500677","0.0178381604936681","0.0253402465076859"
"3 on scale 1-7 ","2005","Not Employed","East Germany","37","0.0228399148340793","0.0164473454790604","0.0292324841890981"
"3 on scale 1-7 ","2005","Employed","West Germany","245","0.0249526785052445","0.0218805729485476","0.0280247840619414"
"3 on scale 1-7 ","2005","Employed","East Germany","35","0.0147291350596379","0.0103783073680574","0.0190799627512185"
"4 on scale 1-7","2005","Not Employed","West Germany","581","0.0957941737568991","0.0881983249122656","0.103390022601533"
"4 on scale 1-7","2005","Not Employed","East Germany","187","0.0926642093269398","0.0802566779407118","0.105071740713168"
"4 on scale 1-7","2005","Employed","West Germany","973","0.0962709288502503","0.0904615271304058","0.102080330570095"
"4 on scale 1-7","2005","Employed","East Germany","284","0.0894479036593785","0.0791406509487971","0.0997551563699598"
"5 on scale 1-7","2005","Not Employed","West Germany","1146","0.195266734549193","0.185035849049406","0.205497620048979"
"5 on scale 1-7","2005","Not Employed","East Germany","391","0.172706391087567","0.156531946056671","0.188880836118463"
"5 on scale 1-7","2005","Employed","West Germany","2100","0.210771770806288","0.202738873239321","0.218804668373256"
"5 on scale 1-7","2005","Employed","East Germany","564","0.185448940541852","0.171411860504891","0.199486020578813"
"6 on scale 1-7","2005","Not Employed","West Germany","2018","0.344210907621611","0.331948732223702","0.35647308301952"
"6 on scale 1-7","2005","Not Employed","East Germany","758","0.34959522218992","0.329191004192965","0.369999440186875"
"6 on scale 1-7","2005","Employed","West Germany","3816","0.379536915967067","0.369979297556883","0.389094534377252"
"6 on scale 1-7","2005","Employed","East Germany","1200","0.396384769858312","0.3787185343489","0.414051005367724"
"7 Strongly agree","2005","Not Employed","West Germany","1820","0.332107407059519","0.319952106280566","0.344262707838472"
"7 Strongly agree","2005","Not Employed","East Germany","702","0.34948612685777","0.32908338189118","0.36988887182436"
"7 Strongly agree","2005","Employed","West Germany","2685","0.277096794439218","0.268281830751137","0.285911758127299"
"7 Strongly agree","2005","Employed","East Germany","835","0.303623183200065","0.28701603511456","0.320230331285571"
"1 Strongly disagree","2006","Not Employed","West Germany","","","",""
"1 Strongly disagree","2006","Not Employed","East Germany","","","",""
"1 Strongly disagree","2006","Employed","West Germany","","","",""
"1 Strongly disagree","2006","Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Employed","East Germany","","","",""
"4 on scale 1-7","2006","Not Employed","West Germany","","","",""
"4 on scale 1-7","2006","Not Employed","East Germany","","","",""
"4 on scale 1-7","2006","Employed","West Germany","","","",""
"4 on scale 1-7","2006","Employed","East Germany","","","",""
"5 on scale 1-7","2006","Not Employed","West Germany","","","",""
"5 on scale 1-7","2006","Not Employed","East Germany","","","",""
"5 on scale 1-7","2006","Employed","West Germany","","","",""
"5 on scale 1-7","2006","Employed","East Germany","","","",""
"6 on scale 1-7","2006","Not Employed","West Germany","","","",""
"6 on scale 1-7","2006","Not Employed","East Germany","","","",""
"6 on scale 1-7","2006","Employed","West Germany","","","",""
"6 on scale 1-7","2006","Employed","East Germany","","","",""
"7 Strongly agree","2006","Not Employed","West Germany","","","",""
"7 Strongly agree","2006","Not Employed","East Germany","","","",""
"7 Strongly agree","2006","Employed","West Germany","","","",""
"7 Strongly agree","2006","Employed","East Germany","","","",""
"1 Strongly disagree","2007","Not Employed","West Germany","","","",""
"1 Strongly disagree","2007","Not Employed","East Germany","","","",""
"1 Strongly disagree","2007","Employed","West Germany","","","",""
"1 Strongly disagree","2007","Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Employed","East Germany","","","",""
"4 on scale 1-7","2007","Not Employed","West Germany","","","",""
"4 on scale 1-7","2007","Not Employed","East Germany","","","",""
"4 on scale 1-7","2007","Employed","West Germany","","","",""
"4 on scale 1-7","2007","Employed","East Germany","","","",""
"5 on scale 1-7","2007","Not Employed","West Germany","","","",""
"5 on scale 1-7","2007","Not Employed","East Germany","","","",""
"5 on scale 1-7","2007","Employed","West Germany","","","",""
"5 on scale 1-7","2007","Employed","East Germany","","","",""
"6 on scale 1-7","2007","Not Employed","West Germany","","","",""
"6 on scale 1-7","2007","Not Employed","East Germany","","","",""
"6 on scale 1-7","2007","Employed","West Germany","","","",""
"6 on scale 1-7","2007","Employed","East Germany","","","",""
"7 Strongly agree","2007","Not Employed","West Germany","","","",""
"7 Strongly agree","2007","Not Employed","East Germany","","","",""
"7 Strongly agree","2007","Employed","West Germany","","","",""
"7 Strongly agree","2007","Employed","East Germany","","","",""
"1 Strongly disagree","2008","Not Employed","West Germany","","","",""
"1 Strongly disagree","2008","Not Employed","East Germany","","","",""
"1 Strongly disagree","2008","Employed","West Germany","","","",""
"1 Strongly disagree","2008","Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Employed","East Germany","","","",""
"4 on scale 1-7","2008","Not Employed","West Germany","","","",""
"4 on scale 1-7","2008","Not Employed","East Germany","","","",""
"4 on scale 1-7","2008","Employed","West Germany","","","",""
"4 on scale 1-7","2008","Employed","East Germany","","","",""
"5 on scale 1-7","2008","Not Employed","West Germany","","","",""
"5 on scale 1-7","2008","Not Employed","East Germany","","","",""
"5 on scale 1-7","2008","Employed","West Germany","","","",""
"5 on scale 1-7","2008","Employed","East Germany","","","",""
"6 on scale 1-7","2008","Not Employed","West Germany","","","",""
"6 on scale 1-7","2008","Not Employed","East Germany","","","",""
"6 on scale 1-7","2008","Employed","West Germany","","","",""
"6 on scale 1-7","2008","Employed","East Germany","","","",""
"7 Strongly agree","2008","Not Employed","West Germany","","","",""
"7 Strongly agree","2008","Not Employed","East Germany","","","",""
"7 Strongly agree","2008","Employed","West Germany","","","",""
"7 Strongly agree","2008","Employed","East Germany","","","",""
"1 Strongly disagree","2009","Not Employed","West Germany","19","","",""
"1 Strongly disagree","2009","Not Employed","East Germany","10","","",""
"1 Strongly disagree","2009","Employed","West Germany","32","0.00433563626433639","0.00294084482792567","0.00573042770074711"
"1 Strongly disagree","2009","Employed","East Germany","10","","",""
"2 on scale 1-7 ","2009","Not Employed","West Germany","42","0.00908749749295502","0.00644128678437759","0.0117337082015325"
"2 on scale 1-7 ","2009","Not Employed","East Germany","15","","",""
"2 on scale 1-7 ","2009","Employed","West Germany","70","0.0104011429139798","0.00824738694100247","0.0125548988869571"
"2 on scale 1-7 ","2009","Employed","East Germany","20","","",""
"3 on scale 1-7 ","2009","Not Employed","West Germany","119","0.0229722160812445","0.0187944942471852","0.0271499379153037"
"3 on scale 1-7 ","2009","Not Employed","East Germany","27","","",""
"3 on scale 1-7 ","2009","Employed","West Germany","253","0.0342870586554802","0.030424140458901","0.0381499768520595"
"3 on scale 1-7 ","2009","Employed","East Germany","59","0.0217001152489652","0.0161827878528709","0.0272174426450595"
"4 on scale 1-7","2009","Not Employed","West Germany","526","0.112749134546303","0.103929218711159","0.121569050381447"
"4 on scale 1-7","2009","Not Employed","East Germany","197","0.10928278941977","0.0950926080299735","0.123472970809566"
"4 on scale 1-7","2009","Employed","West Germany","944","0.110769916436937","0.104107306963483","0.117432525910392"
"4 on scale 1-7","2009","Employed","East Germany","273","0.106034932767121","0.0943763303777972","0.117693535156444"
"5 on scale 1-7","2009","Not Employed","West Germany","1107","0.218261431260166","0.206742720167809","0.229780142352524"
"5 on scale 1-7","2009","Not Employed","East Germany","427","0.244104309674485","0.224567178281722","0.263641441067249"
"5 on scale 1-7","2009","Employed","West Germany","1908","0.225339514049064","0.216469981145378","0.234209046952749"
"5 on scale 1-7","2009","Employed","East Germany","604","0.223688511259225","0.207908708134563","0.239468314383886"
"6 on scale 1-7","2009","Not Employed","West Germany","1779","0.343148267616791","0.329909145236383","0.356387389997199"
"6 on scale 1-7","2009","Not Employed","East Germany","682","0.349472427705776","0.327786327912363","0.371158527499189"
"6 on scale 1-7","2009","Employed","West Germany","3226","0.370180697969211","0.359930287926804","0.380431108011618"
"6 on scale 1-7","2009","Employed","East Germany","1071","0.404406911312356","0.385822626888769","0.422991195735944"
"7 Strongly agree","2009","Not Employed","West Germany","1348","0.288297279929118","0.275665801003788","0.300928758854449"
"7 Strongly agree","2009","Not Employed","East Germany","499","0.275504436729919","0.255184408692954","0.295824464766884"
"7 Strongly agree","2009","Employed","West Germany","2091","0.244686033710992","0.235559734175623","0.253812333246361"
"7 Strongly agree","2009","Employed","East Germany","642","0.232763109519212","0.216760767526455","0.248765451511968"
"1 Strongly disagree","2010","Not Employed","West Germany","","","",""
"1 Strongly disagree","2010","Not Employed","East Germany","","","",""
"1 Strongly disagree","2010","Employed","West Germany","","","",""
