"plh0224","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Male","16","","",""
"1 Strongly disagree","2005","Not Employed","Female","19","","",""
"1 Strongly disagree","2005","Employed","Male","19","","",""
"1 Strongly disagree","2005","Employed","Female","15","","",""
"2 on scale 1-7 ","2005","Not Employed","Male","25","","",""
"2 on scale 1-7 ","2005","Not Employed","Female","28","","",""
"2 on scale 1-7 ","2005","Employed","Male","46","0.0081777251883196","0.00602782096769154","0.0103276294089477"
"2 on scale 1-7 ","2005","Employed","Female","31","0.00640972432879489","0.00440821567098847","0.0084112329866013"
"3 on scale 1-7 ","2005","Not Employed","Male","82","0.0264967659885486","0.0208952295869192","0.032098302390178"
"3 on scale 1-7 ","2005","Not Employed","Female","92","0.0188259970660932","0.0149433492247933","0.0227086449073932"
"3 on scale 1-7 ","2005","Employed","Male","209","0.0335408444686927","0.0292428616391902","0.0378388272981952"
"3 on scale 1-7 ","2005","Employed","Female","71","0.0108509932599124","0.00825263077366249","0.0134493557461623"
"4 on scale 1-7","2005","Not Employed","Male","433","0.135507504359299","0.123570253639938","0.14744475507866"
"4 on scale 1-7","2005","Not Employed","Female","335","0.0688444149050424","0.0616113647798342","0.0760774650302506"
"4 on scale 1-7","2005","Employed","Male","841","0.119499025206664","0.11175560140088","0.127242449012449"
"4 on scale 1-7","2005","Employed","Female","416","0.0658619293962112","0.0596409768068059","0.0720828819856165"
"5 on scale 1-7","2005","Not Employed","Male","752","0.235310706550511","0.22051603333495","0.250105379766073"
"5 on scale 1-7","2005","Not Employed","Female","785","0.161372447071317","0.150863111788087","0.171881782354547"
"5 on scale 1-7","2005","Employed","Male","1579","0.228085231729836","0.218068658153584","0.238101805306088"
"5 on scale 1-7","2005","Employed","Female","1085","0.180593983244803","0.170946026585879","0.190241939903728"
"6 on scale 1-7","2005","Not Employed","Male","1038","0.323972717725246","0.307650530346903","0.340294905103588"
"6 on scale 1-7","2005","Not Employed","Female","1738","0.359256999519441","0.345550689639339","0.372963309399542"
"6 on scale 1-7","2005","Employed","Male","2547","0.372634225336819","0.361092048888061","0.384176401785577"
"6 on scale 1-7","2005","Employed","Female","2469","0.394074745348818","0.381819191011323","0.406330299686313"
