"plh0224","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","1-pers.-HH","2","","",""
"1 Strongly disagree","2005","Full Time","(Married) couple without C. ","7","","",""
"1 Strongly disagree","2005","Full Time","Single parent ","","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. LE 16 ","6","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. GT 16 ","8","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2005","Part Time","1-pers.-HH","1","","",""
"1 Strongly disagree","2005","Part Time","(Married) couple without C. ","3","","",""
"1 Strongly disagree","2005","Part Time","Single parent ","","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE 16 ","2","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. GT 16 ","1","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2005","Not Working","1-pers.-HH","7","","",""
"1 Strongly disagree","2005","Not Working","(Married) couple without C. ","17","","",""
"1 Strongly disagree","2005","Not Working","Single parent ","1","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. GT 16 ","7","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. LE and GT 16","1","","",""
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","9","","",""
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","15","","",""
"2 on scale 1-7 ","2005","Full Time","Single parent ","1","","",""
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","10","","",""
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","12","","",""
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","6","","",""
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","5","","",""
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","1","","",""
"2 on scale 1-7 ","2005","Part Time","Single parent ","6","","",""
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","3","","",""
"2 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","5","","",""
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","2","","",""
"2 on scale 1-7 ","2005","Not Working","1-pers.-HH","6","","",""
"2 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","26","","",""
"2 on scale 1-7 ","2005","Not Working","Single parent ","1","","",""
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","2","","",""
"2 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","8","","",""
"3 on scale 1-7 ","2005","Full Time","1-pers.-HH","20","","",""
"3 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","55","0.0237731876917507","0.0176308271409216","0.0299155482425797"
"3 on scale 1-7 ","2005","Full Time","Single parent ","5","","",""
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","51","0.0341867481755336","0.0258728340724681","0.042500662278599"
"3 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","43","0.0283582761880641","0.0201837329699796","0.0365328194061486"
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","24","","",""
"3 on scale 1-7 ","2005","Part Time","1-pers.-HH","11","","",""
"3 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","21","","",""
"3 on scale 1-7 ","2005","Part Time","Single parent ","7","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","14","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","14","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","9","","",""
"3 on scale 1-7 ","2005","Not Working","1-pers.-HH","23","","",""
"3 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","75","0.0213366230004139","0.0165444961188493","0.0261287498819785"
"3 on scale 1-7 ","2005","Not Working","Single parent ","12","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","12","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","12","","",""
"4 on scale 1-7","2005","Full Time","1-pers.-HH","84","0.0713877789269216","0.0559244704524225","0.0868510874014207"
