"plh0224","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","West Germany","42","0.0045888894870546","0.00338485569774257","0.00579292327636662"
"1 Strongly disagree","2005","Urban Area","East Germany","4","","",""
"1 Strongly disagree","2005","Rural Area","West Germany","13","","",""
"1 Strongly disagree","2005","Rural Area","East Germany","10","","",""
"2 on scale 1-7 ","2005","Urban Area","West Germany","74","0.0069785097611504","0.00549549900035078","0.00846152052195003"
"2 on scale 1-7 ","2005","Urban Area","East Germany","10","","",""
"2 on scale 1-7 ","2005","Rural Area","West Germany","20","","",""
"2 on scale 1-7 ","2005","Rural Area","East Germany","26","","",""
"3 on scale 1-7 ","2005","Urban Area","West Germany","285","0.0214858062706272","0.018902695524741","0.0240689170165135"
"3 on scale 1-7 ","2005","Urban Area","East Germany","22","","",""
"3 on scale 1-7 ","2005","Rural Area","West Germany","97","0.0306144201069751","0.0249602519827718","0.0362685882311784"
"3 on scale 1-7 ","2005","Rural Area","East Germany","50","0.0180745507124119","0.0135174810974449","0.0226316203273788"
"4 on scale 1-7","2005","Urban Area","West Germany","1197","0.0958788809639085","0.0906337248508519","0.101124037076965"
"4 on scale 1-7","2005","Urban Area","East Germany","160","0.0864681751410777","0.0733376606096151","0.0995986896725404"
"4 on scale 1-7","2005","Rural Area","West Germany","357","0.0967516628442543","0.0870490159638592","0.106454309724649"
"4 on scale 1-7","2005","Rural Area","East Germany","311","0.0933808050183822","0.0834278071442652","0.103333802892499"
"5 on scale 1-7","2005","Urban Area","West Germany","2509","0.209325751647656","0.202078159256427","0.216573344038885"
"5 on scale 1-7","2005","Urban Area","East Germany","336","0.178067190794256","0.160194009152207","0.195940372436304"
"5 on scale 1-7","2005","Rural Area","West Germany","737","0.189797589063548","0.176926967143624","0.202668210983472"
"5 on scale 1-7","2005","Rural Area","East Germany","619","0.180514903561671","0.167358423517115","0.193671383606228"
"6 on scale 1-7","2005","Urban Area","West Germany","4516","0.367423341970849","0.358834718049236","0.376011965892463"
"6 on scale 1-7","2005","Urban Area","East Germany","658","0.347016756264958","0.324777615767406","0.369255896762509"
"6 on scale 1-7","2005","Rural Area","West Germany","1318","0.360310713416833","0.344553458970184","0.376067967863481"
"6 on scale 1-7","2005","Rural Area","East Germany","1300","0.390621871963202","0.373932716535604","0.407311027390799"
"7 Strongly agree","2005","Urban Area","West Germany","3481","0.294318819898754","0.28619992502739","0.302437714770119"
"7 Strongly agree","2005","Urban Area","East Germany","570","0.359336237870368","0.336920277753026","0.38175219798771"
"7 Strongly agree","2005","Rural Area","West Germany","1024","0.312352553213186","0.297141374488158","0.327563731938214"
"7 Strongly agree","2005","Rural Area","East Germany","967","0.305208320758164","0.289456232417762","0.320960409098566"
"1 Strongly disagree","2006","Urban Area","West Germany","","","",""
"1 Strongly disagree","2006","Urban Area","East Germany","","","",""
"1 Strongly disagree","2006","Rural Area","West Germany","","","",""
"1 Strongly disagree","2006","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
