"plh0224","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","35","0.00602646691137698","0.00422467333202245","0.00782826049073151"
"1 Strongly disagree","2005","secondary school degree","14","","",""
"1 Strongly disagree","2005","college entrance qualification","11","","",""
"1 Strongly disagree","2005","Other degree","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","4","","",""
"2 on scale 1-7 ","2005","lower secondary degree","50","0.00773462326828728","0.00569514191917944","0.00977410461739512"
"2 on scale 1-7 ","2005","secondary school degree","40","0.00617154056709704","0.00419352263698785","0.00814955849720624"
"2 on scale 1-7 ","2005","college entrance qualification","25","","",""
"2 on scale 1-7 ","2005","Other degree","4","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","6","","",""
"3 on scale 1-7 ","2005","lower secondary degree","173","0.0263569691403335","0.0226276130730144","0.0300863252076526"
"3 on scale 1-7 ","2005","secondary school degree","115","0.0207695964810625","0.0171676754297711","0.0243715175323539"
"3 on scale 1-7 ","2005","college entrance qualification","102","0.0172964480462378","0.0137518951741904","0.0208410009182852"
"3 on scale 1-7 ","2005","Other degree","29","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","21","","",""
"4 on scale 1-7","2005","lower secondary degree","727","0.0964320982590379","0.0895601885873218","0.103304007930754"
"4 on scale 1-7","2005","secondary school degree","522","0.0849403991710396","0.07789899042717","0.0919818079149092"
"4 on scale 1-7","2005","college entrance qualification","509","0.0971767380023434","0.089123801749572","0.105229674255115"
"4 on scale 1-7","2005","Other degree","108","0.103752779759653","0.0858699893760034","0.121635570143303"
"4 on scale 1-7","2005","no degree/no degree yet","106","0.118708394874416","0.0975887686162484","0.139828021132585"
"5 on scale 1-7","2005","lower secondary degree","1398","0.19292943559479","0.183743122623329","0.202115748566252"
"5 on scale 1-7","2005","secondary school degree","1167","0.193650133390034","0.183669723569026","0.203630543211041"
"5 on scale 1-7","2005","college entrance qualification","1155","0.21933538991024","0.208085239364136","0.230585540456345"
"5 on scale 1-7","2005","Other degree","225","0.207388785007545","0.183612486498754","0.231165083516337"
"5 on scale 1-7","2005","no degree/no degree yet","179","0.174644023144052","0.149853641683688","0.199434404604416"
"6 on scale 1-7","2005","lower secondary degree","2452","0.347373166365348","0.336288647842306","0.35845768488839"
"6 on scale 1-7","2005","secondary school degree","2353","0.380783299181895","0.36851913397379","0.393047464389999"
"6 on scale 1-7","2005","college entrance qualification","2172","0.414533138496092","0.401139378300099","0.427926898692085"
"6 on scale 1-7","2005","Other degree","353","0.309965359132832","0.282843869967283","0.337086848298381"
"6 on scale 1-7","2005","no degree/no degree yet","332","0.364439046272059","0.333013940344172","0.395864152199945"
"7 Strongly agree","2005","lower secondary degree","2253","0.323147240460826","0.312259605178092","0.33403487574356"
"7 Strongly agree","2005","secondary school degree","1811","0.3113608518101","0.299665707829277","0.323055995790922"
"7 Strongly agree","2005","college entrance qualification","1223","0.244209926030224","0.232529626483793","0.255890225576655"
"7 Strongly agree","2005","Other degree","395","0.347396085739038","0.319473296261166","0.37531887521691"
"7 Strongly agree","2005","no degree/no degree yet","253","0.309264643743154","0.279085516569467","0.339443770916842"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
