"plh0224","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","8","","",""
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","18","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","9","","",""
"1 Strongly disagree","2005","Single parent ","Urban Area","1","","",""
"1 Strongly disagree","2005","Single parent ","Rural Area","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","4","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","10","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","14","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","28","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","14","","",""
"2 on scale 1-7 ","2005","Single parent ","Urban Area","5","","",""
"2 on scale 1-7 ","2005","Single parent ","Rural Area","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","14","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","9","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","8","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","8","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","Urban Area","34","0.0179776552701175","0.0122771404964221","0.0236781700438129"
"3 on scale 1-7 ","2005","1-pers.-HH","Rural Area","20","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","102","0.0192224967870473","0.0153251404627163","0.0231198531113783"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","49","0.0268306950711038","0.0201687041829845","0.0334926859592231"
"3 on scale 1-7 ","2005","Single parent ","Urban Area","19","","",""
"3 on scale 1-7 ","2005","Single parent ","Rural Area","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","52","0.0208199530261234","0.0152716434169137","0.0263682626353331"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","25","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","53","0.0165217117465268","0.0112985919159586","0.0217448315770949"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","29","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","36","0.0381209260667426","0.026881280487595","0.0493605716458902"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","9","","",""
"4 on scale 1-7","2005","1-pers.-HH","Urban Area","177","0.0833493922291063","0.071490612549154","0.0952081719090586"
"4 on scale 1-7","2005","1-pers.-HH","Rural Area","69","0.081945842370062","0.0638444738007557","0.100047210939368"
"4 on scale 1-7","2005","(Married) couple without C. ","Urban Area","428","0.0930128636888286","0.0847685968631815","0.101257130514476"
"4 on scale 1-7","2005","(Married) couple without C. ","Rural Area","207","0.0842714801900288","0.0728185252342763","0.0957244351457813"
"4 on scale 1-7","2005","Single parent ","Urban Area","64","0.0851900586099402","0.0646990553521615","0.105681061867719"
"4 on scale 1-7","2005","Single parent ","Rural Area","40","0.0913332649596379","0.062742051119363","0.119924478799913"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","272","0.0996353998284287","0.0879966702615442","0.111274129395313"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","116","0.0942564565079786","0.0774639157333799","0.111048997282577"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","250","0.112827205817277","0.0998634421508876","0.125790969483667"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","136","0.117019699946175","0.0999170595436535","0.134122340348697"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","128","0.106084017177086","0.0880087807315582","0.124159253622614"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","73","0.134623401057889","0.107082069229027","0.162164732886751"
"5 on scale 1-7","2005","1-pers.-HH","Urban Area","414","0.199489884149915","0.182345151480633","0.216634616819197"
"5 on scale 1-7","2005","1-pers.-HH","Rural Area","159","0.167350967247605","0.14271560782942","0.19198632666579"
"5 on scale 1-7","2005","(Married) couple without C. ","Urban Area","973","0.206938341864374","0.195439504620497","0.21843717910825"
"5 on scale 1-7","2005","(Married) couple without C. ","Rural Area","445","0.18764970887216","0.171552911055202","0.203746506689118"
"5 on scale 1-7","2005","Single parent ","Urban Area","155","0.216069806268012","0.18586061747287","0.246278995063155"
"5 on scale 1-7","2005","Single parent ","Rural Area","59","0.136430689197582","0.102364745516312","0.170496632878851"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","508","0.190418882186824","0.175161686080117","0.20567607829353"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","245","0.211000968853412","0.187551193134512","0.234450744572312"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","508","0.237103755585165","0.219676779471087","0.254530731699243"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","294","0.206542656946696","0.185003691539963","0.228081622353429"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","220","0.208921066463474","0.185058800383705","0.232783332543242"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","112","0.190376247156212","0.158697347633459","0.222055146678964"
"6 on scale 1-7","2005","1-pers.-HH","Urban Area","748","0.361575148751826","0.340962156251889","0.382188141251763"
"6 on scale 1-7","2005","1-pers.-HH","Rural Area","316","0.356557560984481","0.324946907463104","0.388168214505858"
"6 on scale 1-7","2005","(Married) couple without C. ","Urban Area","1802","0.370189456353528","0.356483891038039","0.383895021669017"
"6 on scale 1-7","2005","(Married) couple without C. ","Rural Area","853","0.37144667292838","0.351525579486898","0.391367766369862"
"6 on scale 1-7","2005","Single parent ","Urban Area","240","0.332684633481165","0.298099834188578","0.367269432773753"
