"plh0224","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Full Time","3","","",""
"1 Strongly disagree","2005","16-34 y.","Part Time","4","","",""
"1 Strongly disagree","2005","16-34 y.","Not Working","7","","",""
"1 Strongly disagree","2005","35-65 y.","Full Time","21","","",""
"1 Strongly disagree","2005","35-65 y.","Part Time","6","","",""
"1 Strongly disagree","2005","35-65 y.","Not Working","9","","",""
"1 Strongly disagree","2005","66 and older","Full Time","","","",""
"1 Strongly disagree","2005","66 and older","Part Time","","","",""
"1 Strongly disagree","2005","66 and older","Not Working","19","","",""
"2 on scale 1-7 ","2005","16-34 y.","Full Time","12","","",""
"2 on scale 1-7 ","2005","16-34 y.","Part Time","6","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Working","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","Full Time","43","0.00763475417265249","0.00541315436453209","0.00985635398077289"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","Not Working","16","","",""
"2 on scale 1-7 ","2005","66 and older","Full Time","","","",""
"2 on scale 1-7 ","2005","66 and older","Part Time","","","",""
"2 on scale 1-7 ","2005","66 and older","Not Working","21","","",""
"3 on scale 1-7 ","2005","16-34 y.","Full Time","50","0.0278783052981484","0.0208323095245458","0.034924301071751"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","27","","",""
"3 on scale 1-7 ","2005","16-34 y.","Not Working","40","0.0274649601816236","0.0194965895074399","0.0354333308558074"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","150","0.0274992138557934","0.0233253560752496","0.0316730716363373"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","45","0.0147277635630009","0.0104314977477649","0.0190240293782368"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","52","0.0185186238182709","0.0134248855180698","0.023612362118472"
"3 on scale 1-7 ","2005","66 and older","Full Time","3","","",""
"3 on scale 1-7 ","2005","66 and older","Part Time","5","","",""
"3 on scale 1-7 ","2005","66 and older","Not Working","82","0.0220405054838502","0.017216405191872","0.0268646057758285"
"4 on scale 1-7","2005","16-34 y.","Full Time","209","0.0881164973335669","0.075984084832164","0.10024890983497"
"4 on scale 1-7","2005","16-34 y.","Part Time","146","0.0927881439115088","0.0786027710734354","0.106973516749582"
"4 on scale 1-7","2005","16-34 y.","Not Working","176","0.114508335150116","0.0989830994662413","0.13003357083399"
"4 on scale 1-7","2005","35-65 y.","Full Time","642","0.104470561280816","0.096663826511698","0.112277296049935"
"4 on scale 1-7","2005","35-65 y.","Part Time","236","0.0825464792828553","0.0727315780711959","0.0923613804945147"
"4 on scale 1-7","2005","35-65 y.","Not Working","275","0.101939195841046","0.0905073932889603","0.113370998393132"
"4 on scale 1-7","2005","66 and older","Full Time","3","","",""
"4 on scale 1-7","2005","66 and older","Part Time","21","","",""
"4 on scale 1-7","2005","66 and older","Not Working","317","0.0844972995203973","0.0753583485225418","0.0936362505182529"
"5 on scale 1-7","2005","16-34 y.","Full Time","443","0.223815012204354","0.205975782332773","0.241654242075936"
"5 on scale 1-7","2005","16-34 y.","Part Time","340","0.226265773445929","0.205808606509556","0.246722940382301"
"5 on scale 1-7","2005","16-34 y.","Not Working","337","0.201678335489447","0.182114860722454","0.22124181025644"
"5 on scale 1-7","2005","35-65 y.","Full Time","1321","0.218008154234761","0.207469867565542","0.22854644090398"
"5 on scale 1-7","2005","35-65 y.","Part Time","517","0.160216129166841","0.147133907560189","0.173298350773492"
"5 on scale 1-7","2005","35-65 y.","Not Working","548","0.202482547546445","0.187299633334697","0.217665461758193"
"5 on scale 1-7","2005","66 and older","Full Time","12","","",""
"5 on scale 1-7","2005","66 and older","Part Time","31","0.179971287657006","0.125202474431324","0.234740100882688"
"5 on scale 1-7","2005","66 and older","Not Working","652","0.179456828300891","0.166847968060235","0.192065688541546"
"6 on scale 1-7","2005","16-34 y.","Full Time","813","0.395897782638363","0.374966510444968","0.416829054831758"
"6 on scale 1-7","2005","16-34 y.","Part Time","639","0.37985782150891","0.356127898753201","0.403587744264619"
"6 on scale 1-7","2005","16-34 y.","Not Working","589","0.348819255613617","0.325582343617789","0.372056167609446"
"6 on scale 1-7","2005","35-65 y.","Full Time","2256","0.372285702029735","0.359947504575584","0.384623899483886"
"6 on scale 1-7","2005","35-65 y.","Part Time","1229","0.401103195441437","0.383622903627598","0.418583487255275"
"6 on scale 1-7","2005","35-65 y.","Not Working","976","0.357748148131513","0.339637557169526","0.3758587390935"
"6 on scale 1-7","2005","66 and older","Full Time","12","","",""
"6 on scale 1-7","2005","66 and older","Part Time","67","0.311328863078195","0.245315353483454","0.377342372672935"
"6 on scale 1-7","2005","66 and older","Not Working","1211","0.336526985917758","0.321000731490157","0.352053240345358"
"7 Strongly agree","2005","16-34 y.","Full Time","567","0.256187666463793","0.237504104685536","0.27487122824205"
"7 Strongly agree","2005","16-34 y.","Part Time","445","0.276526108375538","0.254657575138729","0.298394641612346"
