"plh0224","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","24","","",""
"1 Strongly disagree","2005","Not Employed","secondary school degree","4","","",""
"1 Strongly disagree","2005","Not Employed","college entrance qualification","2","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","1","","",""
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","3","","",""
"1 Strongly disagree","2005","Employed","lower secondary degree","11","","",""
"1 Strongly disagree","2005","Employed","secondary school degree","10","","",""
"1 Strongly disagree","2005","Employed","college entrance qualification","9","","",""
"1 Strongly disagree","2005","Employed","Other degree","2","","",""
"1 Strongly disagree","2005","Employed","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","27","","",""
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","8","","",""
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","7","","",""
"2 on scale 1-7 ","2005","Not Employed","Other degree","3","","",""
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","5","","",""
"2 on scale 1-7 ","2005","Employed","lower secondary degree","23","","",""
"2 on scale 1-7 ","2005","Employed","secondary school degree","32","0.00676168247691041","0.00436568875276089","0.00915767620105994"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","18","","",""
"2 on scale 1-7 ","2005","Employed","Other degree","1","","",""
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","80","0.0226278424498854","0.0178801062842945","0.0273755786154764"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","28","","",""
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","24","","",""
"3 on scale 1-7 ","2005","Not Employed","Other degree","18","","",""
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","19","","",""
"3 on scale 1-7 ","2005","Employed","lower secondary degree","93","0.0306175929846715","0.0247565142656991","0.0364786717036439"
"3 on scale 1-7 ","2005","Employed","secondary school degree","87","0.0219148929437881","0.0176344416789217","0.0261953442086545"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","78","0.0169289812086542","0.0129099807650486","0.0209479816522597"
"3 on scale 1-7 ","2005","Employed","Other degree","11","","",""
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","2","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","358","0.0864362224946752","0.0774649851320096","0.0954074598573408"
"4 on scale 1-7","2005","Not Employed","secondary school degree","126","0.0941256482380631","0.0794845253523231","0.108766771123803"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","127","0.111397003790283","0.0938782552295512","0.128915752351014"
"4 on scale 1-7","2005","Not Employed","Other degree","44","0.093990306460153","0.0677475626237762","0.12023305029653"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","85","0.118740080780769","0.0948955344829654","0.142584627078573"
"4 on scale 1-7","2005","Employed","lower secondary degree","369","0.107852645256214","0.0972995912293019","0.118405699283125"
"4 on scale 1-7","2005","Employed","secondary school degree","396","0.0814695829036996","0.0734716809708799","0.0894674848365193"
"4 on scale 1-7","2005","Employed","college entrance qualification","382","0.0921622809908244","0.0831509090583794","0.10117365292327"
"4 on scale 1-7","2005","Employed","Other degree","64","0.110350283795477","0.0861133974414379","0.134587170149517"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","21","","",""
"5 on scale 1-7","2005","Not Employed","lower secondary degree","732","0.192052406237223","0.179476580965782","0.204628231508665"
"5 on scale 1-7","2005","Not Employed","secondary school degree","285","0.159619267524901","0.14125527471585","0.177983260333952"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","268","0.227952224164825","0.204593106036114","0.251311342293536"
"5 on scale 1-7","2005","Not Employed","Other degree","96","0.207179229747843","0.170732220004319","0.243626239491366"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","131","0.159751289515921","0.132745026206966","0.186757552824875"
"5 on scale 1-7","2005","Employed","lower secondary degree","666","0.193931464354662","0.180480463888324","0.207382464821"
"5 on scale 1-7","2005","Employed","secondary school degree","882","0.206509325555048","0.194674215394828","0.218344435715267"
"5 on scale 1-7","2005","Employed","college entrance qualification","887","0.216296857045289","0.203470270532012","0.229123443558566"
"5 on scale 1-7","2005","Employed","Other degree","129","0.207530402979672","0.176160530991932","0.238900274967412"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","48","0.219029859377398","0.160830781586261","0.277228937168535"
"6 on scale 1-7","2005","Not Employed","lower secondary degree","1299","0.346676659621303","0.331483034352139","0.361870284890467"
"6 on scale 1-7","2005","Not Employed","secondary school degree","554","0.351374444279353","0.327437509985333","0.375311378573373"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","478","0.366692366936723","0.33985927405403","0.393525459819416"
"6 on scale 1-7","2005","Not Employed","Other degree","141","0.28803368414587","0.247309475915602","0.328757892376139"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","259","0.354821845264779","0.319553637851906","0.390090052677652"
"6 on scale 1-7","2005","Employed","lower secondary degree","1153","0.348168943362955","0.331961780216191","0.364376106509719"
"6 on scale 1-7","2005","Employed","secondary school degree","1799","0.391895979007425","0.377623286865364","0.406168671149486"
"6 on scale 1-7","2005","Employed","college entrance qualification","1694","0.431403110967761","0.415973532124251","0.446832689811272"
"6 on scale 1-7","2005","Employed","Other degree","212","0.324786840308742","0.288562520609553","0.361011160007931"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","73","0.393101850535607","0.324370057003375","0.461833644067839"
"7 Strongly agree","2005","Not Employed","lower secondary degree","1249","0.338666793525486","0.323557940548164","0.353775646502808"
"7 Strongly agree","2005","Not Employed","secondary school degree","523","0.370202732102142","0.345992073159381","0.394413391044902"
"7 Strongly agree","2005","Not Employed","college entrance qualification","333","0.271276982022921","0.246519860166953","0.296034103878889"
"7 Strongly agree","2005","Not Employed","Other degree","172","0.368310861239542","0.324933787162019","0.411687935317064"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","205","0.334809578527633","0.300023112192776","0.369596044862491"
"7 Strongly agree","2005","Employed","lower secondary degree","1004","0.305415749060942","0.289746339042609","0.321085159079276"
"7 Strongly agree","2005","Employed","secondary school degree","1288","0.289126358893439","0.275871606905038","0.302381110881841"
"7 Strongly agree","2005","Employed","college entrance qualification","890","0.234665337291322","0.221462710107079","0.247867964475565"
"7 Strongly agree","2005","Employed","Other degree","223","0.333261827796433","0.296798943193075","0.369724712399791"
"7 Strongly agree","2005","Employed","no degree/no degree yet","48","0.233131321262071","0.173632544289203","0.292630098234939"
"1 Strongly disagree","2006","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Employed","Other degree","","","",""
"1 Strongly disagree","2006","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Employed","Other degree","","","",""
"1 Strongly disagree","2006","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
